date,location,review,stars,username
5/21/2021,"San Jose, CA","Two reviews in one.  First, we arrived in Solvang and needed a good dinner, but wanted to stay in.  Called and ordered the Bacon Burger and Cobb Salad (Turkey Roasted in house BTW with fresh made house ranch dressing), ready in 15 minutes and was amazing!!!!!  Second, after waiting in line for 15 minutes at the brewery next store, we decided enough and went to Succulents for lunch the next day.  NOT disappointed...my wife, after seeing my bacon burger, ordered again, I had the Meatloaf Sammie...WOW, on sourdough with tomato Jam!!  Soooo good!  We had salads with the amazing fresh made ranch dressing.  If in Solvang - a must eat location!",5 star rating,Kurt L.
5/16/2021,"Simi Valley, CA",The salmon was very juicy and delicious. Everything was well seasoned. The waitress was very friendly and quick to respond.,5 star rating,Efundayo A.
11/27/2020,"Downey, CA","Succulent Cafe in Solvang, CA, was a great choice for takeout during our recent visit on 11/23/20.The usual COVID-19 provisions were in place.The staff was nice in person. A bit indifferent on the phone plus they put me on hold for longer than anticipated, but at least they accepted phone-in orders, right? ...by the way, I checked all the usual apps, but the only one that had SC on its dining list said they were too busy to accept online orders. This was at approximately 5PM.Plastic is accepted. You can, however, ask to pay over the phone to minimize the amount of hands that touch your card. The wait for our order was well over the 15-20 minute estimate I was given over the phone. The food was definitely worth it, though.FOOD+ vegan chili ($18) - ""topped with avocado, red onion & cilantro our chili has black beans, quinoa, corn, walnuts, bell pepper, tomato & Chipotle spice""... sometimes, especially this year, I just don't feel carnivorous. It was really tasty.+ bacon burger ($18) - one of my kiddos had this... I was surprised she ate the limp, undercooked bacon (bleh!)+ kids mac n' cheese ($10.50) - the fries that were chosen as a side for this dish and that came with the burger were for some reason really good... even when they got cold. Missing was a cookie that they had on their menu.+ Dr. Pepper ($3)+ 2 kid-sized milks ($2 apiece)I heard that they provide a good charcuterie, but didn't see it on their online menu.They offer beer, wine, and cocktails.They also have a dog-friendly patio.Overall, good choice for a good dinner when in Solvang.",4 star rating,Jenni M.
5/9/2021,"Avondale, AZ",We can across this as we were walking and it was such a great find! Beautiful patio and friendly staff! Food was priced a tad high but everything was fresh and delicious. Would recommend to anyone visiting Solvang.,4 star rating,Alisha R.
9/14/2020,"San Jose, CA","We were hungry and wanted to dine at one of the more popular places in the heart of Solvang since we were first time visitors to the town.  Succulent Cafe had pretty dope Yelp reviews so we walked over to add our name to the waiting list.  We were called up by the hostess for seating within 15 minutes.  They have a huge patio in which tables and chairs are as socially distant spaced out as possible.We ordered two items from the kid's menu (chicken tenders), one Cobb salad, one Vegan beyond burger, and one fried chicken and gravy biscuit.  I had a bite of everything and nothing stood out to me -- it was just average lunch food.  Nothing fancy, unique, or with a special twist.  Perhaps the dinner menu is more impressive?  One final thing to note:  their ""fresh lemonade"" was definitely not freshly squeezed.  It was concentrated juice that was way too tart and the only reason why we were able to drink ours was because we diluted them with iced water.I give them props for working through the madness of COVID19 restrictions, but I just wasn't wow'd from the food experience.",3 star rating,Sonya E.
5/3/2021,"West Covina, CA","Loved their service, went out of their way to make sure we were comfortable. The recommendation were right on target, friendly staff, great service, amazing food.",5 star rating,Diego R.
8/23/2020,"Los Angeles, CA","An afternoon visit to Solvang after some wine tastings landed our hungry group here. A few friends in this group happen to be annoying...ahem...sorry, I meant ""vegan"" ;) So, we did some pre-research before landing on Succulent, which seemed to have a great menu to suit all.Unfortunately, they don't take reservations, and even a later lunch time (around 3:30pm) unfortunately runs risk of overlapping with shift change as well, so the only thing we had to deal with a bit of chaotic questions and unknowns of when our table of 5 would be ready. They don't do text alerts; you just have to make sure you're right there.Luckily, we scored a table (even after a walk around the block)...and it was all smooth sailing from there.Service was on point. Santiizer spray (right on the table) was on point. Great drinks/wine list, and a solid menu. We got the mini biscuits for the table to share at my behest and let's just say it will make you say, good LAWD. These things, be it with the house jam or butter...SO delectable. We're still dreaming about them.I was starving so just got the burger...but was stunned how well cooked it was, how crisp the fries were, etc. My vegan friends opted for the 'Beyond' versions...ok fine, I'm convinced. After a few bites, I can see why this meat alternative really is something special (even better than the 'Impossible' versions I've tried elsewhere). I made the assumption only a place that knows how to work with this, or gets enough orders, could execute as well as they do here.Rolled out of Succulent feeling happy and satisfied. What more can you ask?",4 star rating,Jen E.
1/31/2021,"Santa Barbara, CA","One of the best restaurants of Solvang. Breakfast is delicious and savory! The attention to detail on their food, drinks, and customer service makes this place superb!",5 star rating,Dee A.
1/24/2021,"San Diego, CA",Went here back in August for a birthday dinner! Love the way they have this place decorated (at the time we were only able to eat outside). I'm sure they are now closed for dine in at all. Hopefully they can open again soon once these restrictions are lifted. Amazing selection of cocktails here. Mine of choice is typically an Old Fashioned and they made it very well! Had one of my favorites for dessert too and cracked the sugary crust of a delicious Creme Brûlée. Some of the best I've had! Highly recommend this place! I'm sure this place is open for take out...support your local small businesses and order here for take out. You won't regret it!,5 star rating,Justin B.
3/25/2021,"Fullerton, CA","Our stay in Solvang included dinner at Succulent Cafe.  I had done a bit of research prior to our trip and one thing caught my eye on Succulent's menu, the Vegan Chili. Upon my ordering the Vegan Chili my dinner mates were astonished. They know me to be a staunch and dedicated meat eater. But, I am also curious about all things Chili. Just how good could a vegan chili be? I must admit, the Vegan Chili at Succulent Cafe is very good. The chili is just the right mix of heat and spice. The beans, avocado, walnuts and corn are culinary dense enough to give substance to the chili in the manner of a non-vegan chili. The chipotle spice is right for the chili, enough to infuse it with  warmth, but also let the vegetables shine.The Vegan Chili was served with vegan cornbread. The cornbread was good. However, I would have enjoyed the cornbread to have been served with a honey spread. I know butter is not vegan. ""I can't Believe It's Not Butter"" has a vegan version. I would go with that.",4 star rating,joe b.
6/21/2020,"Simi Valley, CA","On our first day trip since the Coronavirus Safer at Home time, we took our grandson up to the Santa Ynez Valley.  We spent a little while in Los Olivos, then moved on to Solvang. After picking up some baked goods and poking in to a couple shops, it was time to think of an early dinner.Courtesy of Yelp, I was able to find a few options for open restaurants with outdoor seating.  That led to trying Succulent Cafe.  By the time we arrived, a late afternoon breeze was kicking up, and the temperature was dropping.  We opted to sit inside, and for a time, we were the only ones in the dining room.  They did have the tables spaced out to maintain distancing. The tables had spray bottles of hand sanitizer, which was helpful.  They lacked any decor, so the austerity wasn't very interesting. Our server had a mask, which she wore under her nose.  Sigh.  She, and others on the staff, were wearing gloves. We saw tables being cleaned with disinfectant. I ordered their soup of the day - vegetarian bean soup.  Flavorful and hearty, it got a thumbs up from me.  It packed a bit of heat.  Our server said it was probably from paprika. Brought half home to save room for the pasta picatta I'd ordered.  While tasty, it was heavy-handed, with a lot of capers, and a cream based lemony sauce.  I was expecting a lighter touch of lemon, butter, and a splash of white wine.  I'd have skipped the calories of the cream, personally. Dear Hubby ordered a pulled pork sandwich. While filling, he reported that the taste wasn't special.  ""Pedestrian"", he stated later.  He did enjoy his craft beer a lot, which offered a mango flavor.Adored Grandson enjoyed the mac and cheese appetizer, adding optional bacon.  He pronounced it very good.All in all, we all got fed, just not in a very memorable fashion.  Middle of the road fare in a setting that's definitely more interesting outside than inside.",3 star rating,Lianne K.
4/10/2021,"Pasadena, CA",Dakota our server is great she came to our table more than twice to ask us if we needed anything else . Great customer service . Our host was very sweet and nice .,5 star rating,Ada R.
6/27/2020,"El Dorado Hills, CA",Julie was our waitress. Super friendly and efficient. I really appreciate her and the staff to have to work under masked conditions. Hopefully this will end soon! We sat outside so no need for masks. Now on to my review! Everything we ate was really yummy. I had the pulled pork sandwich served with fries and a mustard coleslaw. I don't care for mustard in my Cole slaw so not a fan of that. The pulled pork and bbq sauce was so good. Ask for extra sauce as it's that good. A slight kick to it but not too spicy. My hubby tried the bacon wrapped pork tenderloin. The sauce was to die for! Loved the potato dumplings they sit on too. Such a cute little place in a cute little town. Will come back when we are in the area again. Great place to stay as well on our way down to visit our son at UCSB.,5 star rating,Juls B.
7/23/2020,"Los Angeles, CA","We needed something delicious to eat in our hotel room this evening.  Succulent Cafe is a couple of blocks away with a tasty menu.  We opted for the Crispy Brussel Sprouts at $14.  They were covered with shredded aged parmesan, Applewood smoked bacon and fig balsamic reduction.  The portion was huge and clearly hit the spot.  The Brussel sprouts were bursting with flavor, the balsamic reduction took the dish to the next level.  This is a very good dish.While Succulent Cafe gets 4 stars on Yelp what we had in our hotel room this evening was 5 stars.  I'm going to return trying more dishes here to see if the balance of their menu falls into the 5 star realm.Thank you for a lovely savory treat.",5 star rating,Jay A.
5/25/2021,"Ontario, CA","The food, service and ambiance were all excellent. I ordered the veggie chili and it was delicious. The chipotle flavoring was perfect and the veggies were fresh. It came with cornbread which was also quite tasty. We traveled to Solvang for the weekend. I enjoyed the chili so much that I came back the next day for more!",5 star rating,Nicole O.
4/25/2021,"Newport Beach, CA","5/5 stars! Great service, great food and amazing environment! Hands down best Bloody Mary and Eggs Benedict I've ever had!",5 star rating,Skylar M.
8/13/2020,"Los Angeles, CA","I stopped by Succulent Cafe while waiting for the 1hr 30 min wait at Paula's Pancakes next door. Succulent Cafe had a wait but it wasn't as bad so it was the perfect brunch spot before having danish pancakes for dessert next door.After looking at the menu, the chicken and gravy caught my attention. It was the BEST chicken & gravy I've had in a while and I would definitely go back if I'm ever in Solvang.The waiter was also nice enough to split the dish for me and my friend.",5 star rating,Sarah M.
3/21/2021,"Chino, CA",Good food friendly staff. Portions are just right.  If you order the dozen just know that they are a decent size we ordered a dozen for two of us and it was way too much we weren't expecting them to be quite so filling.,4 star rating,Stephanie M.
4/30/2021,"Upland, CA",Best food and kid friendly. Loved the staff and their hospitality. Getting a restaurant in the area that is kid and toddler friendly was hard to find. This place accommodated us well and made sure we were taken care of well. Their food was amazing!! Best food we had our entire weekend stay!,5 star rating,Audrey C.
5/6/2021,"West Hollywood, Los Angeles, CA",What a fabulous moment  at an opulent spot!!! Marty our server presented the upmost experience. We felt comfortable and chic at the same time. The diver scollops wrapped in bacon were divine...I can't express enough how incredible this experience has been!,5 star rating,Nicholas M.
4/7/2021,"South El Monte, CA","Stopped by on a Wednesday morning because upon arrival on Tuesday they were closed? And cause Paula's was packed. And little did we know it was the best case scenario. Great little place with lots of Succulents obviously lol. We were attended fairly quick but our food took 40 mins to arrive at our table because our receipt was lost. Sarah, the waiter, said the drinks were on the house because of this mistake/misplacement. So I'm glad they made up the error cause it sucked seeing everyone after us get their food even though we ordered before everyone. The food was amazing. Loved the Cali Eggs I got they were very flavorful and top notch. Would 1000% recommended them! Especially poached! My girlfriend had the French Toast and she said it was good. Wasn't too sweet with the whip cream. Definitely a good amount of food. The drinks were also great 10/10.",5 star rating,Eduardo T.
11/21/2020,"Las Vegas, NV","I was looking forward to some things that were not in the menu. In fact the menu was a little small, but the cocktail menu made up for it. The food was tasty, the staff followed guidelines and it was a nice place to stop in my first trip to solvang. The chicken was tasty in both the sandwhich and salad. And the fries were pretty solid too.",4 star rating,Ashley P.
3/23/2021,"San Leandro, CA","Absolutely amazing!! The biscuit was so soft, the mimosa was refreshing, and the outside seating was very peaceful despite how busy they were. We got seated extremely fast and we did not wait long for our food. Everything was delicious!! Highly recommended. We did not have a reservation but we got there early.",5 star rating,Jocelyn R.
4/25/2021,"Canyon Country, CA","So we stumbled across this spot by chance since what we originally wanted had a ridiculous waiting time. The ambiance was nice and very tranquil setting. The outdoor patio dining experience was nice. The succulents all around the property made complete sense hence the name. I can't really knock this place but in my book it's a 3.5. I ordered the Vegan burger which was a monster size portion. It came with a side and your options are, fries, coleslaw, salad or fruit. I played it safe and got fries. My husband ordered the pulled pork with pineapple chutney. He was very pleased with his choice.  His food seemed much more adventurous and flavorful. We ordered their Ahumada margaritas and it was not a good choice for my liking. I like smoky mezclas but this drink was a bit too much. I should have played it safe with the mimosa. They offer plenty of drinks. They have a big selection on alcoholic beverages. It was nice to try but I'm not sure I would come back.",4 star rating,Wendy R.
3/11/2020,"Las Vegas, NV",Sarah  our server was AWESOME! Professional and friendly service was delivered with ease. If you get her station know you are lucky. :)The food  is FABULOUS!! Turkey on ciabatta was  my choice. It was DEEELICIOUS!The BEST sammich I had on my whole visit to Solving Ca.Family left full and happy! :)Worth a bookmark. We will definitely be back.I highly recommend! Enjoy!,5 star rating,Tiffany Z.
5/5/2021,"Monterey, CA","First time here and WOW! My Fiance gor the fried chicken and I got the Jam & Biscuit (I wasnt very hungry) He lovedddd the Fried Chicken! Their Biscuits were amazing. If I was hungry, I would have ordered more! Would come back!",5 star rating,B P.
3/23/2020,"San Jose, CA","Very very busy however it's a great spot. A few things to know before go there.. enter through the front door and order prior to being seated.They usually have a wait time and it gets crowded at the door so be courteous of others.We had eggs Benedict's, chicken sandwich and a burger with mimosas all of which were delicious. We sat at the bar which was quicker and service was still wonderful.. great portions and prices are standard. Well worth a visit when you're in the area",4 star rating,Dee G.
5/22/2021,"Irvine Industrial Complex-East, Irvine, CA",Love this place! Food is so good and wine selection is top notch! My favorite dish is the meatloaf with succotash. Yum! Service is friendly and consistently good as they make you feel right at home. Kelly is my favorite server! She always remembers our names.,5 star rating,Ann J.
10/26/2020,"Glendale, CA","Arrived in Solvang on a Sunday morning and the town was very crowded as more people are venturing out to keep from going quarantine-crazy. It's difficult to choose a brunch spot in the area because there are so many options. Even though Paula's Pancake House seemed to be the most popular restaurant for breakfast, we selected Succulent Cafe based on the fact that they have a separate to-go order window. Outdoor AND indoor dining are now allowed in the area but I still opt for to-go anytime I can. There is no wait for a table, the food comes out quickly, and you can find an outdoor table at a number of spots nearby that are less crowded (and hence less risky).I had the shortrib hash n' eggs (braised short rib, peppers, onions, potatoes, and two poached eggs). The food came out within 15-20 minutes after ordering and there was absolutely no line for to-go orders. Score! When the food came out, we then walked across the street and find a nice, non-crowded table to dine at outdoors! The short rib was so tender, juicy and flavorful! The potatoes were delicious and well-seasoned as well. I would definitely recommend Succulent Cafe as a great breakfast option if you're in need of some good food and don't want to wait 40 minutes for a table.",4 star rating,Kimberly B.
3/15/2021,"Orosi, CA","This place did not disappoint! We loved it so much, we had breakfast here two days in a row! I highly recommend the  Succulent Eggs Benedict, Fried Chicken & Gravy Biscuit and the Bourbon Vanilla French Toast.",5 star rating,Kim B.
9/21/2020,"Huntington Beach, CA","We visited this restaurant on the Labor Day weekend. Despite of the busy weekend, we were happy to find that the wait wasn't too long. I liked their vegan options, the vegan burger was pretty juicy and tasty and the vegan chili was delicious. The watermelon kombucha was fairly interesting too ( and in a good way ) . The one thing I wasn't happy about was our server, she disappeared halfway through our meal and without letting us know, which was very unprofessional. She also didn't give us a good recommendation on the wine , I ended up not drinking mine because I didn't like it at all. We waited very long for her , and ultimately wehad to call over another server who was kind enough to help us out. We wanted to order dessert but decided against it because of the service .",4 star rating,Shriya B.
2/20/2021,"Valencia, CA",Love love comming here when in Solvang. I so enjoyed the service and food. Good experience. Will return.,5 star rating,Misty S.
1/3/2020,"Santa Barbara, CA","Succulent is by far one of the most popular tourist destinations in Solvang. Whether it be for brunch or dinner, you will always find it busy on weekends. As with how busy restaurants go, there will be lines and there will be wait times. With that said, it should not deter you from trying Succulent out for yourselves. I am a biscuit lover and Succulent sure knows how to make a biscuit platter. Order the Fried Chicken Biscuit or the signature Succulent Biscuit, both amazing in taste and quality. Truly I am a fan of their breakfast. As for dinner, the options are not so much for me. A little on the pricey side and was unimpressed with the charcuterie platter. Too simple for the cost you pay even after customization. Do not let it deter you however, try for yourselves. Succulent sure knows to create an atmosphere. Lively with a cozy feel to enjoy either it be weekday or weekend.",4 star rating,Rick S.
1/1/2020,"Irvine, CA","Tom Leykis ley-kis this place. Take that for what it's worth. Some hate him. Some love him. I for one am not a fan, but his taste in food isn't entirely off.He says the burgers here are the best he's ever had, and of course we all know that if someone even vaguely famous says something, then it must be true. Right?*gag*At any rate, I came here because the boy is a Leykis fan and wanted to try what he heard was ""the best burger"" in the SYV so, why not? Decent wine menu and 805 on tap so if the food sucks, at least I can drown my sorrows in alcohol.And sure enough, the burger was just ok. High price tags very rarely ever are justified by what shows up on your plate; however, the burger was good. The meat was great quality and the produce was fresh, but it was just a burger in a fancy dress. Nothing special, just special for a moment. The chicken was also not impressive. No real flavor and cooked in a way that resembled something between a novice chef and mom's home cooking a la chef boyardee.Curry chicken salad was....odd. Just....odd. Don't order this. The salad is good. The curry chicken is good. Just not together.The service wasn't even good, almost dismissive, like they couldn't be bothered to do their job but still expected a tip. No.The best thing about this experience was the table bread, or biscuits. They smelled, felt, and tasted just like what you'd imagine would be served on a cliche farmhouse dinner table. mmmm....Tasty, tasty, cliche.So coming in for food is dependent on your tastes. Nothing is bad, and the burger was borderline good, but I'd say that overall feeling here across the board is ""forgettable.""But hey, if all you want a nice patio to sit on to drink some wine, then this place is great. If you're hungry, then I'd suggest you go somewhere else.",3 star rating,Yuki M.
9/5/2020,"Huntington Beach, CA","Succulent cafe had great reviews, and honestly the most reviews for breakfast so I had to try it! They do not accept reservations which is totally fine. The hostess was polite, the wait on a Sunday morning around 10am was about 20min. The food was delicious I ordered the succulent biscuit. The sauce was great. Although their apple cinnamon mimosa was not on the menu the server still had it made for us so we appreciate that. The 4 stars come in because aside from that nice gesture, the customer service with the serve was lacking. Very basic, minimal interaction, and I think we saw her just that one time. Anyway, great food overall!",4 star rating,Brittany C.
4/5/2021,"Long Beach, CA","Had a wonderful dinner outdoors at succulent! The staff was really friendly and helpful, and the food was so fresh and delicious. We will absolutely be back, thank you!",5 star rating,Mara D.
12/13/2019,"Yucaipa, CA","We ate here twice on our little vacay to Solvang. It's a nice little place with great food! The first time I ordered the succulent sunrise which was delicious and had lots of tequila in it. I also got the  succulent eggs Benedict. The eggs were cooked perfectly and so was the biscuit. The hollandaise sauce lacked some flavor, reason for the lack of star. Also when we got there, it wasn't too busy and our food took a very long time to arrive. Service was alright, drinks were good and food was great! Overall I would come here again maybe for lunch or dinner so check out the other options.",4 star rating,Paola L.
8/1/2020,"Newport Beach, CA",Nice little dog friendly restaurant. The pups loved their grilled chicken breast.Staff is friendly & attentive.The Mac 'n cheese and Key lime cheesecake was our favorite out of everything we ordered.,4 star rating,Marie L.
10/22/2020,"Tustin, CA","look... im going to be honest in solvang I didn't find any restaurants that blew me away. all were very standard or poor. succulent cafe was one of the choices that I was grateful for making because it was a good, solid meal. nothing amazing, but a good meal!we walked from our hotel and put our name down and waited maybe 35 minutes and were seated by 11:45am. this place is packed! but I found the wait isn't too bad... it just seems they were understaffed and therefore table turnaround wasn't as fast. I was pleased to be seated far way from all the other tables and felt safe. our server was nice and helpful!FOOD:-spicy fried chicken sandwich ($15) - I suck at spice and this was NOT spicy. good flavor and blue cheese was not overwhelming. good portion with DELICIOUS fries!! omg... I shared this with my boyfriend and to be honest I didn't want to share after I ate the sandwich and fries. highly recommend, just don't expect super spicy flavors. very mild.-bourbon vanilla french toast ($13) - 3 big pieces of french toast, whipped cream, fruits and pecans. this came with butter pecan syrup, but we spilled it and they replaced it which honey or a different syrup. the one it comes with was much tastier! if you like breakfast food this was great, but for me overly sweet so I def needed something to cut (the chicken sandwich)PROS:-nice service, I even saw them bring out dog bowls-great to eat outdoors with their pretty set up-they sanitized the tables AND chairs (thank you, chairs are important!)CONS:-possible long wait times as dirty tables were left for awhile to be cleaned and turned around for the next guests-prices, much like all the restaurants in solvang were VERY overpriced for what you're getting, but this place was at least the best place for me to overspend.OVERALL:pick this place over some of the other restaurants, there's a reason why there's always a wait.",5 star rating,Jennifer Q.
6/22/2020,"Los Angeles, CA","This is a great spot, food is good, service is great and it's a really nice outdoor ambience. We had the bourbon vanilla French toast, short rib hash and fried chicken salad and enjoyed all three! I also enjoyed the basil gin gimlet. Can't wait to go back!",5 star rating,Allison E.
11/23/2020,"Duarte, CA",We have enjoyed meals at the Succulent Cafe on several occasions while visiting Solvang. The latest visit our family enjoyed a meal outside (during Covid19) and it was a great experience. Heaters kept us warm during a chilly Nov night and we enjoyed mini biscuits with jam. Hubby and I split the bacon burger and girls had the fried chicken and Mac n cheese and pulled pork on brioche. The food is decadent and delicious. The service prompt and friendly. A great location to stop by and enjoy a good meal.,5 star rating,Liv M.
7/24/2020,"Glendora, CA","This place is amazing. Every single item we ordered was great. Then service is on point as well!Sarah was an incredible server, very courteous and kind.",5 star rating,Karold S.
2/19/2021,"Lompoc, CA","Ever heard of a restaurant that can only serve eggs 2 ways?? They have a ""BREAKFAST/ BRUNCH"" menu but will only allow you to either take the poached eggs, which is what they offer for all of their egg meals, or, if you don't like poached- you can have scrambled... NO FRIED EGGS ALLOWED!?! WTF??? Also, they have fries, burgers, tenders... but ranch or ketchup only!! Honey mustard is what I requested for my tenders b/c DUH!!! I'd say 75% of tender lovers enjoy honey mustard but guess what... this place has NONE!! Based on those 2 things alone- I'll choose to dije elsewhere next time  Honestly I can only imagine the daily round of folks who come in & request a change to something or ask for an additional condiment, only to be shut down!! Basically you get what's on the menu, NOTHING MORE, NOTHING LESS...",3 star rating,Jennifer C.
4/19/2021,"San Luis Obispo, CA","Very disappointed. I recently moved to the area and have heard wonderful thinks about this restaurant.  Came here with my boyfriend for bite to eat assuming it would be a good time since it's a Monday and most tourist have left the area.  The restaurant was a little over half full.  We were promptly seated at the third table on the left of the patio.  Unfortunately, we were unable to try the food because we finally walked out after nearly 20 minutes because we recieved no service. We were never acknowledged by anyone other than the host (who was very friendly) asking if he could take the extra chair and given two waters by a buser; despite the fact that two waitresses and at least two busers contacted the tables around us who were already eating multiple times. It was so bad we started counting how many times any staff walked by us without looking over (at least 10).  Each waitress passed us at least 3 times each. Finally one made eye contact as she passed, yet still did not come back or let us know she would be right with us. I  would understand if they were short staffed, which they were not, but feel it is totally unacceptable to feel completely ignored.",1 star rating,Charmaine F.
10/8/2019,"San Diego, CA","Located in the heart of Solvang. The Succulent Cafe serves up some good 'ol comfort food with a gourmet twist. They also source their seasonal organic ingredients from local farms to give their customers a taste of their freshest delicacies.My family and I had the opportunity to stop by this cozy, small and rustic cafe while in town. It was after 5PM on a weekend and we were just in time for dinner. We sat right outside on the patio, which had a peaceful setting, overlooking a neighboring signature windmill. Not to mention, the cafe is dog friendly and were very accommodating to our furry family member. Our server was also very friendly and attentive to our needs.To start our experience, we ordered our drinks and began with a few appetizers... The Parmesan Truffle Fries and Bacon Wrapped Diver Scallops. All of which were pretty tasty and made to order. At the time, I had their Spicy Hen which is bacon wrapped Jidori chicken breast stuffed with sundried tomato spinach chevre, fresh mozarella, creamy chipotle sauce with a side of mashed potatoes and veggies. It was definitely gourmet status and if you have a palette for fine dishes, you'll appreciate the flavors in this dish which paired well with a glass of wine by the way. Everyone's dish was pretty good if you ask me. Overall, our experience was great. The food was flavorful and the staff were certainly pleasant. I would definitely come back when visiting Solvang again.",4 star rating,Jen R.
11/28/2020,"Los Angeles, CA","The hostess was the worst! Rude, looked miserable, rolling her eyes all night. Won't go back as long as she's there. Brunet lady! Ruined my night. We had a group of four she sat us only had 3 rolls ups and when we asked for a table by a heater she said no you can't have any other table. Horrible experience",1 star rating,Ginny M.
11/4/2020,"Woodland Hills, CA","Great spot, good food and drinks. Very nice service,  will definitely coming back. They serve lunch until 3pm and will reopen again around 4/5 pm for Dinner. I came during lunch time, it was so good. I haven't had a chance to try their dinner menu, maybe next time.",5 star rating,Anna S.
