date,location,review,stars,username
3/11/2021,"Solvang, CA","My fiancé and I are typically very busy and it's really hard to find good food to go at reasonable prices in Solvang and Santa Ynez.  Both long time Valley residents. As some reviewers stated the waiters and servers in the past had been very slow, etc.  We had run into the same problem several years ago so today figured we'd give it another shot.Their taproom burgers with sides had always been consistently good and priced right at $12.95+ tax.  So we went on the safe side and ordered two to go.Called in and Ryan answered the phone.  Hoped it was the same Ryan who worked as a bartender there for years.  Indeed it was and his customer skills whether you're a local or visitor... busy or not have always been great.  Ordered 2 Taproom Burger's cooked medium with sautéed onions.  It comes with thick cut bacon, cheese, lettuce, tomato's, red onions, nice bun and choices for sides.  We choose the fries which are nicely seasoned.  Also sauce is probably thousand island which neither of us like.  Asked to put that on the side...aka dry.  They did that and also included ranch and ketchup on the side.  FYI: If they have their aioli mayonnaise definitely recommend that as it adds another layer of flavor to a very good bacon cheeseburger.  We ended up using mayonnaise at home as the burgers, bacon, sautéed onions, etc were that good.  So were the tomatoes flavorful and there weren't any hard cores in the middle as typical of many tourist and fast food restaurants.Called order in and said I can be there in 20 min.  Perfect, they'll be ready when you get here.  We know sautéed onions take far longer than grilled onions to cook.  No problem.Arrived 20 minutes later.  Cold outside and it was just beginning to rain.  Thank goodness the food was fresh, hot and ready on time exactly to order.  Made certain to tip well as we normally do for excellent service as most people in the food and service industry work minimal wages and earn their living on tips.  That's not the fault of owners paying huge overhead costs in Solvang to operate a business and providing higher value in quality of food relative to price.   My fiancé and I both noticed right away the quality relative to price.  Buns were excellent.  Burgers as promised flavorful 1/2 lb. angus beef patties and tasted fresh not frozen cooked medium as requested.  Thick cut bacon cooked to perfection and great flavor.  Think the cheese is cheddar.  Everything about this burger was great for the price and nothing greasy.It came with a nice portion of hot seasoned fries nice and crispy also flavorful.  Home run Solvang Brewing Company!  We'll be back.We love to support local businesses in the Valley but when overpriced and lower quality in relation to fast food in Buellton or cooking at home?  We also reside in Santa Barbara and there are also some great food to value restaurants that cater to local steady repeat business and tourist spikes.",5 star rating,Arthur T.
12/6/2020,"Mission Bay, San Francisco, CA","Food is decent quality, pretty standard bar fare. The only problem i had is that the mashed potatoes were clearly the boxed flake stuff... the real thing isn't tough to make and super inexpensive, and its a Dutch town for crying out loud! To the management: your servers have sections twice as large as they should. 8 two-tops plus 2 or 3 large parties is insanity. If all they had were drink orders I could maybe see giving them sections that big, but not for food service. Our waitress gave us the best service she could given how badly you set her up for failure. All the floor manager did was sometimes help setup tables... maybe try helping your overwhelmed servers and touch tables to make sure everything is good with your customers. If you doubled your wait staff and had more busers you would have way higher turnaround on your tables, making you more money, your servers would make more tips, and most importantly you would have happier customers. Everybody wins when you staff properly.",3 star rating,Joe J.
3/19/2021,"Ontario, CA",cheese sauce made with beer is bombay the the fries were good and the angus tri tip sandwich was on point the solvang lager was amazing service was,4 star rating,Ivan C.
4/6/2021,"Baldwin Park, CA","Overall the food was good. We ordered the tri-tip sandwich, fish and chips, kids cheeseburger, soft preztel and onion soup. Everything was good, except for the onion soup. That was terrible! However, I would go back to try other items. It is a bit pricey though.",3 star rating,Sonia B.
4/3/2021,"San Fernando, CA","They made a mistake on the order and instead of resolving the mistake they stated I would have to go into line, bring it up with the manager and then possibly be able to get the order fixed.  What is the point of customer service if the business insist that the customer is incorrect. Why would I want to support a business that litterally does not want to help the customer resolve a customer issue.",1 star rating,Vapeur R.
11/27/2020,"Los Angeles, CA","Food was good but the service sucked. I was seated And then it took a while for the server to common take my order.. I had to flag her down. One young lady brought me my food put it down and walked away and didn't ask if I needed anything. I had to get it from my seat and walk over to where they were and ask for dressing for my salad. They brought me vinegar and walked away....  I wanted a   vinegarette dressing. I had to get it from my seat go over to where the girls were again and ask for what I wanted. I asked the manager to bring me boxes to go... he brought them. I had an order to go The waitress brought  That to me... Then I asked for bag to put these 3 boxes in. I stopped at the bar on the way out and talk to the manager... I told him that No one ever came to my table to ask me if I needed anything no 1 ever came to refill my water.... I had to get up 3 times for my table to get the things I needed. His answer was,I'm sorry about that I guess they were real busy. WHAT? I don't know... But all this seems to be basic... I was there for 2 hours And that was only because The service was horrible. And by the way the manager  answered me,  This sounds like the norm and it sounds like it's acceptable.Too bad...Nice establishment and good food but when the customer service stinks, it just makes it an overall bad experience.",1 star rating,"Desiree Mier, Realtor ®."
5/8/2021,"Santa Barbara, CA","Horrible customer service, very moody people taking orders, found a hair in my friends food, only good person working there was the bus boy, food was okay but not great.",1 star rating,Jennifer S.
3/26/2021,"Ontario, CA",For a Friday afternoon this place had quick service we got seated right away even though it was fairly busy our food came with 10 minutes after ordering. The waist and bartender were very nice. All around good time. I would recommend this place to anyone;),4 star rating,Janelle A.
4/2/2021,"San Diego, CA","Business includes 18% gratuity in the bill without telling customer. Be careful, we almost gave them another 15%",3 star rating,D C.
3/14/2021,"Orange, CA","Sunday evening not really busy here, this looked like a great place to just hangout and enjoy a few drinks. Our group weren't really hungry so we only ordered the pretzels which were really good. Drinks were good. Popcorn store good....Manager had good customer service......BUT when I asked the waitress if the popcorn store was still open instead of finding out she pointed to the manager and said go ask him. Then when we were seated with our drinks I asked her for napkins, which then she said I can go inside and get some! She was so rude...I wouldn't come here again.",3 star rating,Nicole J.
3/19/2021,"Santa Ynez, CA",Had a wonderful birthday lunch with my friends today. The food was delicious as unusual! Thanks to all the wonderful staff! Your Rock!,5 star rating,Cindy N.
5/2/2021,"Simi Valley, CA","Food was average, iced tea tasted awful, beer was good BUT service was horrible from barstaff. Ordering was fine, however, there was an unexpectedly long wait for average pub-style food to be served given the time of day & few number of customers on a week day. Most appalling was the unhygienic handling of food (ie: barkeep gave me a wedge of lemon barehanded; no gloves, napkin, utensil or something sanitary & said  ""sorry..."" and food servers didn't use gloves.  That said, not returning.",1 star rating,Monica W.
9/25/2020,"Lomita, CA","Really disappointed with the customer service.. or lack there of. We were looking for a place to come for drinks after dinner, and figured we'd try this place out. When I called the girl said they weren't busy and tonight would be a good night to come. When we got there they told us they don't allow alcohol purchases without an entree purchase, which was already frustrating, but we figured we'd come anyway. Once we were seated, we saw it wasn't busy and were told our server would be right with us. It took her a little over 15min just to come over and introduce herself, she passed our table several times and didn't even say she'd be right with us. Once she finally came over, I asked her to check the ingredients on something (because I have an allergy) and it took her 20 min to come back. We ended up getting up and leaving, she didn't even apologize... definitely not coming back.",1 star rating,Julianna P.
10/25/2020,"South Pasadena, CA",They sat me in the cold saying they have to rotate the seating. There were half a dozen seat around the available heat and fire. They have rules I guess. They have sat another group far away from heat. They are in all jackets and I can tell they'd rather sit next to fire. I am half naked and shivering drink. People here is working for customers.,2 star rating,Jonathan K.
5/8/2021,"Fremont, CA","They charge an *automatic 18% gratuity* on credit cards. They provide *zero service*, you place an order at the counter and they bring it out to you. Do I need to say more?",1 star rating,David M.
10/26/2020,"Mandeville, LA",The burgers were good firstly. The service was not very good. I understand about being short staffed and busy but decent communication is still warranted. This is especially true since we are doing our part to help the local establishments. Took us 10+ minutes to find out we were in the bar section and need to order ourselves. We only found out when we asked who our waiter/waitress was working our table. Then bar was rude and short when we asked for layout of place and what was available.,2 star rating,Adam S.
9/15/2020,"Long Beach, CA",Buuu to this place....I just want to order a snack and a beer...They told me I can't .... I have to order a big meal first...Unbelievable...New law????Please,1 star rating,Gina M.
11/28/2020,"Mountain View, CA","These chicken wings are to die for! LARGE WINGS!Also the service doesn't get better than Nick C. , he was very welcoming and very professional.  If you come here this is the guy you want helping you!  Great service!!! Thanks Nick!",5 star rating,Trevor P.
11/13/2020,"San Diego, CA","We have been waiting to visit this cute little town and most of all to try the Solvang Brewery Company. The staff is super friendly and very accommodating. We had the sausage trio which I highly recommend, tomatoe soup and the double IPA!!!!!! Wow!!!!!!",5 star rating,Wendi L.
9/28/2020,"Gardena, CA","I really wanted to enjoy this place being a brewing company in an area full of wine tasting rooms. However, despite being on a slow night according to staff, the service my girlfriend and I experienced was lackluster. After being seated it took 15-20 minutes for out waitress to even acknowledge us. Also when asking questions about the food because my girlfriend has a food allergy it took the waitress another 15 minutes to come back to our table. Needless to say it was a horrible experience and unless something changes I would not recommend coming here.",1 star rating,Michael H.
10/4/2020,"Riverside, CA","Upon delivery of our meals I commented how soggy my quinoa salad looked. And it was!  He said he'd talk to the Chef and see if it was supposed to be. My husband was kind and switched with me. His Beet Salad was amazing. We both were hungry and started to eat. It was at least 20 minutes until he came back and said that it was more soggy than it should have been. Would we like a replacement?  After 20 minutes waiting, No. he should have taken it off the bill but didn't. Also, they had an elderly man waiting for a seat and was having a major medical problem, heat related. My husband told the waitress to get him some water. They didn't even notice. He got so bad he passed out in front of the check in stand and my husband rushed over to him and gave him medical aid. Told them to call 911 and waited for the paramedics to take over. When we finished helping, we went back to our table, asked for our check, paid full price and left. Never to return again.",3 star rating,Lorna J.
10/13/2020,"Lomita, CA","Amazing patio, properly spaced. Dog friendly. Had the Stein of Great Dane Pale Ale. Gently hoppiness, easy drinking. The pastrami sandwich is ABSOLUTELY AMAZING! Service was great with Nick C. He was constantly checking up to make sure everything was great. 10/10 would recommend, don't skip this place!",5 star rating,Ashley C.
5/6/2021,"Solvang, CA",Hands down the worst service in all of Solvang. We even went to the Ostrich Farm and the birds had better manners than the staff.,1 star rating,Marcia J.
2/12/2020,"San Francisco, CA","This brewery restaurant is the place to be and be seen in Solvang! It's in the heart of the city, ideal for a place to sit down with a beer and people-watch. I got a big stein if their Valhalla IPA and had a good late morning relaxing before exploring the city more. I tried the fries and the pretzel which were very good (that beer cheese and mustard can be addicting). If you're a local beer/bar food lover and want some local flavor, SBC is the place to check out!",4 star rating,Marlon T.
8/26/2019,"Campbell, CA","The parents, brother and I were in Solvang to check out the Classic Car show last weekend and popped in here to grab a quick snack before heading out to wine taste.  We didn't want anything to big, just a few bites and some AC since it was over 90 outside. As we walked in, the smell of old dive bar hits you in the face ... in a good way I guess. It's dark and old and probably hasn't been updated since before I was born but that's what gives it its charm.  The place was packed and there was both Football (preseason) and Baseball on the TVs. The bar area was full as were all of the high tables.  We were seated in a booth near the door but away from the heat so I was happy.  I couldn't help but notice the duct tape on the seats of the booth.  All part of the charm right?Our server was great.  Very attentive the entire time we were there. My dad and brother ordered beers (Thank you Yelp for the discount after checking in) and mom and I stuck with ice water.  Here's what we ordered to eat:Brewers Soft Pretzel with Beer Cheese and Mustard Dippy Sauces - This is honestly what made us walk in here.  I was craving a soft pretzel and these didn't disappoint.  For $10 you get 3 good size SOFT warm pretzels with two yummy dippy sauces. I enjoyed mixing them together.  We got two orders of these and inhaled them both. Tri Tip Dip - This was a last minute order since the pretzels went down so quickly and this too didn't disappoint.  We cut it into 4 pieces and it was plenty for the 4 of us, especially since it came with fries. The meat was tender and flavorful and the AuJu was tasty. I could have eaten this all by myself. We left content and ready to wine taste! If we're in the area again, I'll absolutly come back.",4 star rating,Christie B.
2/8/2020,"North Hollywood, CA","What a disappointment!! The food was very mediocre at best. We ordered two beers, soft pretzel, chicken wings and a bowl of clam chowder.We sat on the patio to get fresh air and a couple at an Adjoining table were vaping. There is clearly a designated-smoking area located in their parking lot, about 25 feet from the patio area. The staff were smoking in the smoking area, so I know they are aware that it exists. State of California law states you can not smoke or vape within 25 feet of a restaurant/bar's outdoor dining area. The couple vaping were doing so right in front of at least 5 staff members, including directly in front of our waitress while talking to her.The whole vibe of the place was trashy and ""truck stop"". It stands out in Solvang for all the wrong reasons.",2 star rating,sonny d.
3/22/2021,"Lower Peters Canyon, Irvine, CA","Place has no organized dining what so ever. People go as they please. No attended server for sections, guest must get up and serve them self with things such as water refills or utensils. Food  was okay, sausages were good for its price. Lastly bartenders and cashiers will only tell you that 18% will be added to your bill after they charge you already. Please stay away",1 star rating,antonino s.
1/19/2020,"West Hollywood, CA","Solvang is a hive of tourist activity and usually tourists are douchey, demanding and oblivious to anything that does not involve the world revolving around them. Call it vacationitus or just self importance when spending one's hard earned time and money on an experience which is supposed to deliver joy and relaxation vs. the stresses left behind at a job. Deliver me from stress Solvang Brewery did not ... in fact, I'd gladly have taken a workplace cafeteria over this spot.I'm not taking off stars because this place was crowded, and it was crowded, as everything in Solvang was. I'm rating one star because to begin with this place is below average at best ... and the staff's attitude all around was abysmal and rude. The hostess looked as if she wanted to punch anyone in the face who asked her a question ... she sighed when people walked in the door ... rolled her eyes when they asked the wait time ... and snapped at people when they agreed to be put on the list.We were told (rudely) that there was a 40 minute to an hour wait. We said that we would have a drink (or three) at the bar while we waited and asked if they announce in the bar when tables were ready as it was two or three rooms over from the stand. Apparently that was a dumb question because with an eye roll and utter disbelief she just nodded her head. I wanted to quote the Uncle Buck line and ask if she was feeling upset because somebody dropped a house on her sister. (Wicked witch of the West reference.)In the bar there was a band playing and it was so loud that you couldn't hear someone talking a foot away from you. Apparently, everyone had the same idea because it was pandemonium at the bar. They had 2 bartenders working and 50+ people waiting for drinks. After watching groups of girls push past the rest of the crowd and getting served by the male bartenders for 20 minutes, I finally got the attention of the bar tender. I ordered 3 drinks ($15 for a glass of house wine!!!) and asked for a taste of one of the beers before I committed to it ... pretty standard at a craft brew place. The guy came over and put the tiny taster glass down and as I took a sip, he left and went to the other side and as they say in Goodfellas ... I was put on the pay no mind list. He didn't come back, so no drink for me! (And he charged me $3 for the taste on the receipt!! The full glass about 16x bigger was $7!) Did he think my intent was to drink a thimble full of beer?We finally were seated at a high top table nexy to the hostess stand vs. in the other room with the fireplace. Lucky us, bitchy hostess was doubling as our waitress. She said they were very busy and switching to their late night menu an hour early. Apparently all we were allowed to get were one of 5 shitty sounding pizzas. We ordered and watched other tables get seated after and order from the menu. It was clear that this dummy just didn't want to do the work of menus, etc. and made us order pizza. Not sure anything would have been better off the menu but would have been nice to have more than one option, like everyone with a different waitress.Our pizzas came out and honestly, we would have rather gone to Dominoes down the street. Worst pizza ever. They were cardboard crusts (clearly premade and frozen) sloppily made with almost no cheese and toppings that looked like a Red Baron frozen grocery store pizza. Each pizza cost us $15-$18. The wine was $12-$16 per glass and soapy, shitty tasting beer was how everyone described their brew. Maybe the glasses weren't rinsed after washing?To recap ... shitty attitude ... shitty service ... shitty beer ... shitty pizza ... shitty prices ... crowded/shitty atmosphere next to the kitchen doors. Overall experience: Shitty x 6.I get that Solvang is a busy town where everything shuts oddly early. Every restaurant is closed by 8 p.m. or 9 p.m. so they treat you like you are lucky they will even serve you at p.m. and technically they can get away with it because there are literally no other options in Solvang past 9 p.m. Maybe if I was coming here to drink, my rating would be different. But if I'm going to drop $200 on 5 cardboard pizzas and a round or two of gross beer and overpriced wine while being treated like the turd in the punch bowl ... I'd literally prefer to go to Dominos next time.Go anywhere but here for lunch or dinner.",1 star rating,Adam B.
1/5/2020,"Irvine, CA","What is going on here? I'm sorry but I'm just going to say it. The bar is white trash dumpster dive bar chic. We attempted to sit in the dining area with the tables but were told they were all reserved.Odd because as we were quickly downing our pints at the bar, random people walked in and were seated at various tables in the dining section.The bartender was caked in make up and hiding behind fake lashes long enough to look like they were bought as a joke. Reject burlesque would be the most accurate description of what was shelling out the beers with very messy pours dripping all over the counter.The patrons were a curious lot that I would not have expected in Solvang. I visit Solang regularly and I've never been in here before, and after this visit, I never will again.Go to the Good Life. Hell, go to the Back Room. Not here. Jesus fkn christ we couldn't get out fast enough.As soon as we were done we paid and were O-U-T. This was our first stop in a string of various bars and wineries in Solvang and needless say, it could only get better from here.",1 star rating,Yuki M.
9/21/2019,"Turlock, CA","I wanted to try the local brewery. This place is kid friendly with the arcade area. Definitely a plus for us parents. I wanted a beer and went with the macchu pichu beer. I enjoyed the brew. Nice flavor for sure. The price was decent at 6 bucks for a pint. If you have Yelp, check in and get a dollar off.",4 star rating,C Q.
