date,location,review,stars,username
3/26/2021,"Santa Barbara, CA","1 freshly made tortillas -  excellent2 excellent pricing, though they don't show the pricing of the specials and sometimes those can be quite a bit more3. For those of you who want Mexican Coke- they have it 4. My favorite is the tortillas with guacamole.5. The meat tacos that my friend  were just OK. Not quite what we were expecting and he is from Mexico. Not far from San Miguel day and day and not far from where the owners are from in Mexico.6. I wish they had some vegan options",4 star rating,Hanna S.
12/20/2020,"Santa Barbara, CA","It's December so that means tamale time! I have always loved the tamales at SuperRica. They are full of flavor but not heavy; even the sauce is light. The veggie tamale is chocked-full of veggie; there is the right balance of mais and filling. My husband had the pork one and it too was not too heavy and flavorful with a different sauce. There is also a fish tamale which we didn't have this time but it was good in the past.Don't forget, this is cash only business. We saw 2 parties leave once they figured that out. There was no line when we arrived but it developed while we were awaiting our order. Many people call ahead to order so you may have a wait even if you see no line.",5 star rating,Jenn M.
5/7/2021,"Newark, NJ","What a disappointment. No flavor, dry. The food was also cold. If you actually know and like Mexican food, I would skip this place.",1 star rating,Analee C.
11/10/2020,"Los Angeles, CA","*** 4.5 stars ***Julia Child's favorite taco spot is definitely worth a stop. Is it worth an extra trip or an hour in line? That debate is still out to the jury but if you are in Santa Barbara and are craving some good, hearty Mexican food, this is your spot.  If you time it right, like we did, you'll only need to wait in like for 15-20 minutes. We seemed to arrive just before the lunch crowd, just before 11:30 am.  We were in and out in about an hour.The line is outdoors and people mostly stay distanced. There are some standing tables behind the restaurant in a large open space where you can eat (bring a picnic blanket if you have one!).We tried a bit of everything - tacos, quesadillas, tamales, soup... all was good, but I have to say the stand out and must get item is the Super Rica Especial - roasted chile pasilla stuffed with cheese, served with 3 homemade tortillas.  Everything is good, though. I found the meat quality of everything here to be higher than other Mexican places that I've been in Santa Barbara. It tasted authentic and was not too greasy.  Definitely not healthy by any means, but I didn't feel sick at all after eating all that food. We definitely ordered more than we needed to for two, but it was worth it to get to try so many different things, especially since the line that formed after we ordered was probably an hour long.Would I wait an hour for this? Perhaps if it was my first time coming here and I was seriously craving some good Mexican food, but probably not upon return.",4 star rating,Flora H.
5/27/2021,"Fairfax, VA",Fabulous food!! Simple but fresh and wonderfully tasty. We had heard that it was Julia Child's favourite Mexican restaurant...  and it was easy to see why. The tacos were rich and satisfying and the beans were out of this world. Worth a trip to Santa Barbara just for that alone.,5 star rating,Bob F.
11/17/2020,"Los Angeles, CA","Long line to order at La Super-Rica TaqueriaCASH ONLYOrdered Tri Tip and it was cooked with bell peppers and onion. Standard stuff.It came with tortilla that was made in-house.Gave us three different sauces (pico de Gallo, mild red, spicy green).I guess there is an area that used to be their indoor dining area but food is only for take-out now. I personally couldn't wait to open up the plate so we stood outside on the vacant lot next door and ate our food standing up. Apparently I'm not unique in this because there were other people doing the same exact thing.We found plenty of parking spaces on the street surrounding this taqueria.",4 star rating,Kislev A.
4/18/2021,"Oxnard, CA",This spot is gross. This is not good Mexican food. Que pena me da! I got bistec tacos ( false advertisement). Don't know what beef that was but not bistec. The bistec is not bistec- it is thick beef meat that is bland and over cooked. It was also too thick to be called bistec and seriously dry as paper. The bistec i know is thin and juicy. I waited almost an hour to be disappointed. No flavor whatsoever. The salsa was ok and was so the horchata. Ok one star. True Mexican food lovers stay away. Santa Bárbara has better options.,1 star rating,Erica G.
8/8/2020,"Whittier, CA","Anything less than 5 stars would be CRIMINAL for La Super RicaIt's...flawless. Always has been, hasn't changed. You can't go wrong here.(#16) is very popular here, it's marinated pork topped with cheese and green Chile's. Super authentic and interesting flavor profile.The Chile Releno de Verduras is also hearty and amazing!Also, the fondue with chorizo is basically crack. Wonderful.",5 star rating,Linus L.
7/8/2020,"Manhattan Beach, CA","Quick recap:-          Food: Poor-          Portion size: Average-          Service: Order at the counter; Nice Staff-          Environment: Fast taqueria-          $: Low-          Perks: N/AMore details:Went there for lunch. Most tacos are below $3. It is pretty obvious that the ratings are driven by the prices.Quality is not there.The staff is nice though.Overall?Except if you really are looking for the ""cheapest options around""... These tacos are not worth it, and definitely not worth another 30min wait.",2 star rating,Claryssr B.
7/1/2020,"Mesa, AZ","Despite living in SB for years, this was my first visit to Super-Rica. I certainly have known all about the hype. For the most part, I'd say the taqueria lived up to it. Hand made corn tortillas: deliciousPechuga Suiza: tacos with grilled chicken breast and cheese=fantastic! My favorite!Fast and efficient workers The green salsa: Quite good Tacos de bistec: somewhat dry, flavorless, and disappointing. Prepare to hunt for parking on side streets and pay CASH only. Other than that, I think this is a great local place. I'd like to try some other tacos to find more as good as the pechuga I liked so much.",4 star rating,Christine B.
6/22/2020,"Temple City, CA","Brobro took a day off so we can go for a drive! We decided to make a pit stop at Santa Barbara to eat at Julia Child's (and mother's) favorite restaurant.Mother loves the salsa and their home made corn tortillas. She doesn't normally enjoy corn tortillas, but she enjoys Super Rica's! Since we came on a Monday afternoon, during the corona times, we were able to avoid the long lines that usually form out the door. The menu is what you'd expect at a local taqueria with some super rica specialties mixed in. I decided to try their quesadilla and a fish tamale from their specials menu. The quesadilla was the size of a mula/mulita and looked like one too! The chicken was nice and crispy, and the quesadilla was bursting with cheese. The fish tamale was delicious, definitely my favorite item. I enjoyed the cream sauce and the unique flavor of a fish tamale! Unfortunately it is a special menu item, so availability is limited.Yummy quesadillas and excellent tamal de pescado! Drop in for a quick bite if you're in the area, for the culture, hype and the gram!P.S.Cash Only!",4 star rating,Dora H.
4/12/2021,"Saratoga, CA","Just went in and ordered 5 items. The cashier did not repeat my order back so I assumed he heard me. Waited 40 minutes for my food only for them to have forgotten 1 item that I paid for and for them to have not even placed the order for the other. Amazing food though, according to my friends that did get some.",2 star rating,Shay P.
7/10/2020,"Las Vegas, NV","I read about this spot on several different blogs, apparently it as a Julia Child's favorite spot.    We took ours to go, which is all they are offering at the current moment during covid (July 2020).  We took it to the zoo d it was excellent.   I had the vegetable chili relleno-- AWESOME!! It's not on their regular menu but their Specials board. The sauces in the picture, I poured both of them on top and made a delicious topping.    We also tried the #13 Queso de Cazuela which was similar to a Queso fondito.  We liked it and he used it as a sauce his #1 and #4.   We went on a Thursday right around noon, the line went quick but we waited about 30 minutes for our order.  It was definitely worth the wait but it's not a quick pick up so allow time if you have to be somewhere.",5 star rating,Mel M.
11/11/2020,"South Bay, CA","When my guy ended his career in aerospace, he taught himself to cook. He watched hours of Julia Child prepare delicious food while she got a little tipsy sipping wine. His collection of Julia Child cookbooks are yellowed, dog eared and stained from years of cooking her recipes. He met her a couple times when she was alive and we even made a trip to Paris to outfit our kitchen with  copper pots from her favorite kitchen supply shop  e. Dehilleran (see my review: yelp.to/EWS5KTCllbb).To say he's a fan is an understatement so naturally when he learned about her favorite Santa Barbara taco spot we had to stop. That was many years ago but we've been several times and whenever we drive through Santa Barbara we make it point to stop for a slew of tacos. The menu is epic...if you can't find something to your liking here it's quite possible you just don't like family owned non pretentious little spots that cater to the locals. This place won't make the pages of Architectural Digest nor will it garner a Michelin star or plate but despite its non irenic lunch crowds the food here is super yummy. Tacos, tacos and more tacos; tamales, quesadillas,  chile rellenos and specials too. All sorts of meats, spices and salsas and sauces wrapped in fresh corn tortillas, or chilies or other special preparation, just like the delicious Mexican street food you know and love.Don't let the long lines frighten you...the line does move, just bring your patience hat and study the menu while you wait. I love this little place but it's been a while so we might need to take a little roadtrip north for yummy tacos....soon!",4 star rating,Sharon P.
5/29/2020,"Los Angeles, CA","This place can be described in one word, amazing! The food here is absolutely delicious and prepared from scratch.I had the chorizo quesadilla which I can honestly say is one of the best in the world. Also tried the taco de adobado and it tender and well seasoned.The horchata here is also delicious, and the perfect drink to wash the meal down with.Overall a fantastic experience!",5 star rating,Arturo M.
11/21/2020,"Los Angeles, CA","I tend to stop for some Super-Rica whenever I am in the area. I usually get asada tacos, guacamole, and rajas. The rajas are probably the best this side of Mexico. Tortillas are thick, fresh, and handmade. Not saying it is going on, but it is the perfect enterprise for money laundering. All cash business, doesn't accept plastic, tabs are calculated manually. Be prepared to wait 20-30 minutes before and after you place your order, regardless of how many are waiting in line. I have been subject to gringo prices, but the food is usually worth it. Park on the side streets. I have been disappointed that cafe de olla has not been available this year. The agua frescas are always refreshing, full of fruit, and not too sweet. For COVID your order comes in a box with five salsas, silverware, and napkins.",4 star rating,Aaron S.
10/18/2020,"Port Hueneme, CA",After eyeballing this place for almost fifteen years I decided to try these place out last week. There Tacos kind of reminds me of Tacos La Bonita in Oxnard but there meat is juicier and so is there salsa and it's in a homemade corn  tortilla. Great service from the staff. Parking lot is for three cars and can be kind of tight during busy hours. There is parking on the street. But definitely worth the drive.,5 star rating,Saul R.
3/25/2021,"Orlando, FL","Had a little weekend trip to Santa Barbara and made a stop here, was definitely worth it! Everything is made by hand, even the tortillas and the tamale right when I ordered it. I also got the classic plate which is a must, never had anything like it. Also, the agua de jamaica is one of the best I've had--not too sweet, just perfect. Overall, would recommend this restaurant 100%, make sure you bring cash though!",5 star rating,Isabel B.
5/10/2021,"Woodland Hills, Los Angeles, CA","I'm a little bit annoyed that I waited 45 minutes for flavorless and average Mexican food. The tortillas are handmade and the food IS authentic but there really isnt a lot of flavor going on. I ordered the number seven  on accident thinking it was the number 8 It was beef with onions and peppers and again tasted decent but not something I would wait 45 minutes for. The guacamole is literally just mashed avocado and tomatoes there is no salt pepper or lemon juice added so it really tastes like something you can buy at the market. The ""Mexican"" rice is BLAND BLAND BLAND. Where are the spices? Where is the flavor? COME ON GUYS!!!! I'm sorry but this place in my humble opinion does not live up to the hype. Won't be back.",1 star rating,Emily E.
2/17/2021,"Pasadena, CA","Picked up our faves, # 15's & a crema chili relleno!The best!!!Even as a to go order!!",5 star rating,Cindy H.
5/2/2021,"Los Angeles, CA",If you LOVE mexican food don't go here. You will be disappointed. Very bland and the wait is not worth it. The meat tastes like When I rinse the leftover seasoned meat for my dog. 2 stars the tortillas and the customer service was good.,2 star rating,Maricoco L.
5/22/2021,"San Diego, CA","This is legitimately the worst Mexican food I've ever had, anywhere, bar none. Zero flavor in any of their dishes - pork, beef, chicken, doesn't matter. Even the salsas were bland and forgettable. And they don't even give you chips with your food. How does anyone even call this place authentic? I've had street tacos in Mexico and this place is nothing like it. Taco Bell tastes better than this crap. If you eat here you're  straight up idiot.",1 star rating,C. d.
2/14/2020,"San Luis Obispo, CA","This place is virtually unchanged from the days when I first started coming here in the 1980's when I lived locally; about the same time that Julia Child put this place on the foodie map. Even after the foodies descended upon this non-descript taco stand, -- really nothing has changed. The food is well cared for and hand-made when you order it. Handmade corn tortillas. No parking, no decor, and you will have to be patient. You order ala carte plates at the counter and they call your number when its ready and you sit at cheap picnic style tables.Yes, there is often a line out the door. Yes, you have to wait for the food to be prepared. And yes, it is unique and mostly fantastic. On this last visit I had the chili relleno (is there any other dish in the world that can be prepared in such a variety of ways?) it came in a cream sauce with a delicious cheese stuffed chili with no breading. No breading being the key here. And two tacos. I recommend the marinated pork over the steak. The tacos are plain..mostly meat and tortillas. Not world class tacos--but we are just talking taco. The marinated pork was flavorful and I would get that again. It is easy to over order here--I would stay away from classic sides and just get the main events.",4 star rating,James S.
3/29/2021,"Topanga, CA",Trying this place 10 years later and I still believe this place is overrated. And I still don't understand why. The food is average for Mexican but the wait for it is so not worth it. Ordered 5 tacos and I've been waiting for over a half hour now for them to call my number.  Insanity. There are way better places. Like a block away.,1 star rating,Mai M.
9/9/2020,"La Crescenta-Montrose, CA","First time here, heard it's Julie Childs' favorite taco place.  Travel quite a distance for this taco and it did not disappoint.  Expect long line no matter what time you come, but the lines move.Everything looked so good on the menu, so I ordered almost one of each tacos, my favorite is the Taco de Chuleta, you can taste the grill pork.   Wanted to go back and order more of that to take home.Due to COVID19, you can't eat inside but they allow you to stand outside on this ledge to eat and it was fine.  Everyone kept their distance respected ppl space.Definitely will be back and make this a stopping ground.",5 star rating,Batzmaru B.
5/22/2021,"Bakersfield, CA","This food is decent but I don't understand why I waited in line for an hour. It wasn't worth that kind of wait. It tasted pretty run of the mill aside from their tortillas, which are really high quality, and their drinks are super good too. But the rest is fine if there's no line, but don't waste your time waiting an hour for it.",3 star rating,Lauren G.
3/22/2021,"Honolulu, HI","I found this taqueria through a recommendation and I could not have been more pleased. I knew it was going to be good the minute I walked through the open doors and saw a woman making tortillas by hand. The double whammy was finding out that they only take cash - usually tell tale signs of a winner hole-in-the-wall restaurant. After extensive Yelp research, I walked straight to the register and ordered The Super-Rica Especial (#16). It was simply delicious. Roasted chile pasilla that cut through perfectly seasoned pork, topped with gooey cheese and encased in the most beautifully made tortillas? Say less. I found myself with an empty plate in no time and had even eaten an extra portion from a friend's plate. My friends got the vegetarian tamales which reminded me a bit of a deconstructed corn chowder. Nonetheless it was good, but not as good as the Super-Rica Especial. It's called the Especial for a reason and you should hurry down here and order it.",5 star rating,Alana A.
3/16/2020,"Fountain Valley, CA","This taco shop had such good ratings that I had to try it. For some reason, the times on yelp are different so make sure you call in to see, or just see there. It says it's closed Wednesday's but we went on a Wednesday and luckily it is open. The line was long even before it opened!!THIS IS A CASH ONLY RESTAURANT. luckily with had $20 so it was perfect for two people!Their tortillas are delicious! I love a good handmade tortilla. The tacos were good but it lacked flavor. Great quality meat and tortilla, but the additional sauces didn't really do anything for me. They give a LOT of meat and I was able to make two tacos out of one!My favorite was the Chorizo Especial! CHEESY GOODNESS and you can make 3 full tacos with it. I would definitely come back f that. Not extra sauce needed. The guacamole was also great! I'll definitely ome back, but I'll bring some sauce with ne",4 star rating,Kelly N.
5/22/2021,"Santa Barbara, CA","I was so excited to try this place out after hearing great things about it and since Julia child said it was great. However, I was extremely disappointed in every taco I ordered. All were extremely bland, over cooked, and literally zero seasonings. The salsa also had almost nothing to it. I wouldn't ever come back here as we have so many great other spots in town. Go to tacos Pipeye or Lily's if you want some good tacos.",1 star rating,Morgan S.
1/17/2021,"Santa Barbara, CA",This place is so amazing!!! The best tamale i have ever had!!!! Highly recommend this place if you are in the Santa Barbara. The tortillas are hand made best tortillas i have had. Don't skip this place it's an experience!!!!!,5 star rating,Beth L B.
8/4/2020,"Los Angeles, CA","La Super-Rica is a legend, with good reason - fun, casual spot for excellent Mexican food and, as others have said, beloved by Julia Child. I get hungry just seeing the seafoam green trim when driving up Milpas.My favorites on the menu are the tacos de bistec, rajas, guacamole, quesadilla, chile relleno and super-rica especial. And horchata!This place is quintessentially California.",4 star rating,Natasha N.
12/23/2020,"San Luis Obispo, CA","So good!! Homemade fresh tortillas really spice this place up. You MUST get a quesadilla taco. Pretty safe w/ covid, especially if you wait outside. 10/10 recommend consuming immediately",5 star rating,Emily A.
12/15/2019,"Princeton, NJ","This taqueria is really hyped and famous, but I didn't think it was impressive, especially since there are so many better options nearby (e.g. Lilly's, Corazon Cocina, Taqueria el Bajio). The handmade tortillas are great, but the rest of the food seems toned down and bland with a lot of cheese/fat. I tried:#16 Super-Rica Especial ($6.80) - roasted chile pasilla stuffed with cheese, with marinated pork and 3 tortillas. The handmade corn tortillas were the best part: thick, plush, and flavorful. The rest had relatively little flavorful and a lot of cheese.#4 Tacos de adobado ($2.50) - marinated pork strips on 2 tortillas. The pork tasted simply of pork and char, which could be a good thing for some but personally I wanted more marinade flavor.-Tamal de verduras (I believe $8.40?) - this vegetable tamal is filled with chayote, corn, zucchini, potato, chile pasilla strips, and cheese, and is topped with a cream sauce. I was very excited to try this after reading the other reviews but it mostly tasted of corn and fat, and my mouth felt coated in fat after eating it.",2 star rating,Lena J.
11/15/2020,"Sunnyvale, CA",We ordered #1 (grilled beef) and #4 (adobaba/ marinated pork). I didn't realize these tacos only come with meat on them. They give you pico de gallo and red/green salsa on the side but the salsas were lacking in flavor and not spicy at all. The meat is cooked well and is slightly seasoned but I expected more from the salsa especially since the tacos came with no toppings.,3 star rating,Lynnette N.
7/7/2020,"Rancho Cucamonga, CA","This definitely lived up to the hype! The flavors were delicious and really gave us a new appreciation for Mexican food! However, the wait was loooong. Understandable, I guess... And the portions were a bit small, so we had to go to Mony's after to get some snack tacos to fill us up. But all in all, we would visit again if we come back to Santa Barbara!",4 star rating,Melinda M.
4/28/2020,"Pasadena, CA","Covid 19 update For April 27, 2020 . I called on Sunday, they were answering the phone. He said chiliquiles would be on the special Monday. So I made the trip . Traffic was light from LA to Santa Barbara but heavier than I expected. At the taco place there was a line, but only 4 people and we were social distancing. Inside the cashier was taking to-go orders over the phone in addition to taking our orders. As far as parking went, there were 2 open spaces in their tiny 3 car lot, but I parked on Milpas.    After ordering I went to what use to be their dining area to wait, there were  6 or 7 chairs placed in a semi circle and since there was only 4 of us it was easy to keep distance.     The tiny neutral gender restroom was unlocked and I washed my hands 3 times while I was there.     The take out came beautifully packed in clean crisp containers. There is no self serve salsa bar at this time but the fellow at the window let me pick from pre- packed. He let me take as many as I wanted and yes, it tasted just like their usual pico de gallo. I love that stuff.      So the message from the cashier was ""we are all healthy "". When I told the fellow at the pick up window that I hoped they make it through this challenge the customer behind me said ""they will, he owns the building.",5 star rating,Sam V.
4/20/2020,"Los Angeles, CA","In these times, of ""we're all in this together"" and ""social distancing"" it is great to support the small businesses that are responsibly providing services and trying to survive.   When in Santa Barbara this is one of my Go To standard stops.  I called ahead and they said the wasn't much of a wait if I wanted to order on site.   On arrival, there were a few people queued up wearing masks spaced apart. It went quickly, the #16 Super Rica Especial is pork chiles and cheese is the most popular dish for good reason.  It's a must.   We also ordered 2 #1 beef tacos, the guacamole sauce is fresh and light.  Kind of reminds me of tacquito green dipping sauce, but much better.  On the special board was a tri tip dish so we gave that a try to.  Remember to load up on your salsa to go.AND, most important, don't be a puto and park in the red in front, we watch a Tesla get a ticket, the parking enforcement is not on furlough.  There is parking in the back and on the side streets.",4 star rating,Renee D.
1/19/2021,"Duarte, CA",Tacos are yummy. And they are very very generous with the meat. Ate asada which was good. Adobo which is to me al pastor also good. Tacos are good but they don't come with cebolla or cilantro. So that's .5 star off and the .5 star is for the green salsa which isn't good. However the red salsa is great and flavorful. Def would return and eat here when in town. The place is pretty small but does get busy. Also had The SUPER RICA. That was mouth watering. It's melted cheese with a Chile pasilla and asadas comes with tortillas on top you can make your own tacos. So delicious. Must try. It's like $7+ but worth it.,4 star rating,Aide M.
11/6/2020,"Los Gatos, CA","I was so hopeful after reading reviews that this taqueria was going to be epic, however I wasn't very impressed. Yes, their tortillas were warm, homemade and tasty but the tacos are served with only meat and very underwhelming. The super-rica plate with grilled pasillas, melted cheese, marinated pork and fresh tortillas was our favorite and if we only had this then I probably would have been happier. We got the steak tacos and the steak didn't have much flavor and was not tender. We should have tried the tamales, relleno, beans, or other items and probably would have been happier. We're also from the Bay Area and have some of the best taquerias ever so it's pretty hard to compete with what we are used to.",3 star rating,Jenna M.
3/18/2021,"San Francisco, CA",Good but nothing special here. Very simple food. Meat slightly chewy and lacking in flavor. Not sure I see what all the hoopla is about.,2 star rating,Blabla B.
11/2/2020,"Orinda, CA","Had high expectations given it's Julia Child's favorite place and it didn't disappoint. There were a couple vegetarian options, but it is mostly a meat heavy place. Everything we tried was delicious. It did take about an hour and a half to 2 hrs even at 2pm, so don't go if you're in a rush. Make sure to bring cash, they don't take cards. People were pretty close at the tables outside, so we took ours to go.",5 star rating,Emily F.
4/3/2021,"Pico, Santa Monica, CA","Really mediocre, relatively flavorless tacos. The tortilla was the only decent component. Meat was bland and over cooked. We waited 15 minutes in line, but then an additional 55 minutes for food. Not worth the wait. We overhead a family at the next table say the same thing! Skip it and find another spot.",2 star rating,Jl L.
