date,location,review,stars,username
3/11/2021,"Los Angeles, CA","Glad this place is still open in covid. Have both takeout and outdoor dining available. The outdoor patio has heaters & a very spacious and clean space. Few parking spots located in the back. The workers were very friendly.Complimentary chips & salsa were delicious. Paired great with a yummy jaritos drink. CALIFORNIA BURRITO [4 stars] ****I didn't realize there would be cactus in the burrito. Would have ordered this one the side. I requested for the fries to be cooked extra crispy/more done. Think this helped add a good texture. If I could make on more edit I wish the Spanish rice was inside the burrito versus on the plate.CHICKEN ENCHILADAS [5 stars] *****Very cheesy, great sauce. The tostada bowl of beans was nice. Excellent rice.",5 star rating,Tiffany A.
2/11/2021,"Glendale, CA","Walked in on a Sunday with 2 friends. We found this place based on Yelp reviews and the reviews were not wrong. Considering social distancing and all the rules they were doing a good job in their outdoor sitting behind the building. We asked for recommendations and the person behind the counter recommended these foods. Everything was great, tasted amazing and fresh. If you're in Santa Barbara this is a must visit place.",5 star rating,Annie A.
4/18/2021,"Corona, CA",Ok so we're on a road trip wanted to eat came across this Mexican restaurant. Wow this place food is off the chart. Great food. If your in this are worth trying. I'm going to try the flan next a guess said it's the best they had. Will update. Soon.,5 star rating,Hector R.
2/14/2021,"Burbank, CA",Who knew Santa Barbara has better Mexican food than LA! This place rocks and we're always stopping by for Mexican delicacies esp the nachos - they have amazing ingredients and the best habanero salsa - we get them and a couple of mexi brews every time we're in Santa Barbara...don't pass this spot up. They rock,5 star rating,Alejandro L.
5/19/2021,"Pinole, CA","If you love authentic, delicious Mexican food, you NEED to visit here!! All the food we ordered was delicious, flavorful. Drinks were great and customer service was wonderful",5 star rating,Erica W.
4/23/2021,"Santa Barbara, CA","Awesome delivery! Love the Chimichanga with shredded beef! Rice is included although, the amount could be larger..Perfect chimichanga!",4 star rating,Dnainsb G.
3/23/2021,"San Mateo, CA",I can totally see why this place is raved about this restaurant. The food is off the chain to say it simply.  The ordering process was easy. We walked in and was offered a menu and just had to wait in line. The. We ordered at the counter and was given a number. We seated ourselves on the outdoor patio.We were greeted and given chips and salsa and a green salsa/sauce. It was delicious. The chips were fresh and the salsa was delicious! Sooooo good! My husband and I kept saying how good it was. Then our food came out and we both got chicken enchiladas. He for it with green sauce and I got red sauce over it. It also came with beans and rice. Wow! The meal was scrumptious! I was so delighted by the meal and could totally understand why this place had high marks. We throughly enjoyed our meal and loved the whole experience. It truly was pleasant. We definitely will go back whenever in the area.,5 star rating,Ida S.
1/10/2021,"Berkeley, CA","What a MEAL!!My boyfriend took me here because he tried their signature Agaves Burrito a couple years back when he visited and it was one of the most memorable meals from that trip. Let me say, the food here did not disappoint. We decided to treat ourselves and ordered 3 entrees, and our order came with the usual complimentary chips with 4 different types of sauces (red sauce, green sauce, pico de gallo, and a darker salty sauce I'm not familiar with!)Agaves Burrito: They drenched that thing in their amazing chipotle sauce. It came with a side of rice and salad. You never usually expect much out of a side salad, but this one was actually pretty good! It had dried cranberries, tangerines, corn- and all the flavors worked very well together. As for the burrito itself, the fillings definitely were not distributed very well (one end of the burrito was all lettuce, and the other end was all the good stuff like shrimp/fish/guac,) but altogether it was very delicious.Mole Enchiladas: All their sauces are a hit, and the mole is no exception. It has that beautiful smoky sweetness, and came with a side of rice and beans. Chile Poblano Campestre: Looks-wise, not really sure what it is the way they presented it, but eating it was delicious! The description lists it as 2 corn tortillas with a poblano chile stuffed with meat and cheese, but in reality it was more like they cut the chile in half and flattened it, then put a layer of meat and cheese on top.",4 star rating,Michelle H.
4/18/2021,"Anaheim, CA","The food here is super delicious, I asked for a sea and earth molcajete, and my husband ordered red enchiladas both plates were extremely delicious  I hardly recommend this place!!",5 star rating,Ruby O.
5/11/2021,"Aliso Viejo, CA","We finally got the chance to try Los agaves after the first attempt going horribly wrong at the other location a few months ago (1.5 hour wait, no food, we left starving). Food: We ordered the Chile Poblano Campestre with steak- delicious! Grilled perfectly with a fragrant smoky grill flavor, topped with cheese. Yummy. Al pastor tacos- i thought it was pretty good but my boyfriend loved it. He said it was the best al pastor he's had. Also got an order of their beef taquitos. This was very good but the tortilla was a bit too thick. Service: when we walked up it was confusing because we didn't know if we should wait to get seated or walk up and order then seat like the other location. A server finally noticed us and told us to order first. We walked up to the register to order and the person taking the order was not paying attention so she didn't notice us for about 2 minutes. She seemed either still new and learning or distracted because she had a hard time understanding our order, which was nothing special. Just ordered straight from the menu. She was still nice nonetheless. The reason for the 4 stars is the inside seating area was a bit dirty. Their walls where we sat near the front entrance had tons of food stains and actual caked on food. We looked around and all the walls were dirty. Floors needed to be swept too. Overall- delicious food! Needs better service and clean your walls lol",4 star rating,Young N.
5/21/2021,"Los Angeles, CA","I'm trying really hard not to be a ""Karen"" through the horrible experience I had trying to dine here tonight. I walked up the counter, asked the cashier what she recommended, she said quesobirria tacos and that's exactly what I got. Sat down outside and patiently waited for my food. Had some decent chips and salsa and 20 mins pass by and waiter asks if I need anything. I said yes can I have some ice water? He said of course. Another 25 mins pass by and I have no food or water. 5 mins after, he comes by and says they actually ran out of the quesobirria tacos and if I'd like anything else from the menu? Sooo if that's the case, why did I take 45 mins after I had ordered to be told this? And he said because they just started on my order. You're telling me it took this restaurant 45 mins to actually even look at my order and see that they didn't have what I had already paid for? How absurd. At that point I just picked the most expensive thing out of annoyance and asked him if I could get it to go since my appetite was long gone after that. He said sure and that' it would be another 10 mins to make my food and sure enough, my food rolled out in 10 mins. It's just not adding up for me and the food wasn't even all that great after that sour taste this place left me with. I'm really not one to take time with negative reviews but I just had to with this experience. Will definitely not be returning.",1 star rating,Lily O.
11/21/2020,"San Mateo, CA","With 4.5 stars and 3.5k reviews, we were excited to try this restaurant. We kept saying that we must've ordered the wrong things, since we couldn't see what all of the hype was about. We thought the food was ""decent"". They give you complimentary chips and salsa. I ordered the shrimp fajitas and my boyfriend ordered the burrito mojado with angus steak. Fajitas came with 6 big shrimp on a hot platter. The shrimp were nicely cooked, but there wasn't any wow factor to me. There was a lot of tender beef in the burrito, but could've been more seasoned. My boyfriend felt like the meat was just seasoned with salt and covered in jarred tomato sauce. The food isn't cheap either. Unfortunately, we left unsatisfied after our first dinner during our trip in Santa Barbara.",3 star rating,Lauren N.
10/3/2020,"Santa Barbara, CA","I accidentally ordered takeout from here when I intended to order from the De La Vina location. I already knew that this location was most likely going to have a huge line out the door. I ordered takeout so I was hoping the wait wasn't long. They don't have a great system for takeout and I ended up waiting around 15 minutes outside. A man who seemed like a manager was calling out names, but when he left the workers were calling names from inside. It was problematic because no one outside could hear anything. I hope they will improve this system because it is confusing.I ordered the nachos with al pastor, and a side of rice. I love their rice but the way it was packed was comical to me. I feel like they should have packed it in a smaller box, or put it in one of those corn tortilla bowls. The way they packed it also made it seem like they didn't give very much food. The nachos are good, and the portions are generous. It is a bummer that it took so long to checkout because the chips were a bit soggy. For anyone looking for a dine-in experience, they have some indoor and outdoor seating available. The staff all wears masks so it felt safe. Just beware when it is busy there are a lot of people inside.",4 star rating,Lianna M.
9/20/2020,"Anaheim, CA","It's interesting to me how there are soooo many Mexican food options here in SB! During my recent road trip to Santa Barbara, our friends had recommended us to stop by Los Agaves and try out their food. We figured we had to at least try one of the mexican food stops, and decided to make this our lunch stop. We opted to dine in, and since it was a relatively late lunch for us, we lucked out for happy hour. The online menu was slightly outdated, as it reflected $5 for a small margarita whereas it actually cost us $7.50 when we ordered. Nonetheless, it's totally worth it since the drinks were pretty strong! We ordered a few shareable items and sat outside in the patio. As per usual, we were served chips and salsa - ugh, which is always my weakness. We had ordered a mole enchilada, and a lamb and beef taco sampler plate that the hostess had recommended. Whether if you would like to order for take out or dine in, you order through their cashier and then either wait at the front, or take your number and pick a table to sit down in their patio in the back. I'd have to be honest, I've never had mole sauce before. I didn't really know what flavor to expect, and the dark brownish sauce was very intriguing. It looks like their mole sauce was also a crowd favorite, and I can totally see why! The mole sauce was tangy and savory, it wasn't toooo wet but just moist enough to eat with the enchilada. It wasn't too messy to eat either! I ended up liking it so much that I scooped up all the mole sauce was the chips!The beef taco was meh, but I really liked the lamb taco. It had so much flavor! Although we only had two items and a few more drinks, we really enjoyed our time at Los Agaves. I can see why it was a crowd favorite during pre-quarantine times!",4 star rating,Katherine L.
9/5/2020,"Orange County, CA","- Locale Destination - It's on N Milpas st and E Cota St in Santa Barbara. It was close to where we stayed. Not too far away from downtown. It's in a quiet area right close to residential areas. It's on the corner. Ambiance: very casual ( outside seating). Tiny bar inside. Service: Friendly, quickParking: rear the building, but plenty of free street parking. - Gluttony Expedition -Shrimp Molecajete: I've been craving for this dish because one of the Frida was closed when I tried to get it. Compared to the one at Frida, this tasted nothing but tomato. Lacked in flavors. Unlike Frida, very little ingredients: tiny avocado (1/4) and little shredded cheese, 1 jalapeño, some big shrimps, green onions, cactus. Not enough stuff. Frida is so bomb, so this was super disappointing. Chips&salsa: chips weren't crispy. Free but not a fan of stale chips. Red salsa tasted too much canned tomorrow, not enough lime nor cilantro. Brown one was the tastiest but too spicy for me. Green one lacked in flavor but wasn't too spicy. I see they tried but not well executed till the end. - Conqueror's Deduction - I see they tried, but far from the quality level from Frida in LA. Definitely not the best Mexican food that some Yelpers claim. They could be better but not good enough to make me come back again. It's more tailored to non Mexican clientele who don't know much about real tasty Mexican foods. I love the food at Frida so much, this was a huge disappointment to me. Where's a good Mexican food in SB?",3 star rating,Akiko I.
5/16/2021,"CA, CA","We visited Los Agaves on Cota and Milpas  in SB after a local farmer we know raved about the food. It has quickly turned into our favorite restaurant! We drive an hour from Lompoc every Saturday to eat there. We've met the owner Christian as well as Jorge, Jose Luis, Frida, Alexander and other servers and staff and what an amazing group of friendly people. I recommend the restaurant to everyone I speak with. Every dish I have tried is absolutely delicious.",5 star rating,Dwayne F.
10/28/2020,"Granada Hills, CA",I've been here twice. The 1st time I had a burrito and it was decent. 2nd time I came here I wasn't too hungry and wanted an appetizer so I went with nachos. My gf went with enchiladas and we were both unhappy with our food. The chicken and everything layered on top of my nachos was pretty cold but the bottom layer was hot. Don't be fooled by the look of the food it's all presentation. The taste isn't anything too crazy to be amazed by. Food pricing is not worth. Ratings don't always tell the story.RECOMMENDED SPOTS over this place.1986 TacosSalsa and BeerSonoritas Prime TacosSonoraTownRincon Taurino,3 star rating,Albert A.
4/13/2021,"Milpitas, CA","The four stars are for the guava margarita. The food was nothing extraordinary and service was average. I told our server the mango margarita was sour and has a pineapple flavor. She took the drink to check, came back, handed me the same drink and said thats how it come. Did really not care that we thought it was too sour and tasted more pineapple than mango. Would visit again for just for the Guava Margaritas and guacamole.",4 star rating,Megna S.
4/2/2021,"Seattle, WA","This was the worst dining experience I've ever had. The staff were all well mannered, but we (party of 4) waited 1.5 hours for our food. Our guacamole appetizer arrived an hour after ordering - ONLY after asking where it was twice. Three entrees then arrived after 1.5 hours and we were missing the fourth. We had to ask two additional times for the fourth entree, which then arrived 15 mins later. Two people in our party got the vegetarian burrito which had chunks of hard raw carrot. No one was pleased with their meals. Everything was over salted. All of this after spending $125 total for 4. TLDR: Save your time and money and go somewhere else.",1 star rating,Valerie P.
8/4/2020,"Fresno, CA","Wow! This place is a gem for sure. It's located in an area that seems to have a lot of local Hispanic businesses. I only went here after reading the reviews of my fellow yelpers. You all did not let me down!The restaurant has you walk in, look at a menu and there are several hostesses ready to take your order and payment. We waited about 10 min for our to-go order. All staff was wearing masks and gloves. They were kind enough to accommodate my request for a chile verde burrito bowl since I follow a keto diet. (I didn't know about the side of rice being included but that's ok, I gave it to my son to eat. The chile verde was top notch. Better than even some of my local favorites in Fresno. Chile verde tests always win me over. This place won my heart! My teen son got 2 steak enchiladas with green sauce. They even put his side of beans in a cute mini tostada shell. Presentation of food was superb. I would come back for sure!",5 star rating,Sara B.
9/19/2020,"New York, NY","This was my favorite meal in Santa Barbara. I can't wait to come back. I got the agaves burrito and asada nachos after seeing how highly rated they were on Yelp.The Agaves Burrito was a wet burrito so I had to use my fork and knife to gracefully eat it. It was the star of my meal. It had a nice little kick to it that made it slightly spicy, but just the slightest. I don't do well with spicy so this was the perfect amount for me. The burrito came with a salad that I wasn't expecting! I don't normally love salads but this one came with some fruit and was super sweet and crunchy. The dish also came with your typical Mexican rice.The Asada Nachos were a perfect table splitter for the group. My friend preferred the nachos over her dish! The nachos were a little soft and they kept breaking in half for me, but I was able to make do. They provided a generous amount of asada and guacamole so I was a happy camper. Very large dish and it was layered well that I could eat all the flavors with one chip.I would come back and maybe try other dishes, but I wouldn't mind getting these same 2 dishes again!",5 star rating,Claire L.
7/25/2020,"Riverside, CA","This was our last stop from our trip up North. We searched for top rated restaurants in the area and Los Agaves was one of the top restaurants we found. I forgot I came here years ago with my mother when we visited the mission and we loved it then. The difference from then to now is the COVID-19 measures they made. We ate at the back of the restaurant beside the parking lot. When you ordered the employees were all masked and wore gloves. We ordered at the register with a plexus glass separating us. All standard. They also cleaned and disinfected the tables and chairs after each guests left. The food was really good and definitely hit the spot after several hours of driving. The mole enchiladas was my favorite but that's not a surprise since I do favor ordering that. The ceviche was delicious and had plenty of shrimp. Both tasted fresh and had plenty of flavored. We also ordered from the children menu and ordered the cheese quesadilla which my son loved. Overall, I am glad I came here and again. The food was delicious and we felt safe from the measure taken by the restaurant.",5 star rating,Brian O.
4/3/2021,"Santa Barbara, CA",Food is always delicious and servers/ staff are always friendly. The back patio is nicely lit for outdoor dining and online ordering is pretty easy too. I love their blood orange margarita and horchata!,5 star rating,Amara T.
1/4/2021,"Murrieta, CA","excellent food, excellent service, excellent and large margaritas! due to covid 19 part of the parking lot was changed to outdoor dining as indoor dining is forbidden. The staff was super friendly and nice. The food and drinks were great. I had the Fajitas taco with Fish and Shrimp and the Tacos Del Mar with Shrimp. Loved the Shrimp in the tacos - spicy and cooked properly. the service took a bit long so we were brought over some chips. They have an extensive salsa bar and multiple options for spicy and mild. It's a little pricier for Mexican food, but definitely worth a visit!.Since its not so far from me now I usually grab a taste there whenever I've got all day free and sometimes my friends already planned to go there in advance(The live in the area) and I just simply join them(Yeah they like it cuz I recommended them).",5 star rating,Tamara R.
7/27/2020,"Novato, CA","You get a taco and you get a taco and you get a taco! May I have more please?! They are doing covered they were meticulous and everybody was social distancing and wearing facemasks nice to see which put us at ease. Wish it wasn't covered would've loved to of seen the extensive salsa bar, but they put their salsa Kukuma in a little plastic cups for us to sample nonetheless and so tasty too!My wife had the Baja tacos they looked amazing she said they were! I had the enchiladas which were delicious with a very moderate red sauce with sweet notes underlying the creaminess. Margaritas were great guacamole was great everything was great.Think I need here at least once or twice a week if I lived in Santa Barbara.",5 star rating,Kenneth F.
5/15/2021,"Carpinteria, CA","If I could put 0 stars, I would. Very unpleasant visit. We came on a slow day and it was 7 of us. Me and my friend ordered food and my other friends ordered right after us and they got their food 30 minutes later. Then my other friends ordered food and we where waiting around 30-40 more minutes. Very unfortunate for us because we where waiting for everyone to get their food to start eating so we ended up eating our food cold. The servers kept coming to ask if we have gotten all our food yet around 3 times. (We hadn't). To make it even worse, the girl who was cashier, shorted me $10 and tried to tell me she didn't. She ended up giving me the money but it was just a very unpleasant visit. The food would have been good if it wasn't cold from all the waiting.",1 star rating,Dulce R.
5/20/2021,"San Francisco, CA",The Agaves enchiladas were literally the best enchiladas I've ever had and I've lived in CA and Mexico. A must visit spot when in SB! Will likely return before heading back to SF.,5 star rating,Megan B.
3/29/2021,"Murrieta, CA","The food was okay. The servings are large, but lacking in flavor. The order at the counter and table delivery system work, in theory. Sadly, one person in my party had finished half of their meal before their drink arrived, another's food was a longer wait than the drink of the said first person. We had to ask for our drinks three times and the food arrived before napkins and silverware. If you don't want to eat as a party-together-this is the place. We were not at a busy time so there was no reasonable excuse for the terrible service.",3 star rating,April L.
3/20/2021,"Manhattan Beach, CA","Super nice setup outside in the parking lot, and really really really good quality food. You place your order at the counter they give you a number and they bring out free salsa and chips really high quality, and also their food is really good especially the salsas",5 star rating,Ujj N.
12/31/2020,"Bakersfield, CA",My boyfriend and I had curbside pickup from Los Agaves as our first dining experience and we were blown away! We got the chicken sopes and agaves enchiladas with a small mango margarita. Everything was so flavorful and fresh. The star of the show was hands down the agaves enchiladas. Big pieces of shrimp and fish were used to stuff the enchiladas and the enchilada sauce was so flavorful and creamy. This was definitely a 10/10 dining experience and i hope to return to this establishment for dine in sometime in the future.,5 star rating,Pauline C.
4/27/2021,"Northwood, Irvine, CA","This place is a great stop in Santa Barbara. Not only is the ordering process quick and easy, but they service is fast. Despite there being alot of customers on a Wednesday afternoon during lunch, we got out food quickly and there was plenty of indoor (and spacious) seating. The plates are huge and definitely worth every buck! I ordered the plate of shrimp tacos and there was more than enough to fill me up. I'll definitely be stopping by again when I'm in the area.",5 star rating,Nicole T.
3/14/2021,"Oxnard, CA","This is a staple for us when the family is in Santa Barbara. They've opened others near us but none can match the flavor. I've talked to many others that have said the same without prompting.  This Los Agaves in particular, is well known and a must when in the area.   It is cafeteria style so it may seem inconvenient having to wait in line to order your food but it's definitely worth it. Food is consistently delicious but due to popularity they do run out of their best dishes.  I've been to this place about 20 times and blown away with the flavor 19 times. With COVID restrictions they only do takeout so find a nice park to sit for a picnic. Order ahead.",5 star rating,Goose D.
5/27/2020,"Santa Barbara, CA","This isn't my first review for Los Agaves since they have several locations, but this location happens to be where it all started. I remember my first meal being the ""Carne Atzeca"". It was a delicious grilled NY steak, with a stuffed Anaheim pepper, grilled nopalito, chorizo, and a cute little tostada shell bowl filled with their unique beans. Definitely a different take on mexican food that couldn't be found elsewhere in town. The food, and presentation were on point and the amount of food was more than enough. Ever since then I've been a fan of Los Agaves but unfortunately, I don't come here quite as often due to their increased prices. Now it's a treat to come here whenever I have extra money to splurge.I will say that the Family meals they have offered for take-out during COVID19 are definitely worth the price! Ranging from $37 - $45; not only is the food served fresh, and hot, but the portion serving is more than generous! They also provide a nice range of their delicious salsas with tortilla chips. So, kudos to them for putting this together during hard times. You can find their temporary menu at the following link: los-agaves.com/temp-menu  OH! And let's not forget you can also order beer or margaritas to go during their daily happy hour (11am - 5pm). They have some great margarita flavors to choose from such as Jamaica, mango pineapple, Tamarindo con Chile, blood orange, and their house margarita. The only catch is you must order food if you're planning to take it to go. I went in to pick up my food for take-out last week and they appeared to be open for dining. I'm sure the capacity will be cut in half unlike Pre-COVID where it was always jam packed with people inside, and lines forming outside the door. As of right now all restaurants in town are open for inside dining with limited seating, and new guidelines. Be sure to take your mask regardless! Overall, I love supporting our local restaurants when I can, but it's been tough during this quarantine. I greatly appreciate the cleanliness, and extra precautions all of our restaurants have taken to safely handle, prepare, and serve us.",4 star rating,Angela R.
3/12/2021,"West Hills, CA",Awesome food. Outdoor dining with portable heating.I ordered the chicken fajitas plate and chilerieno. So good and delicious Staff are professional and very nice. They checked on you time to time to make sure we are OK.Will come back to try different menu.,5 star rating,Noyle T.
3/29/2021,"Irvine, CA","My family and I are always looking for authentic Mexican Cuisine and by far this place has it all! We had the Jalisco Margarita, which was just like a Cantarito or Paloma from Jalisco! It was served with 7 Leguas, IYKYK! Service was very pleasing and cleanliness was spot on! Restrooms were clean and stocked! Our daughter has never like aguas frescas and they converted her to be an Horchata lover! Definitely coming back!",5 star rating,Juan Brenda C.
12/6/2020,"Durham, NC","Being in quarantine allows my mind to wander and thus I'm reminded of all the delicious food I've had in my life and Los Agaves has been on my heart and mind all week. I came here roughly 4 years ago on the whim and had one of the best meals of my life here: the seafood molcajete. It's presented in what looks like a clay pot. The pot was piping hot and boasted all sorts of seafood and vegetables. Words can't describe how hearty and delicious it was. I was so smitten by this dish that I would easily fly to Santa Barbara just to have the seafood molcajete again. Endless drools. If you make it to this place, order it! You won't be disappointed!",5 star rating,Nancy N.
5/27/2020,"Los Angeles, CA","This is one of my must-visit places when I'm in the Santa Barbara area!Right now seating is limited and with the current situation they do have part of their dining room available, but only about 5-6 tables that can only handle parties of about 4 people. I've gotten take out from Los Agaves many times before and their attention to quality is so good that the experience is equally as good whether its take out or dine in!I usually order: AGAVES BURRITO- The BEST seafood burrito I have had anywhere!- The burrito is filled with shrimp and fish, lettuce, rice, beans, etc.- The real winner is the sauce that comes with the burrito SO GOOD- If it's your first time here and you like seafood this is definitely a must try!2 ITEM COMBO - CHICKEN ENCHILADA & BEEF CRISPY TACO - The combos come with a big cup of beans and a little pyramid of rice!- I usually order the enchilada and crispy taco for a little variety!- The meat is always super tender and flavorful - This plate gives you a little taste of everything if you can't decide on just one thingSTEAK NACHOS- This makes a great appetizer or if you're really really hungry, it could be an entree too!- This pile of nachos is huge! I have never once finished it on my own - It comes with all your normal nacho toppings (beans, cheese, guacamole, salsa, etc.)- The steak is sooooo good! Overall, my favorite place in the area that I will always go back to!",5 star rating,Vivian H.
7/7/2020,"Washington, DC","One of my top 3 favorite restaurants in the SB area! Although the food is slightly more expensive than most Mexican restaurants I've been to, it's 10000% worth. I got the agaves burrito which was ~$16 after tax I think, and it was massive. The orange sauce on top is TO DIE FOR, and overall the plate was very filling because they also gave a side of salad and rice. This burrito is filled with seafood (shrimp and fish), lettuce, rice, beans, sauce, etc. I loved dipping tortilla chips in the orange sauce too!!Service was wonderful! Food came out really fast and when one of my friends got the wrong meat for her enchilada, they came out with a new enchilada in like 1 minute. There's a small parking lot in the back of the restaurant, and there's a door in the back you can get into the store from.",5 star rating,Iris F.
