date,location,review,stars,username
5/4/2021,"San Antonio, TX","There's lots of ""partially"" shaded outdoor seating here. I say partially, because you're good on shade if you have a party or 3 or less, but if you have more, someone will be eating in the sun.   The indoor seating is nice and the air conditioning works great. The restaurant also seemed very clean. I found the service to be slightly below average. We weren't offered refills on our water on a warm day and the waitress forgot to ask me what side I wanted and skipped me after I said bacon cheeseburger. I told her what I wanted after everyone else finished ordering. The burger I ordered was solid. What really irked me is that I don't believe the potato salad is made in house. It tasted like the cheap potato salad you buy at Walmart. That was VERY disappointing. The saving grace for this place is that four of the people in my party had some form on pancake plate and they all loved their food. Their plates looked very good, especially the pancakes. My wife had eggs benedict and she liked it. The prices on the food were ok for California prices. I would come back and eat here again if invited to.",4 star rating,D Rafa P.
3/5/2021,"Los Angeles, CA",Classic Solvang restaurantOffers all of the standard Danish fareOver priced with small portionsMimosa for two deal is good $11.95,3 star rating,Ravi M.
11/20/2020,"Henderson, NV","Great dining experience!We sat outdoors this morning for. Breakfast. Perfect weather tone eating outside. From the hostess to the servers, everyone was friendly and spot on. I had the Danish Pancakes with cinnamon apples and a danish sausage, both were 10/10. My wife had the Denver omelette with egg whites and loved hers. Our dog Fozzie had scrambled eggs with bacon and he of course loved his.",5 star rating,Marc L.
12/2/2020,"San Francisco, CA","Super fast breakfast/lunch spot. The danish pancakes are crepe-like, and are good (but I personally couldn't finish - it was heavy with the sugar soaked strawberries, whipping cream and syrup. The danish sausage was also quite good, disappointed it only came with one. Worth the novelty and its right next door to Olsens Bakery. When in Solvang!",4 star rating,Suelin K.
12/1/2020,"San Jose, CA","Paula's food is perfectly yummy, and they're definitely worth a try if you stop by Solvang. My suggestion, though, would be to avoid busier times during COVID. social distancing is not well observed, and many guests stand in the waiting area without masks (since you're waiting on the street/sidewalk, the restaurant doesn't really oversee this area). And the seating area is also a little too close for comfort. The food is type tourist trap stuff: a kitschy special and big portions. Both my partner and I opted for the full tourist experience, and we both ordered the Paula's special, Danish pancakes with fruit and whipped cream. They were certainly good, a lot like crepes. My partner and I were also surprised to find that the blueberry fruit topping was better than the apple. We were glad to have ordered both!Service was fine. Food came out super fast: while we waited 45 minutes for a table, we probably only actually sat at that table for 20 minutes or so. Try to visit during less busy times! That's my only real suggestion.",4 star rating,Sara W.
11/2/2020,"West Covina, CA","Pretty cute spot for brunch!Went to visit Solvang with my family and Yelp told us to go here for brunch & it didn't steer us wrong. There's actually plenty of free public parking around here, you just have to follow the signs.We opted for outside seating because it was quick - however they were having a bee problem and there were honestly so many bees. We didn't mind it at first but I'll be honest now and say that it was a bit hectic.I got the corned beef benedict, my mom got the chicken steak plate, my brother got steak and eggs and my boyfriend got a Danish pancake with fruits. Everything came out pretty quick and was delicious! Definitely recommend.",4 star rating,Tiffany N.
2/14/2021,"North Hollywood, Los Angeles, CA",We wanted to try Paul's Saturday morning but the wait was very long and the kids wouldn't haven't been able to wait that long. So we decided Sunday morning before we leave the hotel we will order it to go and have it in our room. I couldn't leave with out trying there Danish pancakes and I'm glad I did because  I enjoyed it very much. It was thin and very light. It had a unique taste as well  because I got a hit of orange which was nice. Glad I didn't leave solvang with out trying it. Looking forward to trying other things on the item next time I visit Solvang again.,4 star rating,Anna S.
2/18/2021,"Los Angeles, CA",My husband and I love coming to Paula's Pancake house when we're in town! I'm surprisingly not a fan of their danish pancakes but love their buttermilk pancakes and waffles. The Irish Benedict is amazing! We always get an extra side of bacon cooked well done and it is PERFECT. They also have fresh squeezed orange juice! It's definitely worth the wait!,5 star rating,Allison E.
5/6/2021,"Oakland, CA",This place is a very busy spot so wait time was long but it was worth it! Server was attentive and the portions were huge. We had lots of leftovers,5 star rating,RCyumm N.
8/23/2020,"Irvine, CA","*COVID-19 Experience*We came here today due to last minute recommendation from my coworker. I had to order the Danish Pancake topped with blueberries. I Expected a lot but it was really just okay. Portion is huge that you can share it with 1 or two other people. My Bf describes it well, it's just a thick version of a crepe  but thinner than a pancake. BF Got the  Chicken Fried Steak with egg and country gravy. It was soo good!! Small portion than what I'm used to, but there's something About their batter and/or gravy that makes it so yummy! This place is busy!! Put your name down and line up next door at olsen's danish for some yummy pastries! With the busyness service was still on point!!",4 star rating,Keycee D.
10/26/2020,"Sherman Oaks, Los Angeles, CA","Reviewing during COVID (Oct 2020)Offers outdoor dining with plenty of tables. There is a very long wait (over an hour) for a party of 5 at 11am on a Saturday which was understandable. We came for the Danish style pancakes. We ordered the Danish Pancake combo with eggs & sausage, one with just whip and the other with cinnamon apples. We also shares the steak & eggs with hash browns. Overall the breakfast was good but not exceptional, definitely not worth driving from LA county if that is your only target. Great customer service, no wait from the time they sit you, to ordering food, getting your food and checking on you after you receive your food. The outdoor dining is great but nature, BEES, gets in the way as they fly around you and lands at everything on your table. It was an experience, the pancakes tasted like regular pancakes, just thinner than a buttermilk pancake.",3 star rating,Dee-Ana P.
8/16/2020,"Anaheim, CA","Controversially I ordered a green chili omelette and no pancakes but I did take a lil bite from Robin's plate. As you can see the portions are giant. The waitstaff did a wonderful job checking on us and we felt very comfortable with their cleanliness and social distancing, score! The actual food was delicious. The biscuit that came with my omelette was so fluffy and paired with the jams? Outta this world. Eggs were perfect. You know sometimes you get an omelette and the texture of the eggs is closer to sponge? Not here. Like an omelette cloud. They also have fresh squeezed orange juice to wash down your plate. Overall a great breakfast place.",5 star rating,Mckenna D.
9/13/2020,"Los Angeles, CA","While visiting Solvang and the ostriches I had to stop by Paula's Pancake House. When I drove by around 8:30am there was a bunch of people already waiting outside for outdoor sitting during Covid19, but when I called to order for pick up, they said it would only take about 10 min. and they were pretty accurate. I ordered the vegetarian eggs benedict ""Florentine"" and the Paula's Special, Danish Pancakes of course! I found the Florentine eggs benedict delicious! The Hollandaise sauce was great! Paula's special (danish pancakes) were okay to be honest.I would be back for breakfast because the staff are very friendly and wonderful!",4 star rating,Richie D.
10/9/2020,"Long Beach, CA","COVID19 Breakfast ReviewWe were in town with friends for a weekend of wine tasting. They suggested we visit Paula's Pancake House for breakfast. As there are not many breakfast places in town, we had a long wait to be seated. We waited for a little over 30 minutes. The staging area is not well defined but it's Solvang and it's a darling town. The servers are dressed in Danish attire and were all very sweet. The table ordered:Coffee - nothing special but nice to have with breakfast.Danish Pancake Combo which included two eggs, a sausage and Danish pancakes (crepe style) topped with butter and powdered sugar. The pancakes themselves are very sweet. Danish Omelet which included Danish sausage and Havarti cheese, a side of fruit and sourdough toast with strawberry jelly. The omelet was tasty, but I did need to ask my cheese to be melted.Short Stack of Buttermilk pancakes topped with butter and a side of maple syrup. Very good pancakes.Overall, it's what you would expect from a breakfast hot spot in a tourist town. I would return the next time I am in town. The experience was fun. The servers wore proper PPE. The restrooms were clean, the coffee cup never went dry and the pancakes were a sweet treat.",4 star rating,Kelly R.
8/13/2020,"Los Angeles, CA","I am not sure if it was worth the 1hr 30 min wait, but there was nothing I disliked about it so I'll give it 5 stars. I don't know if it's worth the 2+hr drive from LA just for pancakes, but it's definitely worth stopping by if you're in the area as this place is one of the tourist hot spots. #doitforthegramThe food came out quickly, which was great because we had to wait for so long. I got the danish pancakes with strawberries/cream. My friends and I enjoyed our pancakes but it wasn't anything to die for. I can probably find something similar in LA. There was outdoor seating due to Covid, but I don't think the social distancing aspect was enough as I had someone sitting RIGHT behind me.",5 star rating,Sarah M.
3/24/2021,"Phoenix, AZ","We really enjoyed our breakfast at Paula's Pancake House.  Even though restaurants are currently at a 25% capacity the staff is so pleasant and always there even if it is not their table.  I tried their classic eggs Benedict with sliced tomatoes and hash browns while my husband tried their Danish omelet with a side of sliced tomatoes and a homemade biscuit.  My husband thought the biscuit was a bit dry, but I liked it.  Masks yes, social distancing yes, no gloves on servers if that is something you need",5 star rating,Nanci G.
8/9/2020,"Downey, CA","Covid 2020 means social distancing and long wait times. Fortunately enough for my friend and I, parties of 2 persons had about a 30 min to 45 min wait time reduction. Granted there were parties of 8 which is mind blowing.I door seating closed off to non mask wearers and for dine in purposes. Thankfully the bathrooms were still available.My friend and I decided to try their most popular Dutch pancakes. But why stop there? We also ordered the Irish eggs benedict, and steak and eggs. We were so glad that their portion sizes were not too American. The steak was a good 3oz in size, and about half a cup of hash potatoes. Just enough for us to finish 90% of everything and not feel stuffed.The Dutch pancakes are a must try. They were very light and fluffy. We are not big fans of anything too sweet but thankfully the syrup was also very light. Would definitely recommend this place to others!",4 star rating,Vivian Y.
4/16/2021,"San Mateo, CA",Great Breakfast. This was a half way point from Pismo to Santa Monica and I am glad we stopped. Breakfast was delicious and affordable! We went early I would suggest going early it looks like they get pretty busy which makes sense considering the great food. A must try if you visit the cute little  Town of Solvang.,5 star rating,Katrina C.
3/23/2021,"West Covina, CA","If you're ever in Solvang, you must have breakfast here!!!!If you do, you must come early in the morning because it gets crazy busy here real quick!The customer service was friendly and quick. By the time we ordered their famous crepe pancakes, it didn't take long before it was served to us. Don't be fooled by the portions. You might think you can eat it all but you really can't.. at least for me! I was hungry but was fooled at the amount of food that was given to me haha.They're definitely accommodating by providing heaters since its outdoor dining and follow CDC guidelines. Everyone wears a mask unless actively eating and/or drinking.",5 star rating,Alex S.
9/3/2020,"San Jose, CA","Finally got a chance to stop by and though we thought there wouldn't be a long wait, of course there was. Wish we had arrived early since we were across the street but never the less it was a great breakfast!First off portions are huge.. wish we would have shared the pancake. Now I know why they are so well known.. Paulas pancakes are a crepe like powdered sugar fluffiness of yumminess .. highly recommend!Only recommendation is have a better designated waiting area because it's so cramped and hard to enjoy your food if you are seated on the outsides toward the sidewalk. It's difficult with Covid but hopefully some organization or signs of where the lines start would be helpful",5 star rating,Dee G.
7/16/2020,"Riverside, CA","Excellent service and awesome food. This was a great choice. We ate like little pigs .  We weren't sure where to eat today while visiting Solvang since everything is good here. We will definitely come back here next time. We ordered Buttermilk Pancakes with strawberries combination with scrambled eggs. Danish Pancakes with sausage & the Italian omelette. Can't go wrong with any of them, if you had to make a decision. They have outdoor seating and lots of Corona Virus safety's in place. I think they have limited hours, however super happy they are open and surviving all the craziness going on.",5 star rating,Tushar M.
7/6/2020,"Pasadena, CA","Took a road trip to Solvang and had to a stop by Paula's! Coincidentally, we happened to arrive on the first day (7/1/202) they opened back up for business for dine-in since the pandemic closure. Perfect! It was outdoor seating only, per Governor's orders. Servers also wore masks. We waited about 20 minutes for a table. I got the Danish pancakes with whipped cream and fruit. Their whipped cream was so good because it's fresh and not the fake canned stuff other places use. Paula's is always a must when in Solvang!",5 star rating,Selena M.
8/22/2020,"Los Angeles, CA","I usually skip out on breakfast but my friends who had been to the area before said that it was worth checking out. Sunday morning it seemed pretty busy, even compared to some of the other places we walked by so I figured it's good even amongst the other places.We came at a good time because we got seated pretty quickly and the wait grew longer after that. Dutch Pancake house, so I got the Dutch Pancake combo with eggs and the Danish sausage. The pancake was decent, lighter than your usual but bigger, other than that, it was just a pancake. The eggs were standard diner style, fried hot and fast and the sauage, I'm not sure what made it any more Danish other than assigning it that title.Service was good and friendly, there were a few servers that came by, as it got busier there was that no rush, but here's your check play that can happen. Overall, it was a good diner type breakfast with a nice hook but still just a diner.",3 star rating,Ted C.
3/6/2021,"Camarillo, CA",Love this place! A must do in Solvang. This has become our annual family tradition.Highly recommend Paula's pancakes and the California Omelette. There's only two small restrooms so be prepared to wait. Parking is a bit of a challenge though. There's public parking lot across the street.,4 star rating,Adrian T.
4/16/2021,"Angels Camp, CA","My husband and I recently visit Solvang and had to stop at Paula's Pancake House. I had the Irish Eggs Benedict and it was really good! My husband on the other had did have the famous pancakes, the strawberries weren't ripe so he asked for blueberries. With the blueberries he said the pancakes were really good. Service was ok. We would go back.",4 star rating,Stephanie C.
3/13/2021,"San Marino, CA","We came here because of the reviews. I ordered steak and eggs breakfast, steak was like rubber. Eggs and bread was ok.Boom, another one off the list, the won't go back list.",2 star rating,Maurizio B.
12/19/2020,"Menlo Park, CA",I really like this place. This time we had pancakes with apple and blueberries and a side of bacon. Because of COVID we had our food to go but we had the chance to eat at this place last year and we recommend it,5 star rating,Kevin L.
5/21/2021,"San Jose, CA",Awesome breakfast!!!!  You will not be disappointed here!!!  We went early and took advantage of the wary bird specials!!  Later in the morning we walked by and saw a huge line.  I guess the early bird truly gets the worm.  Eggs Benny is perfect and those danish pancakes....aaaaamazzzing!!,5 star rating,Kurt L.
12/19/2020,"Oakland, CA","The Danish Pancake Combo was a fantastic choice! The pancakes are so flavorful and delicious. I recommend the fruit topping and the syrup pairs beautifully! My friend had the waffle which was also very good. I wasn't as happy with the Danish Sausage, and actually much preferred the turkey sausage instead. It was also really nice to sit outside on a beautiful day in Solvang. Great experience!",5 star rating,William C.
5/15/2021,"Azusa, CA",Not deaf friendly at all and not clear regarding its waiting list. Disappointed did not get the opportunity to try their menu items as many people have raves about Paula's.,1 star rating,Mo-Mo D.
12/26/2020,"Los Angeles, CA","I know my review won't make much of a difference in one's choice to eat here, as this place has created quite a popular following. But unfortunately, my experience here was less than satisfactory, not necessarily because of the food, but because of the service. We received a take-out order and several items were missing. As we attempted to rectify it, it seemed that the young lady taking our order did not write down everything we had requested. I can't say that I'm surprised because unfortunately, She seemed incredibly confused the entire time we spoke. We didn't order anything complicated, just items straight off the menu but she was still having a hard time understanding us. Long story short, we got one item totally wrong, one drink wrong, and were missing a total of 4 things from our order. Because they were only offering pick up, we realized the missing items immediately and they showed us the original receipt stating it wasn't charged so we had to pay again. However, the incorrect item was noticed a few minutes later as we walked down the street to find a spot to sit. So when we came to show them that, they whipped out the receipt again to show them that's what we were charged and that what we wanted had an up charge. I was pretty upset at that point cuz we've spent an extra thirty minutes of our precious two hour stay there just undoing their mistakes. I told them as much and how frustrated I was so she then decided not to charge us the additional amount. Lastly, the food tastes like something you'd get in a small town diner, and not in a good way. Watered down eggs, underdone hashbrowns, and tasteless pancakes. Next time, I'll just stick with the danishes.",3 star rating,Ziba H.
4/9/2021,"La Mirada, CA",This place was worth the wait. My family and I stopped by Solvang and we had to try it. Everything tasted great. Will definitely be back soon.,5 star rating,Xio G.
5/14/2021,"Los Angeles, CA",It gets busy so get there early or call the order in for take out. The danish pancakes are fantastic. Get the Paula's special with whip cream. Limited milk options for coffee. Only dairy. Dont expect soy or almond options.,5 star rating,david l.
3/30/2021,"Garden Grove, CA","We love brunch so we decided to stop by Paula's. We were seated outdoors on a nice summer morning. We started off with the mimosa special. Since we were planning on trying other snacks in Solvang, we decided to share Paula's Special Dutch Pancakes with fresh strawberries and a side of Danish-style sausages. The pancakes were good and paired well with strawberries and whipped cream. The sausages were not memorable. Our waitress was nice and was always checking up on us. If we had to choose, we would try the Dutch pancakes over aebleskivers while in Solvang.",5 star rating,Annie N.
4/30/2020,"Monterey Park, CA","This is a really cute little breakfast place with reasonable priced food on the menu! From what I heard, this is the most popular breakfast dining place of Solvang! And from visiting here once I can tell you why! The food are made extremely fast and the service is amazing! There are enough things on the menu for you to find something you like, but highly recommend you to try the Danish pancakes if you do go here -- since they're known for that in particular. I normally don't enjoy pancake, and I have to say they made some quite enjoyable pancakes.Customer service here is great, they would come and check on you every so often to make sure your experience is just as great as they hope it to be. They have 2 cute unisex bathrooms that is to Solvang theme, however it is a little small -- so be prepared when you enter!I came here on a weekend and lucky for me since we came an hour before closing there was barely little to no line. But!! They get super crowded during holidays and weekends, so expect some wait time! They have cute indoor seating as well as nice atmosphere for outdoor seating.  I honestly would've chose outside seating if it weren't so cold!Finding parking may be a challenge even on weekdays, street parking is the only way around. However even with street parking you need to come early in the day to get a spot, or else expect to park further unless you are willing to pay for parking as this whole town is known as a travelers' place.",5 star rating,Jenny C.
2/14/2021,"Fremont, CA",Good place for some breakfast/bunch. Waffle had a nice crisp of the outside and soft on the inside. Scrambled eggs cooked nicely and hash brown was good. Outdoor dining available during COVID times. Servicer was super friendly and was quick to bring us our food and check.,4 star rating,Vicky C.
11/30/2020,"Los Angeles, CA","Ahhhh I guess for someone on vacation giving it a try, the food is ok. But I'll be honest, I've had much better. Just last weekend they had outside seating that was way too close to each other and waiting of guests that were just as close. Not good to see. And the time we ate prior to this, well this is a popular spot, bu I have to be honest, there are better. Don't mean to knock a restaurant, but just didn't do it for us",3 star rating,Rox C.
5/19/2021,"Phoenix, AZ","The food here is to die for, especially the Danish pancakes.  The service was also excellent and we even called the manager to tell her how amazing her staff is.  Lives up to the hype and we will definitely be back!",5 star rating,Isabella E.
10/21/2020,"Corona, CA","Yummy Danish pancakes, friendly service and lots of tables and seating available in a proper distancing set up. However the fly situation is awful. We originally were seated outside and just could not keep them away, we asked to move inside since they were open for dine in and there were a lot of flies indoors as well. I understand that flies are hard to control but there wasn't even anything being done to at least try to minimize the problem. They could get a magnetic screen door if they have to keep the door open or use natural essential oils. It is hard to have an appetite when flies are landing on your plate.",3 star rating,Bonnie S.
3/27/2021,"Rancho Cucamonga, CA",Always love coming for some good food here. Comfort food! We live 7mins away and it's so convenient but worth driving for also if you are a little ways away from here!,5 star rating,Leticia G.
12/3/2020,"Lakewood, CA","Decided to do a detour, instead of Sta Barbara, went to Solvang to see how it's doing. Surprised they're up & running. Hubby ordered the California Special & I got the Eggs Benedict w/ Salmon, we both shared the famous pancakes. Overall, average. The coffee was good & piping hot. His OJ looked like it came from a plastic container. The food tasted good but nothing really spectacular. I am impressed though that they're operating at all and I wanted to support the business. Dining al fresco the way they can, not bad. Service was good, professional but lacking in a bit of spirit/character. We would still patronize the place even if I rated it a 3  -still a good place dine in Solvang.",3 star rating,Jennifer W.
4/8/2021,"CA, CA",You must be up early to avoid the morning crowds. I ordered the Danish pancakes and they were great. I added some fresh fruit and can't forget a side of bacon. It's definitely best breakfast in town.,5 star rating,Jes M.
5/21/2021,"San Diego, CA","Absolutely one of the best breakfasts I've ever eaten!  We each had the Solvang sausage and egg breakfast, and split a traditional Danish pancake. Every part of the meal was amazing, but don't miss out on the Danish pancake, it's a must try!  Light and fluffy, and super thin, it was like nothing I've tried before  I'll be dreaming about these pancakes until my next visit.",5 star rating,Jenny C.
