date,location,review,stars,username
10/23/2020,"Whittier, CA",Stopped by this place on the way to our hotel in Goleta. Looked up healthy food in the location and this caught our eye. We love brussel sprouts so had to try them when we saw them on the menu. They were delicious and were a plentiful amount! My Mediterranean bowl was delicious especially the hummus and the pita bread. I love that the falafel was super crispy but it was a tad bit dry. Lunch was filling and delicious!,4 star rating,Erika R.
4/6/2021,"Los Angeles, CA",Mesaverde goes far beyond being a Vegan Restaurant. Their dishes are creative with farm fresh ingredients and  bright flavors.We started with the flatbread with hummus and brussels sprouts which were delicious and beautifully presented.After the starters we wanted to try everything so asked our very friendly and attentive server Rozy  for her recommendations. She suggested we try the impossible burrito and the empanada. Also ordered the Tunisian Curry and two salads. We were delighted with Rozy suggestions.  Each dish was bursting with flavor. The greens tasted like they were harvested that day. As with the starters the presentation of the main dishes was appetizing.For dessert we had the very tasty brown marble.You can't go wrong  with  this  reasonably priced  gourmet restaurant with  great service. Would highly recommend Mesaverde.,5 star rating,Jacolyn H.
1/27/2021,"Tempe, AZ","Holllllllld on -- Still trying to process all of the flavors in the street tacos under the take-out menu! Take my money, on a rainy day, no seating... yet, kindly.",4 star rating,Brenda V.
10/4/2020,"Temecula, CA","SO STOKED I found this place and Edgar has made us feel like welcome family so we have returned multiple days in a row to try basically most of the menu By far my absolute favorite is the Squash Blossom Quesadilla w housemade blue corn tortillas (omg) housemade cashew cheese  and avocado crema and tomatillo salsa that are PERFECT!But the rest of the menu including hot elixir teas are so unbelievably tasty and presentation on everything is absolutely gorgeous.COME EAT HERE OFTEN!Grilled Cashew Cheese on sourdough sub salad for chipsUmami Mushroom Burger sub lettuce for bun, za'atar fries (had to try one, I'll replicate baked!)Vegan Caesar salad (caper berries ROCKED the awesome flavor combo perfectly!)Squash Blossom QuesadillaEmpanadas",5 star rating,Kimmi H.
3/27/2021,"Santa Ana, CA","Wow this place is incredible -  if you want something truly unique while still remaining absolutely delicious AND healthy, this is the spot",5 star rating,Alex M.
12/28/2020,"Cleveland, OH",My husband and I decided to order takeout during a weekend in SB! Of course it was during COVID times so we couldn't enjoy seating in the restaurant but we picked up our order after calling it in and drove to a nearby park and parked and ate dinner. We order the impossible meat burrito and the tacos. The burrito is HUGE! We weren't able to finish the burrito in one sitting and had to take it back to our hotel. It was delicious and spicy! The tacos were also delicious and a really good option as well! The ordering was easy as we called the restaurant ahead and picked up. Everyone was kind on the phone whilst ordering and during pickup!,5 star rating,Harpreet K.
4/28/2021,"Earth, TX","Love this place ! Love the Ponzu Burger, the Jackfruit tacos and the Mediterranean bowl. We love a good vegetarian restaurant, as they are hard to come by.  Love having them right in our neighborhood.",5 star rating,Niro K.
3/20/2021,"Central San Jose, San Jose, CA",Oh my gosh this place is spectacular - we tried 6 different items from the menu - each was delicious and provided us with very exquisite flavors. No wonder the chef has a Michelin star. If you are in SB - you have to check it out!!!,5 star rating,Nirav S.
7/7/2020,"New York, NY","Amazing restaurant we stopped at for lunch while passing through Santa Barbara! The street tacos we're very filling even though the pictures look like mini tacos. The blueberry salsa, jackfruit chorizo, and cashew cheese werea unique and delicious combo. The famous impossible burrito was worth the price as it definitely could be shared. The enchilada sauce gave the whole burrito a spicy kick, and there were more then plenty avocados inside. The polenta fries were very crispy and filling, and were almost like a unique twist on chili fries. I'll definitely be stopping here again the next time I'm in Santa Barbara. And hopefully I'll have time to try the baklava dessert.Worth noting that the servers were all very nice and accommodating during these covid times with setting up the table with enough space to social distance from other guests, wearing masks the entire time, and sanitizing everything.",5 star rating,Kristin S.
1/28/2020,"Los Angeles, CA","I live in LA but, purposely find myself driving up the coast to visit Mesa Verde. Ambiance is practical but, quaint. But, omg the staff here are just SO nice!!! I found myself chatting with the waiters who genuinely cared about us having the best experience possible!!! Seriously great people here. Unique take on dishes with deliciously fresh ingredients!! I've tried the tacos and gosh are they yum! The tortilla itself holds so much flavor and even more so, the ingredients within. So now for the TWO drawbacks of this restaurant. Parking sucks. There's about 10 spaces... I've never ever encountered an empty space when I've visited. I've always found myself parking in the plaza across the street. Not too sure how safe this is... so far, I haven't gotten towed. Next, and more I'm importantly, what happened to the cheese plate???! My initial reason for returning was that magnificent cheese platter that I was graced with. I have now discovered (much to my dismay)that it has now been removed from the menu. Why???! The cheeses were all perfectly balanced with a fInd array of nuts, herbs, and chutneys that balanced each other oh so perfectly. It makes me sad even reminiscing about it...",5 star rating,Bev D.
4/23/2021,"Alta Mesa, Santa Barbara, CA","I'd been previously and absolutely loved it (didn't have Yelp at the time otherwise I'd have given a good review) but this visit was extremely disappointing. Mostly due to the service, both our starters And mains were brought out separately meaning I waited 10 minutes each time to receive my food whilst my girlfriend had hers. I then had to go up and ask for the bill as once it was clear we'd finished we seemed to get ignored, it's such a shame as I'd thought so highly of it before. I'd consider going back because of my first visit and hopefully, if I do, I'll be able to change this review to a more positive one.",3 star rating,Ben G.
5/1/2021,"Westside, Santa Barbara, CA","I am a regular here but I hate coming on the weekends because my server (the blonde) never does anything the bussers are always the ones helping me out and checking on me, however the food is good so I would recommend coming in on weekdays",3 star rating,Josue L.
11/29/2020,"West Hollywood, CA",This place is fantastic. The Caesar salad is the best I've ever had and I'm not much of a salad person in general. The quesadillas are also phenomenal. Michelin star restaurant for a damn reason!Dog friendly patio and free parking in the lot. Great spot for lunch. The patio is 100% shaded and gets a bit chilly so bring a jacket!,5 star rating,Dori G.
9/19/2019,"Pasadena, CA","This place was great. So great that I can't wait to go back. We decided to give it a try after spending the morning at the beach with our dog. It's right up the street from Arroyo Burro Dog Beach which was perfect for us. Vegetarian places can be tricky, most of them are wonderful, some of them completely miss the mark. Mesa Verde did not disappoint in the slightest.  First, we never went inside so I can't comment on the interior. Outside they have a nice shaded patio that is completely dog friendly. There were at least three dogs, including ours, on the patio while we dined. We opted for the polenta fries and the Empanadas. Both were excellent. Packed with flavor, quite filling and satisfying. I am a big time meat eater who is trying to incorporate more vegetarian meals into his diet. I didn't even think about the fact there was no meat in these dishes. I was so impressed, that half way through my meal I started thinking about all the other things on the menu I'd like to try when we come back. I would 100% recommend Mesa Grill to vegans, vegetarians, and meat eaters alike.",4 star rating,Bob E.
11/28/2020,"Venice, Los Angeles, CA","What an awesome 5 star experience . From being seated quickly all the way to the decadent, scrumptious desserts. Highly recommend The squash blossoms quesadillas and pumpkin cheesecake ! Also, has a beautiful outdoor aesthetic / seating area",5 star rating,Asher B.
11/26/2020,"Miami, FL","This review is long overdue.I had the pleasure of eating at Mesa Verda a few years back and the food and service was fantastic. Portions are huge! and it's all fresh and very tasty.The owner of the restaurant even offered free dessert, he was super nice.If you are in the Santa Barbara area and are looking for something different, healthy and delicious, don't hesitate :) 5* super recommended.",5 star rating,Matias C.
10/30/2020,"Los Angeles, CA","Green Plant Bowl, hummus and empanadas were A+. Farm to table beautiful produce and excellent flavors!!",5 star rating,Cheng K.
8/30/2019,"Los Angeles, CA","Mesa Verde has exquisite and delicious vegan fare perched along Cliff Drive in Santa Barbara. It is a nice cozy place near the ocean with dishes that range from street tacos to burgers to pasta--the plant based options are endless. With a sophisticated menu, the main focus is on meatless dishes for all to enjoy.  The ingredients are locally sourced from five local farms making this place a must visit. Lovely presentation with its vegan, gluten free and organic garnishing with edible flowers and delicious sauces. Classy dinner? That's what you can expect here. They especially know how to treat food like the celebrity. Water was what I ordered with the roasted mushroom umami burger. The burger had smoked onions, pickled turnip, micro greens, and a cashew aioli. Is your mouth watering yet? The burger arrived hot and I couldn't wait to make it disappear. I wasted no time and took a nice bite after I placed my napkin in my lap. I enjoyed it very much as it was perfectly seasoned with love--also activating enzymes and made in the most unexpected way. I only wish they had a gluten free option for the buns but otherwise a lovely dinner experience. The service was wonderful and the restaurant was clean. If you want fresh and locally sourced healthy food look no further as they make eating healthy so easy. Next, I have my eyes on the rajas taco, summer risotto, and gluten green walnut basil pesto pizza. Perhaps something on the desert menu. Seating inside or outside.A quintessential Santa Barbara plantbased restaurant experience.",5 star rating,Dominique D.
4/9/2021,"SeaTac, WA","Absolutely AMAZING food and service. The ingredients are unique, fresh and overall make the meal amazing. I wish I could have everything on the dinner and dessert menus - so tasty!!! If I'm ever in town again I will be stopping by. Thank you!",5 star rating,Brieanna L.
3/9/2021,"Los Angeles, CA","Super delicious food, friendly staff and a nice outdoor balcony for seating. One of my favorite places to eat when we go to Santa Barbara.",5 star rating,Sherwin Z.
9/4/2020,"San Francisco, CA",I love this place so much - my third or fourth time here since I live in San Francisco and glad to see them open with their beautiful patio open for safe dining . We are mostly seasonal dishes - which were fantastic as always and had their Brussels sprouts . As always - the food is exceptional ! Highly recommended .,5 star rating,Maya z.
4/21/2021,"San Francisco, CA",The food and service were both phenomenal! I stopped at this restaurant on my way driving down the coast with my friend.,5 star rating,Shay K.
9/7/2019,"Santa Barbara, CA","Very cool Mesa restaurant. Parking lot is always packed, but definitely worth the random road rage events. The polenta fries and Brussels Sprouts are on point! The fava bean purée is yummy underneath the sprouts, who would have thought?  I had an Albariño wine and my friend tried the ride, both were great!Service is immediate and staff are quick and consistently check in. Definitely will be back!",4 star rating,Lindsay W.
1/23/2020,"Los Angeles, CA","This is the best vegan restaurant in California according to Yelp!There was a sign on the wall and after dining here over the weekend, I believe it.We had the lasagna, green bowl, and the chocolate cake. They all were delicious and beautifully prepared. Especially the chocolate cake. I would die for that cake, and I don't even particularly like cake. All the servers were on their A game-- smiling, filling up water, checking if we were ok, and taking empty plates. There's so much variety on the menu-- from tacos and empanadas to pizza and baklava. Everything sounded amazing and I think it'll take quite a few trips to Santa Barbara to try everything. The prices are quite high, but when you're the best you can charge what you like.The vibe is intimate and romantic, good for hot dates with your vegan boo. There's a free private parking lot and clean restrooms, too!",5 star rating,Christina C.
7/21/2020,"Los Angeles, CA","A gem of a place nestled outside of Santa Barbara. All of the dishes that we ordered were delicious, and wonderfully balanced, seasoned. Appreciated and enjoyed the locally sourced ingredients, and presentation. We will be sure to return! Thank you",5 star rating,Nina V.
3/11/2021,United Kingdom,GROSS!!!!!   The place has gone to the dogs.  Dog food that is.  The veggie burger was a pile of cold beet mush.  Horrible... 20 bucks out the window.  I could not eat it ....the texture was disgusting and the heirloom tomato was white and hard as a rock.   Inedible... GROSS GROSS GROSS.  WASTE OF MONEY.........no flavor at all......,1 star rating,Kate S.
8/27/2019,"Santa Barbara, CA","Mesa Verde is a must visit culinary experience here in Santa Barbara. My fiancé and I decided to see what all the hype was about last night and we were very impressed. From the wood oyster mushroom appetizer to the bisque linguini, everything was packed with flavor. I really enjoyed the dessert as well even though I do no not normally care for desserts. Complements to the Chef!The service was amazing and the atmosphere inside is beautiful.",5 star rating,Anthony C.
7/10/2019,"Santa Barbara, CA","Phenomenal! Love the purpose, love the place, love the food.Genuine and unique foods made with passion. The most delicious vegan dishes I have ever tried. I was a little hesitant as I do tend to enjoy my red meats and hearty dishes, but boy was I wrong. What I discovered was something completely different and beyond my expectations. The mushroom pasta and veggie bowl were packed with flavor. After one bite of each, I was in awe. I can't seem to get Mesa Verde off the back of my mind. Perhaps another visit is in order.",5 star rating,Rick S.
12/27/2020,"San Francisco, CA",Ordered take out and got the burrito and the veggie burger. For vegan options they were both great!,4 star rating,Christina M.
4/22/2021,"Santa Barbara, CA","I've eaten at Mesa verde for years and always loved it. Unfortunately, when I ate there on April 20th, I got terrible food poisoning. I got the green plant bowl, and it was the second time in a row that it was served cold/lukewarm. My boyfriend's burrito was also kind of cold on the inside. I think maybe they aren't storing the ingredients at the right temperature or something. Sad because it's one of my favorite places but I wouldn't ever risk putting myself through that again.",2 star rating,Amanda W.
7/10/2020,"Burbank, CA","This restaurant is offering dine in services during COVID! It was my first time here and they did not disappoint! I highly recommend the hummus platter it was amazing. The service was great, the food came out quickly, and it was delicious:)",5 star rating,Katie M.
12/18/2020,"Santa Barbara, CA","I walked in for a sun smoothie for my friend and I, and I asked to split the smoothie into two cups. The cashier was totally okay with it, and I got a little more than a full cup for both of us, for the price of one smoothie! The smoothie was yummy and we left feeling great!",5 star rating,Gabriel R.
4/11/2021,"Santa Barbara, CA","Absolutely one of my favorite restaurants here in SB! We were seated right away, food was on time, & quality of food was excellent. Amazing flavors & worth every single penny. I was worried about whether my 19 months old son will like their food, but I was astonished how much he loved the food. Service was excellent! She was very knowledgeable of what's on their menu. It got busy around the time we finished eating, but I promise! It's worth the wait! Yumm",5 star rating,Ana D.
6/8/2019,"San Diego, CA","Came here after friends raved, and I'm not quite sure why they were so excited. Yes, it's good, but it's not THAT good. If you're vegan, you should definitely check this place out. If you're not, you may not be so excited.The rajas tacos were a tasty pile of vegetables, but that's really what they tasted like: a pile of vegetables. The lentils, yogurt, and roasted carrots in the carrot garden were delicious, but the crackers were dry and the other carrots were unpleasantly bitter. I enjoyed the polenta fries, but wouldn't call them a must-have. The cheese board was definitely fun! I was really excited to try their cashew cheeses, and they are impressively cheese-like. The soft, spreadable white one was definitely my favorite. I wish they came with a nicer bread instead of those crackers!I actually came here twice in a weekend, and we got good service both times. Not sure where the complaints on that front are coming from!",4 star rating,Akemi W.
12/14/2020,"Sacramento, CA","best vegan restaurant in town  their grilled ""cheese"" is to DIE for and goes great with the California salad. Highly recommend trying everything on their menu at least once!",5 star rating,Brittany R.
7/26/2020,"Santa Barbara, CA","Loved my salad, very fresh, assortment of greens and herbs mixed in. My big issue is the size. For $16 this was way overpriced. It is about the size of a large side salad and I weigh less then 110lbs and I'm hungry 2 hours later. Could they add in more greens, avocado and olives to make this more substantial and like a meal???It's not a meal in itself but very tasty.",4 star rating,Madeline B.
4/30/2019,"Los Angeles, CA","Maybe...honestly...truly...the best taco of my life.We stopped here for a quick lunch while driving around Santa Barbara. It's a little off the beaten path - you'll need to drive here if you're staying near State St. But they have parking out front and it's absolutely worth it!We were with our dog and we sat outside, where they had lots of shaded seating. My dog's a bit of a loudmouth but our server wasn't phased. They had a lavender kombucha on draft so I ordered a glass, it was lovely. The lunch menu had so many delicious looking things on it, I asked our server for guidance. ""The street tacos, definitely.""Oh my gosh. Cacao black beans. Jackfruit chorizo. Blueberry chipotle salsa. Garnishes galore. When it was set in front of me, I thought, ""I've never seen such beautiful tacos before."" They were fairly large - I needed to eat a bit of filling with a fork before I could dig in with my hands. But my god, the FLAVOR. It was so complex, so many layers that sang in harmony. I was so impressed!Mesa Verde is officially my favorite restaurant in Santa Barbara. It's so wonderful and unlike anything I've ever had before.",5 star rating,Shannon R.
6/5/2020,"Santa Barbara, CA","I'm not vegan. This place was amazing. Need I say more.Oh, I do need to say more? Ok, well then, The staff was very friendly, and helpful in explaining the dishes to a newbie like myself. The food was all delicious, I didn't really care what I was eating because a) it was so tasty, and b) it was so well presented that there was no way I was going to be able to replicate it at home, but it was still fun to find out!",5 star rating,Heather L.
12/31/2019,"Santa Barbara, CA","Mesa Verde is hands down one of our favorite go-to spots for fresh delicious vegan fare.  Not only is their food locally sourced and delicious, but the staff is beyond welcoming and helpful.  Some of my favorites on the menu: The Grilled Flatbread - the caper berries are CLUTCH.  The Cashew Grilled Cheese Sandwich is BOMB.  Polenta Fries - YUMBaklava - Just trust me...I'm one of those annoying people who constantly re-order the menu items they know and love, so bear with me as we make our way through the menu!",5 star rating,Jessica K.
8/17/2020,"Glendale, CA",This is an amazing restaurant if you are looking for a vegetarian meal this is the place to go the food and the vibe is amazing and so are the owners they are great people!,5 star rating,Romy R.
10/21/2020,"Alta Mesa, Santa Barbara, CA","I am usually a little skeptical about trying out vegan and/or vegetarian spots, but this menu is so vibrant and delicious! All of their dishes feel very fresh and unique! So many healthier options and ways to make classic dishes!Here are a few of my favorite menu items:- Polenta fries- GRILLED CHEESE!!!- Flatbread with hummus- Rajas tacos- Mushroom burger- Baklava (dessert)- Jupiter and Hades smoothies- Artemi's brew (tea)",5 star rating,Tori V.
12/11/2019,"Grover Beach, CA","From the time we walked in, we were greeted with a smile and were sat down immediately.  This is a plant based vegan restaurant.  Healthy and tasty food is served here. The decor is foresty- woodsy. From the outside shrubbery and trees, to the beautiful tables.  Relaxing atmosphere.  Hidden gem.",5 star rating,Lisa D.
3/19/2019,"Denver, CO","I came here a week ago on a day trip up from LA. I had never been to a full-fledged vegan restaurant before Mesa Verde, but let me just say...it left me speechless. My boyfriend and I shared the polenta fries to start, and it was one of the most immaculate dishes I've ever tasted. Sometimes you try a dish and you immediately know that the chef has a sixth sense about how flavors and textures mesh and mingle. This was one of those dishes. Do NOT miss the polenta fries. For our mains, I had the empanadas and Derek had the impossible burrito. Both dishes were just...wow. The flavor profiles of MV's dishes are simply on a higher plane than I'm used to consuming. I don't know what I was expecting, but this is cuisine-as-art. It was also very obvious that they used very fresh ingredients as all of the dishes tasted wonderfully bright and herbaceous. We shared a chocolate cake for dessert, and it was just as stellar as the first three dishes. I just wish I could remember more specifically what was in it, but it made me incredibly happy.There is a common misconception among meat-eaters (my past self included) that a vegetarian/vegan dish could never provide the same level of savory satisfaction that a meat dish does. This notion is simply false. I encourage any self-proclaimed carnivore to come here with an open mind and see if you don't agree. Bonus points: this place is way more affordable than it could be, and I'm so grateful for that. I think the good people of MV want their food to be somewhat accessible to the masses, and I felt little-to-no attitude of elitism here. I LOVE that! The staff was also extremely helpful and friendly. Thank you so much, Mesa Verde. I will be back someday.",5 star rating,Michael H.
