date,location,review,stars,username
3/1/2021,"San Jose, CA","I was making a day trip to SB with my sister and we wanted to go to a place that had great seafood to eat! We both love raw oysters and clams so we decided to go to Brophy Bros because they seemed to have pretty much everything we wanted to eat there!We got seated very quickly and had a great view of the harbor. We really wanted to eat ASAP so we ordered a dozen half shelled raw oysters, the Hot Combo appetizer, the seafood pasta, and the Cioppino. The seafood pasta came with a side of Brophys New England Clam Chowder and some french fries. The Hot Combo consisted of smaller portions for most of the appetizers they offered like Oysters Rockefeller, Garlic Baked Clams, Steamed Clams, Steamed Mussels, and more!First off, the oysters were very fresh and sweet tasting. I had six to myself but was really tempted to get more to be honest! The Hot Combo was the perfect amount for us to just try all the appetizers without getting too full! Each component of the Hot Combo was made well and tasted amazing. The clam chowder had a good amount of thickness and great chunks of seafood in it, making it a nice plus since it comes with the meal.The seafood pasta was good. It was well made but honestly was not super special. I think definitely the appetizers here are the star of the show. The cioppino was great! They give you a good amount of mussels, clams, and other seafood and the broth was very refreshing.Definitely coming back next time I vacation here!",5 star rating,Caroline L.
2/2/2021,"Irvine, CA","First time here. Knowing Santa Barbara specialty is seafood, we searched on Yelp and decided to order from this restaurant. We got the fish+chips and seafood pasta to-go. Ordered through their website, found parking nearby (there's a sectioned off parking lot where you have to pay, but there's a neighboring lot that is free to park). Unfortunately, even with COVID, the area was super crowded. It didn't seem super clear whether our order was ready. My bf had to go into the store to ask for the update on our order.Price wise, not cheap, but that's expected seeing that this restaurant is located at the harbor. We got our order, walked over towards the beach to check out the views, then headed back to the car to eat. Sadly, the fries (came with both the fish+chips and the seafood pasta) got all soggy. The complementary salad for the seafood pasta was pretty plain. The pasta was pretty good, but the noodles were kind of sticking to one another because of the cheese. Seafood was good, but overall it was kind of a disappointing meal. Huge portion though (we ended up bringing it back home to finish the remaining ~2/3). The fish and chips were also okay, but definitely not a ""wow.""",3 star rating,Ashley K.
3/22/2021,"Los Angeles, CA","This place was great!!! Food, service, location!!  We got the Garlic Baked Clams (GBC's)!!! Hella bomb! Also, the Fish & Chips and Shrimp & Chips!!!  both came with coleslaw! I think the cocktail sauce stole the show for the tho! We're definitely going back!!",5 star rating,Dominic B.
5/10/2021,"Los Angeles, CA","Solid lunch/dinner spot. Waited for 90 minutes on a Saturday which was expected since it was Mother's Day weekend. Staff was incredibly nice and attentive! I got the burger which I ordered medium but received well done. Still good though! The calamari was pretty great and so was the fried shrimp, clam chowder was tasty too!!",4 star rating,Kevin L.
2/6/2021,"Riverside, CA","This place is so popular, so be prepared to wait since they don't take reservations. We came here on a Saturday around 5:30 PM, and we were told the wait would be 1 hour. It's good they give you a pager to tell you when your table is ready so that you can explore the harbor. We only had to wait about 30 mins before our pager rang, so we were pleased that the wait was shorter than expected. Unfortunately due to Covid, indoor dining was not allowed, so we had to sit outside. It was quite chilly (even with the outdoor heaters) so make sure to bring a jacket! I got the seafood pasta, and I was pleased that it came with clam chowder since I was craving clam chowder. The entree also came with a choice of rice or fries (all da carbs!). The entree portion was HUGE and so worth the price (~$22). The seafood pasta was definitely solid. I enjoyed the scallops, shrimp, and the pasta flavor. The portion of seafood was relatively small compared to the pasta, but this was because the pasta was legit ENDLESS. Even though I was constantly stuffing my face, I was barely making a dent in the meal. Overall, I definitely would say the meal is very worth the price for what you get. So stunned to have the entree come with clam chowder AND rice/fries. You will be stuffed after eating here! Service was pretty good. Our waitress was friendly, but we did have to wait a bit towards the end for our bill (probably bc they were so busy). Still would say we had a pleasant experience at this restaurant!",4 star rating,Jennifer H.
2/9/2021,"Santa Ana, CA","I have a tendency to order with my stomach and eyes but with that being said, the left overs were just as good as it was fresh! The clam chowder was perfect and creamy. The Rockefeller Oysters & Garlic Baked Clams were seasoned well. The seafood pasta was flavorful and the fish & chips was one of the best I've ever had, crunchy on the outside and flakey inside.",5 star rating,Justine A.
1/31/2021,"Santa Barbara, CA","Santa Barbara's premier seafood restaurant. When I think of GOOD New England-style clam chowder, I think of Brophy's. This place practically puts the soup on the map for some of the best out there. It's thick, creamy, substantial, and full of flavor - and clams! So fresh and always hits the spot. There is usually always a wait and the front lobby area is small and awkward, but the view once you sit down makes it worth the while. I love their oyster shooters and their fish n' chips entree, but you really won't go wrong with anything on the menu here. I'm also a big fan of the pre-meal bread. It's served warm and is just delicious. Not a tourist trap, but a true locals' spot through and through. I can't wait to come back.",5 star rating,Eric G.
2/1/2021,"Los Angeles, CA","We don't really eat all seafood, but we do consume fish and this was one of the popular choice in Santa Barbara. We visited for a late lunch and parked near the Yacht club. From there, we walked around to try and figure where the restaurant is. We realized that people were dining upstairs, so we followed the group heading up. When we got to the restaurant, there was not a host in sight. Whilst trying to figure out where the desk/hosts were, a guy noticed our ""lost"" group and pointed to where the supposedly entrance was at. Mind you, this restaurant was fairly small, so being ""lost"" just meant  there were no instructions anywhere by the door. Once we headed to the ""right"" entrance, we were fortunate to sit outside with the marina view. The host was very nice and our server was also very nice.We ordered the fish and chips and I instantly loved it. So much so that we ordered it to-go for my sister ( 2 hours from where we lived).",3 star rating,Myrtle P.
8/20/2020,"Menlo Park, CA","Outstanding find in Santa Barbara in the harbor area--a BIG thanks to the valet guy at the Bacara Ritz resort for recommending this place to us. The food was outstanding--very fresh seafood,excellently seasoned and perfectly cooked. The wait was bad on a Monday night....75 mins, but it was worth it. But they have a small roadside cafe type place located downstairs that offers similar foods to what they sell in the main restaurant. The grilled cheese made with 3 kinds of cheese, tomatoes and avocado was one of the best I've ever had. (I ate half of my kids' it was that good...sorry Kekoa...)We sat on the upstairs outdoor balcony that had tons of wind rolling through (good during these Covid-19 times). Service was outstanding too. She checked on us, made recommendations, knew where her fish was caught and how (line caught, etc.) and seemed legitimately interested, that we were all doing well, multiple times during dinner. This is exactly the type of service that sets the bar for all servers. I took her recommendation of the locally caught halibut, which was outstanding. Perfectly cooked--tender and well seasoned. Absolutely you need to come here and really enjoy your Santa Barbara ""staycation!""",5 star rating,Ron M.
9/7/2020,"Irvine, CA","This was the highlight of our trip to Santa Barbara. If you are planning to eat here, arrive before it opens or be prepared to wait over an hour. We had the baked/grilled clams, clam chowder, and fish and chips. Everything was perfect, including the view. I'm happy we waited for a table upstairs because that's where you get a view of the marina. Can't wait to come back here again!",5 star rating,Sabrina G.
1/31/2021,"Irvine, CA","I know this is a tourist hot spot but it delivers. I love order the largest clam chowder so my husband and I don't have to fight over it.Fish and chips were great as well. Not oily, fish was fresh and flaky, and lightly battered. Fairly priced as well. I will be back",5 star rating,Jennifer H.
4/10/2021,"Rancho Santa Margarita, CA","And the search goes on.....Our August '20 Hawaii trip got shut down by that states governor, so we decided to do Santa Barbara instead. Like getting an AMC Pacer for your loaner car while your Bugatti is in the shop! No offense, Santa Barbara!Now, this was back when indoor dining wasn't allowed. So when I was making plans to stay I was searching around for restaurants. Being Santa Barbara, I felt seafood would be apropos. Wasn't easy finding places that specified outdoor seating, and even fewer that took reservations. One place had both, but not open on Mondays! Jagoffs!So, I decided to leave dinner to chance. Well, as chance had it, this place was closest in walking distance from our hotel. Maybe half a mile. When we got there, had to put our name on a list and was told about 45 minutes. Well, I abhor waiting, but we roamed about the harbor to pass the time. We were finally seated our issue, upstairs overlooking the ocean. Nice views. Had the cold combo app, clam chowder, wife went with seafood pasta, daughter had some shrimp, and I went with the swordfish.  Combo was good, chowder very rich, wife's dish looked yummy, as did daughter's shrimp. Swordfish .... not so much. You see, I once had swordfish. Circa 1992, in the little seaside town of Kirkland, WA. An intimate Italian restaurant. And it was so effin' good! And for many years, if I saw swordfish on a menu, I'd order it. But disappointment followed disappointment, until I basically gave up on trying to recapture the magic of that perfect swordfish I once loved and ate. When I saw it on Brophy's menu, I felt those butterflies in my stomach once again, like the first time a girl says you have a cute butt. I mean, they're a seafood restaurant. They freakin' specialize in seafood! I gotta do it!!Magic was not recaptured, and yet again, the search goes on....",4 star rating,Michelangelo B.
9/9/2020,"San Francisco, CA","Sadly this was the only place that left me disappointed. After having Splash Cafe Clam Chowder, Brophy Bros' clam chowder was just meh. It wasn't as tasty and just very clunky. The oysters were pretty decent, but also a bit of sand. The view was nice and service was very friendly. I probably won't come back given the amount of better food in Santa Barbara. The walk along the harbor was super nice though. Also there's 90 min free parking in the lot.",3 star rating,Art C.
4/11/2021,"Walnut Creek, CA","Our 1 night in Santa Barbara and we tried Brophy based on the great reviews. Note to self, anything in a touristy spot will get a ton of reviews and usually is a miss since it's more hype due to the location. This was no exception. Located on the wharf we had about a 45 min wait around 5:45pm on a Saturday. There was indoor & outdoor dining. It's a small place. While I was waiting for our table we watched local fisherman unloading live crabs. So yummy! Unfortunately no crab on the menu here (sigh). Once we were seated hubs got the burger, my daughter and I split the seafood pasta & my son had fish and chips. The seafood pasta was underwhelming. The sauce was liquid, shrimp & scallops. It didn't have much flavor and the sauce was so watery it needed to be thicker like a sauce. Clam chowder was good. My son said the fish was good but the fries were lacking. Overall I'd say 2.5 as the price was not outrageous but the food definitely needed improvement.",2 star rating,Jules K.
10/4/2020,"Santa Barbara, CA","A rare eatery that deserves the lofty reputation. Consistently good seafood, nicely-sized portions, friendly staff, and gorgeous views all combine to create a great atmosphere and wonderful experience. The seabass is perfectly cooked and full of flavor, fish and chips are a classic, the appetizers are a meal in themselves, and the chowder is a winner.",5 star rating,Mark Y.
12/30/2020,"San Jose, CA","My family and I only got the clam chowder as we just wanted a little snack so I feel like I can't give any more than 4 stars since I didn't really try much of their other menu items. There was a line waiting to pick up their food, so I'm assuming that it must be good. We ordered online and we didn't wait long to get our clam chowder which is great. I like to think that if you ordered something small like a clam chowder, they should be able to get it to you quickly. With the clam chowder, they gave us some bread too which was really nice if you wanted to dip it in your soup. We really liked the soup, so if we're in town again, I'm sure we'd like to try other stuff on their menu as well!",4 star rating,Kaitlyn C.
3/25/2021,"Oakland, CA","I had a craving for fish and chips. Lots of times, it's a disappointment. Not this time!  It was a three piece serving wit light batter, not greasy or doughy. Really meaty fish with great tartar sauce. Fries were great too. Hubs had clam chowder, I loved it. It was full of potato and tender clams, not chewy and not too garlicky. Fast service. I will definitely come back and get fish and chips and chowder.   Side salad and slaw were so-so, a bit bland for these foodies but Ok.",5 star rating,amy j.
12/21/2020,"Union City, CA","My friend recommended that I come here because he claimed that they had the best fish n chips he has ever had. He was right. The fish is so fresh and so crunchy and went deliciously with the tartar sauce they provided! I also had the fried calamari which were just ok. They were cut in the ring form where as I prefer there to be fried tentacles too. I think it ended up being too much fried food in the end. The best surprise was that the raw oysters were really good! So fresh, and they went down so smooth.",4 star rating,Danny L.
7/4/2020,"Los Angeles, CA","The open air ambience was nice but the food was just ok. Only the fresh oysters and giant fresh clams were the stars here. Other than that, a nice place to enjoy some drinks and view the harbor.Two orders of half a dozen oysters (4/5) they were one of the freshest oysters we had so far in Santa Barbara. Pricey however but goodCioppino (2/5) this was ok. Barely had any seafood to the tomato broth ratio. The tomato flavor tasted like canned tomato. Steamed clams (4/5) light and juicy. The clams are big here. Overall a 3 in my book. Would be back for shucked oysters and steamed clams",3 star rating,Tina V.
3/9/2021,"San Jose, CA","Wow, I must came on a bad night. It was me and my bfs anniversary weekend and wanted something delicious. We came to a conclusion we'd try Brophy's from hearing so much about it. I was so excited for this place but it left me feeling empty. Checked in at 6:40pm for a table and was told it'd be 1 1/2 hour wait. They make you give an id card in exchange for a buzzer. I went next door to grab a quick bite so I wouldn't be starving. By the time I got my food, the table was ready (40 mins later) Scarfing down my sushi as I head up  to my table, I was seated by a lovely young woman. Now time for the fun stuff. The waitress was busy and said I'll be right with you with some waters. 10 mins later. Nothing. I didn't mind because I am always having good conversations while waiting. 15 mins later and our waters are here but before the waitress can leave again, I let her know I am ready to order.Calamari App, fish n ships, seafood pasta comes with rice and soup. Another waitress comes by and notices we that we don't have any bread on our table and quickly brings one out. Oh this is getting good no?!Wrong. The calamari came out, great crunch to it so we're off to a good start. Clam chowder is next and boy it is in my top 3 favs! Too bad there was barely any clams! dun dun dun....... Seafood pasta with rice  and the fish n chips follow. Seafood pasta just looks like they dumped cheese on it, which it was, and if you read other reviews, it'll state that as well. The scallops smelt bad and dark colored. I ate one and left a nasty taste in my mouth. I didn't complain or mention anything, as it was such a busy night and the waitress was already running around too much. The pasta was more sour than a light lemony flavor. Shrimps were the only good thing about the darn plate. It came with about 5-6 shrimps!  Rice was a big fail, too much water. I ate like 4 grains and left it. Fish n chips were oily and fries were not all that. Me and my bf left more than half our plates and quickly paid. We left a nice tip, as the waitress looked like she needed a break. We left and was very unsatisfied. For being a seafood restaurant right next to the darn water, the food should at least be fresh! The menu is not expensive at all, making me feel like the food should excel at what they have?!",3 star rating,Emily L.
2/14/2021,"Dublin, CA",Yesterday we had lunch at this place. Luckily we got the seat with a beautiful view and weather was just perfect for outdoor dinning. Food was simply delicious. Seafood lovers is a must go place for you. We ordered few dishes bcoz I went with my family. Everything was good except tuna sandwich. I am not sure that sandwich was bad or tuna itself. Our server was so kind when I mentioned her about this tuna sandwich which my son absolutely hated she politely removed it from our check and suggested us other dishes. Rest everything we ordered was just amazing. Specifically basa fish. Highly recommend this place.,5 star rating,Food L.
12/14/2020,"La Crescenta-Montrose, CA","Everything food wise was absolutely amazing. Soup was great and fish and chips is probably my absolute favorite that i have ever ate. The batter was so light and airy it was amazing. I will say i was very very disappointed in my waitress. The hostess was so sweet and professional that i even asked to speak to her Manager to tell her what a wonderful job she was doing but said she was busy. Our waitress on the other hand was difficult. Didn't seem like she wanted to help us, give suggestions or refill anything. We had to ask her several times for water and bread and other things. Not sure why she treated us like this. We just figured it wasnt her day , it happens to us all . I absolutely recommend this place. Views all around",5 star rating,Tash E.
5/10/2021,"Santa Barbara, CA","Flying high with taste buds tickled and refreshing views. Good vibes and good drinks. And yes, the bartenders know what they are talking about. No better place to be.",5 star rating,Angelene T.
5/15/2021,"Agoura Hills, CA","The meals were excellent. I had the swordfish, amazing. The sea-bass was a little dry.  Cioppino, was very good and delicious. The ahi tuna salad was mediocre, the fish was stringy. The bread should have been warm and the butter should not have been frozen. No one came to check on us about our meals and waiters and waitresses kept walking by not hearing us. The meals were so great though. The long wait was worth it. I would return.",4 star rating,Adina M.
3/14/2021,"Goleta, CA","Brophys has a special place in all of Santa Barbara's hearts. If someone comes to town, I recommend this place as a great place to have lunch. The view, the people, and the bloody Mary's a perfect way to start your day. It's a great family place. Something for everyone, even if you don't eat fish. My daughter loves the hamburger. My son, gets the spaghetti with butter. There's also a chicken sandwich and really tasty salad you can order. I do miss the full menu they had prior to COVID. It's understandable to downsize the menu as most restaurants have but please bring back the breaded scallops that you dip in their house made tartar! Our family frequents Brophy's at least once a month. If your visiting or want a fun family staycation, take Little Toot (a water taxi) over to the pier and back for fun! It boards right in front of Brophy's.",4 star rating,Bethany I.
6/21/2020,"Los Angeles, CA","Amazing!!!Get- clam chowder-baked clams- seafood pasta*dining comes with sourdough bread which also hit the spot**This place is busy, and for good reason, so expect a wait. Sit outside if you can and enjoy a view of the harbor. Our server was the friendliest guy as well and really made our first experience back out at a restaurant after a 3 month pandemic hiatus and experience to remember!",5 star rating,Eileen W.
8/15/2020,"Riverside, CA","A cool seafood spot next to the water! I'd suggest coming right at 11 or expect to wait for a table since it's a busy spot. We ordered the poke salad, salmon with clam chowder, and the garlic baked clams. The poke was fresh but the salad dressing honestly wasn't that special. However, the clam chowder and the clams made up for the poke! The clams were large and packed with flavor. The clam chowder had a lot of clams in it too and perfectly seasoned. I would come back but probably won't order the poke and try something else. I'd definitely get the clam chowder and the clams though!",4 star rating,Emily L.
2/28/2021,"Burbank, CA","I drive over a hour out of my way just to come here! I love this place! The service is always great. They always seem to check up on you. The food is amazing that I almost wanted to order a plate to go for later! It was that delicious! Also, who doesn't like a view while you eat?! This place hands down is one of my favorites and I can't wait to go back!",5 star rating,Jessica R.
5/5/2021,"Granada Hills, Los Angeles, CA",Stopped here not knowing what to expect and was super happy with our experience. We were seated immediately and in the perfect spot outside facing the harbor. We had calamari to start and then clam chowder with a side salad. We had two baskets of their amazing sourdough bread and butter. The side salad that came with the clam chowder was underdressed so I didn't even eat it but everything else was spot on. I will definitely be back.,4 star rating,Lauren A.
5/18/2021,"Mid City, Los Angeles, CA",Everyone from LA recommends this place when visiting! I love their baked clam dish. They have a beautiful view! Super friendly service. We went when opened and I noticed it gets busy.,5 star rating,Ria T.
2/24/2021,"San Diego, CA","Food is barely acceptable, and the restaurant was very unorderly. I got the cioppino, the flavor is quite nice but the fish were all in small flakes. There were some dead mussels and clams that did not open up. I ordered ahead of time and payed in advance, but when I came to the restaurant, no one helped me to grab my order. The takeout were all lined up on the bar and it took me a while to find mine. The bartender seemed way to busy to handle the takeout. I grabbed my bag and left, but really, anyone could come in and grab a random bag and no one would notice. Even my local chipotle does better than that.",3 star rating,Sophia S.
12/27/2020,"Redwood City, CA","I've consistently enjoyed their array of seafood offerings over the years, especially the clam chowder with sourdough bread and fish & chips. A harborside location is always a bonus in my opinion. After several straight Brophy seafood meals, I opted for the burger after learning the owners wife doesn't like fish so they also offer an excellent burger and steak options. Have always experienced helpful and friendly bartenders over the years. During the covid situation the hostesses aren't always as attentive or gracious as they should be so I'm deducting a star.",4 star rating,Sonya B.
12/8/2020,"Las Vegas, NV",Had the clam chowder and their fish and chips super delicious and in such a beautiful location with the view of the boats and water Come check them out Totally worth it It was delicious !!!Thank you for the amazing service Will be back next time we're in Santa Barbara,5 star rating,Brit L.
11/11/2020,"Oceanside, CA",Great view! Fish and chips is by far the best I've ever had. The clam chowder has too many potatoes in my opinion acting as a filler. Drinks are way over priced for what you receive.,4 star rating,Karyn S.
2/5/2021,"San Gabriel, CA","Stopped by Brophy's for a quick lunch during our little road trip. During covid, outdoor dining was closed so we placed an online order togo and ate on the grass. We decided to order the garlic baked clams, they were delicious and didn't disappoint. It was probably our favorite dish, super garlicky and the clams tasted fresh. We also ordered the fish and chips based off of Yelp reviews we read. They were so good! The batter was light and the fish was flakey, the fries were crispy and delicious as well. I wish they gave more tar tar sauce though. We also ordered the seafood pasta, we didn't know it would come with salad, and fries. I wish we could've subbed it for soup since we already had fries and cole slaw from the fish and chips. The pasta was okay, I was expecting the sauce to be thicker and creamier, but it was more watery. It did come with a good amount of scallop and shrimp though. We barely dented the pasta cause we were so full from the other food, we ate the rest of the pasta for dinner. Overall, the food was good and I would definitely visit again when I'm back in SB.",4 star rating,Wendy T.
5/25/2021,"Goleta, CA","This restaurant has a really nice view. Very busy at the weekend so I suggest coming on daily. Therefore, you can enjoy the food and nice view.",5 star rating,Jane N.
11/14/2020,"Glendale, CA","Outstanding setting for lunch amazing views of marina and mountains. We sat on the deck outside. The waiter was super helpful and friendly.Ordered the fried calamari and fish and chips as well as an Anchor Steam & 805 beer. Food was good, service good and views spectacular.My only concern was that the tables were not spaced really far enough apart. (definitely not 6 feet) This made us a little uncomfortable. They do have hand sanitizer on the tables and the waitstaff clean the tables and chairs thoroughly.",4 star rating,Mark J.
11/26/2020,"Cerritos, CA","Visited SB yesterday & decided to try this spot! We ordered the Ciopinno, hot combo, and a cup of clam chowder. My boyfriend & I really enjoyed all 3 dishes. I think the only downside to this place was the seating. Tables weren't spaced 6ft apart, and ours was right infront of the gift shop entrance next door.",4 star rating,Valerie S.
3/29/2021,"Lawndale, CA","This place was definitely worth the wait! We waited almost an hour to be seated but the food and the view was 100% worth it. The staff was very nice and accommodating. We were new to the area so it was nice having a friendly conversation with the host and waiter. The food was amazing. We recommend you to try out the clam chowder! It was to die for. I got the seafood pasta and my husband got the fish plate. We both loved our plates. We would definitely make the drive to Santa Barbra to eat here again!!If you'd like to see our experience here. We vlogged our entire trip on our YouTube channel. Go subscribe, LifeWithTheGarciaFamily",5 star rating,April H.
10/1/2020,"Tustin, CA","WORTH THE WAIT. OMG BEST RESTAURANTS IN SB!!my first time in SB and saw this was highly rated on yelp and the yelpers were not wrong. santa barbara shellfish company aint got nothing on brophy bros... we walked from our hotel and arrived around 6:20pm on a friday night. we found the wait to be over an hour and they had so many people there that they ran out of buzzers and told me to return twice to receive one, but they never had any. we spent our hour wait walking the walkways near the beach, water and boats. plus, there are plenty of seats outside nearby to wait. alas, 7:30pm we were seated on the upper deck outdoors (since they only served outdoors during covid).THE FOOD:-FREE BREAD... YES THEY HAVE AMAZING FREE SOURDOUGH BREAD THAT MY BODY COULDNT GET ENOUGH OF :D-garlic baked clams ($15.95) - comes with 6 clams and these were VERY rich, but delicious. my boyfriend couldn't stop raving about them. I think since they're so rich it is great to share among a group. but definitely try these out and pour lots of lemon juice on them!!-seafood pasta ($21.95) - OMG... so we didn't realize entree specials came with cole slaw, clam chowder or salad, and fries or rice pilaf... ARE YOU SERIOUS?! this is enough to feed 3 people LOL amazing. totally worth the price. HOWEVER let me detail each item:-seafood pasta - DO NOT ORDER. I dont know why this is a thing, but it was fresh seafood with watery, no flavor linguine. it made me never want to eat linguine again. get something else.-cole slaw - disappointing, but comes with a lot-clam chowder cup - HOLY MOLY. MY FIRST CLAM CHOWDER AND AM BLOWN AWAY. 10x better than santa barbara shellfish company down the street. comes with the oyster crackers and the flavor of the clam chowder is out of this world. PLUS with the free sourdough bread I dunked the crap out of it. MUST GET.-fries - came with so much!!!!!! these were perfectly delicious and just banging. LOL get it!PROS:-SWEETEST server. 9/11/20 served us at 7:30pm on the upper deck. female with dark hair. she was so sweet and nice. even the other gentlemen working the deck were nice when we encountered them. JUST 10 STARS for the staff working the tables.-free bread...-best clam chowder-beautiful view-MADE US FEEL SO DAMN SAFE during covid. omg. I haven't really been dining into restaurants except this trip and they had a hand sanitizer bottle of GOOD hand sanitizer (not the bad smelly ones) sitting on the table and you could tell they were very clean and respective of our space and wearing masks.CONS:-seafood pasta is just a no for me-staff at the front taking names down aren't the nicestOVERALL:im recommending everyone to come here. worth the wait. left a lasting impression on us during our first trip out here. thank you brophy bros!",5 star rating,Jennifer Q.
