date,location,review,stars,username
11/8/2020,"Gulfport, MS","The Palace Grill truly never disappoints- even during COVID. They were very accommodating and have seats on the back patio which we preferred as it still felt like we were getting the New Orleans experience that comes with The Palace Grill. My husband and I come here every year for our anniversary. They have a somewhat limited menu due to COVID, but The Palace Pasta Royale is to die for. If you come during a time they're serving the palace oysters as an appetizer these are also amazing, but the best part is always dessert- their soufflés",5 star rating,Danni V.
5/12/2021,"Thousand Oaks, CA","My favorite Cajun place. Not only a great atmosphere but exceptional food. I've been coming almost my whole life and food has not gone downhill. U can really order anything and can't go wrong! I have tried almost everything on the menu and each time I come try and get something new, as I know it won't disappoint. Its a lil bit of a drive but it's a pretty one and well worth it. Food here is on the pricey side so it's usually for special occasions! Expect to spend 60+ for yourself and one guest. I love their mini muffins. A jalapeño cornbread and banana nut are to die for. Also anything with crawdads here is excellent and of course those bread puddings. Either the chocolate or bread, both have a whiskey sauce...yum! Give em a go! Also service here is A1",5 star rating,Emily C.
5/9/2021,"Northridge, CA","Red fish was excellent! Sides, wine, appetizers...not so much. The interior is okay, service was pleasing but again, the red fish was excellent. It was like a big fat steak on my plate that I cut into. However, I won't be going back. If I want authentic NO/creole food I'll go somewhere else. This wasn't the home cooking NO food which it is, and which is what I expect. This was more like someone had an idea for a type of cuisine that was missing in SB so they found some recipes and opened a restaurant. I'll wait for passion.",3 star rating,Mel C.
10/31/2020,"Los Angeles, CA","If you want GOOD FOOD and GREATTTTT SERVICE, go to The Palace Grill.I found this gem while browsing Yelp since we were going to be in town for the weekend, and the 4.5 stars rating solidified my decision to come - and I'm so glad I did! My husband LOVES Cajun food, and this place did not disappoint. We ordered:Muffins - jalapeño corn and banana walnut (both are to die for!) - we couldn't stop popping these and even got some to go Jumbalaya PastaGumboPopcorn CrawfishHurricane MartiniRieslingEverything we ordered was so good! We got our food really quickly too, which was nice because I was so hungry. If you want New Orleans food but don't want to travel right now due to COVID, stop by The Palace Grill!",5 star rating,Miss M.
9/29/2020,"Santa Barbara, CA","The Palace Grill is an absolute institution in SB. For years and years it has provided a joyful background for thousands of Birthday, Anniversary, and bachelorette/bachelor parties. Consistently voted the restaurant with the best service in town, there is very little not to like about this place.For starters, the theme is 'Nawlins and the food is Cajun - something you won't find anywhere else in SB. Twice a night they pass around lyrics and it's group sing along time to ""what a wonderful World"". Even the biggest grump in the world will be belting out lyrics after imbibing in one of their famous martinis served in a mason jar. The food is also outstanding. They'll start you off with an assortment of delicious mini muffins and then try to sell you on the Louisiana red fish, which is only available sometimes, but is very good. Better though, imho, is the pasta lafitte. A large serving will definitely fill up any two humans. The Palace is definitely in my top 5 places in town. I'd highly suggest checking it out.",5 star rating,Dare H.
8/22/2020,"WOODLAND HILLS, CA","Can't believe all these years & I've never reviewed this restaurant. This place is one of the main reasons for visiting SB. The menu due to Covid is limited for now, but nonetheless still worth the drive. My usual go tos are the flash fried artichoke and/or plantation chicken as an appetizer, but aren't available at this time. The salad has a nice light dressing to start out with. Muffins are a nice replacement for the usual bread n butter. Mains are the crawfish crab cakes or crawfish pasta. I've had bites of their jambalaya and it's amazing. Sides of gumbo and red beans and rice are delicious too. Don't skip on the dessert. Order both the chocolate soufflé and bread pudding....yes BOTH!!Service has always been super friendly and professional. Everyone is so nice and engaging. Genuine smiles and great personalities! Always have had a wonderful experience here over the last 15yrs.",5 star rating,Meli N.
5/2/2021,"Santa Barbara, CA",This was my first experience here and was delivery due to COVID.  The food was a strong 4.5/5 and the service despite being delivery was outstanding.  Definitely recommend- very flavorful and a refreshing change of flavor from 90% of the other restaurants in SB.  Try it!,5 star rating,Scout A.
9/22/2020,"San Jose, CA","We decided to try this place and order take out, we ordered popcorn crawfish, jambalaya, gumbo, and steak. I did not like the popcorn crawfish at all, I was expecting something crispier but instead it was very doughy and chewy. The rest of my group liked their food, the jambalaya pasta was good. Overall, maybe the food would have been tastier if it was fresh and we ate there? But it was not bad.",3 star rating,Glenna M.
9/19/2020,"Los Angeles, CA","I'm so sorry to rate Palace Grill low. If i could rate just the  staff I would give 10 stars on a 5 star scale. They are amazing. Our server Talia and a guy named Mondo (we didn't know his role) were kind, warm, welcoming, friendly.  We had another guy at our table but we didn't catch his name or role either. I ate here before about 3 years ago I believe and I wasn't fond of the food then, but when we returned last night I was excited to try Palace Grill. But our food was not our bag. The red fish was okay, but the veggies, and the jambalaya picante were unremarkable. We wanted to love it  because it's highly rated and loved the staff. There was a side perk, we were lucky to have curbside seating to the neighborhood favorite Pug Bernhardt's one-man-band event. His music was fun and refreshing.",2 star rating,Mechell G.
8/29/2020,"Galt, CA",Omg where to start? My boyfriend took me here for dinner for my birthday. Due to COVID my trip was canceled so he surprised me with a trip to Santa Barbara. We came here for dinner. I had the blackened redfish with all veggies no potatoes since I'm on the keto diet. He has crab cakes and all veggies no rice. I had tequila with club soda and lime and he had a glass of rose. Omg the food was to die for and so flavorful. They also brought ya complimentary banana nut muffins and jalapeño muffins. The banana nut muffins were so good and warm but I didn't really like the jalapeño ones. Omg I want to come back. The service was great and the food was good. Will definitely be back!,5 star rating,Ms. Krystall M.
11/16/2019,"San Luis Obispo, CA","I have been here a couple times with my mother in-law who is from Mississippi and she loves it.  Reminds her of home.  Each table gets a basket of delicious muffins in lieu of bread as a starter and they are divine!They have specials everyday ao there is always something new to try.I have never had a bad meal here and this last visit was especially fun as the wait staff walked around and delivered sealed menus and said not to open them until we were told... it ended up being the lyrics to a song for a sing along.  During the song they walked around and toasted to each table. It was so fun and everyone in the restaurant sang along.  I don't know how often they do it but I felt lucky we were there that night. If you are looking for an authentic southern meal, you must try The Palace.  It is easy to find off State street downtown.",5 star rating,Erin S.
2/14/2021,"Goleta, CA","I love this place! When you need some heart and soul back in your life think about The Palace! Great food and great people! We decided to order some gumbo, etouffee, and bread pudding to have while watching The Princess and the Frog with our daughter for Valentines Day during the pandemic. The wonderful food arrived, but without the signature palace muffins that our daughter had her heart set on. When I called to let them know the manager offered to hand deliver our muffins... which he did, and they were warm and fresh!!!  It is this type of caring that helps me believe we will all make it through these crazy times!!!! Thank You Palace!!!!!",5 star rating,Vin R.
2/12/2021,"San Jose, CA","Quite impressed with the food, service, and ambiance.  Just what we were looking for, as a nice little treat.  Sit in the back courtyard if you can!",5 star rating,Mike S.
2/15/2021,"Bellflower, CA",One of my favorites of all times always great service and atmosphere. Limited menu during COVID but still awesome as always,5 star rating,Omar D.
2/13/2021,"Almaden Valley, San Jose, CA","Delicious food, great venue, and extremely friendly, professional, and hospitable staff. Will definitely be back for more.",5 star rating,Michael O.
1/18/2021,"Walnut Creek, CA",Love this place that I had to order from here 2 nights in a row! My first meal was the shrimp filled po boy which was excellent! The next night I ordered the creole crawfish crab cakes which were so delicious. The staff was also very friendly both nights when I picked up my food. I will definitely  come back here next time I am in Santa Barbara.,5 star rating,Nicole D.
1/9/2021,"Ponchatoula, LA","We are from New Orleans, and I can honestly say that the Palace is excellent! Absolutely authentic! Glad we stopped in!",5 star rating,Keith R.
9/6/2019,"New York, NY","Their key lime pie!! So good. Their bread pudding special is also really good. Oh and I like that they give out the complementary cornbread and muffin assorted basket as a starter. The entrees are good, but very rich. I got the blackened catfish with potatoes and veggies and my boyfriend got the crawfish etouffee, which was little too rich for me. I've also had their tri tip sandwich, which was okay.",4 star rating,Jamie C.
1/10/2021,"Santa Barbara, CA",I don't live in SB anymore but have a dear friend there who has been helping me with a project over the internet. I want to get him a gift certificate and I've left 4 messages and put in one request via their website. NO RESPONSE at all.,1 star rating,Elisabeth D.
12/24/2020,"Santa Barbara, CA","Ok guys, standing ovation to The Palace Grill. FANTASTIC job tonight, pick up dinner for 7, easy online ordering, hot and ready when we got there, super nice and clean staff/pick up regime, and even came with the ""Wonderful World"" lyrics so we could listen and cheers at home (and delicious food and drinks). The leftover muffins will make a perfect addition to tomorrow's Christmas brunch.Thanks, guys! I",5 star rating,Molly K.
8/12/2019,"Los Angeles, CA","Visited Palace Grill on 7/27 during my weekend visit in Santa Barbara. This review is solely based on the food. I don't necessarily believe this restaurant is trying to maintain authenticity as I believe it's just trying to give you a New Orleans vibe (if that makes sense). Decor:The bldg itself has a mom and pop feel. It's semi small, but they neatly fit ample amount of seating in the bldg. We actually saw a table of 12 eating comfortably. They used playing cards as their main decoration with pictures of jazz artist and figurines throughout.  It was not busy and we were able to sit down without waiting (we went around 2p.m.)Hosts:The host were very kind. I saw them visiting tables often to makes sure patrons were well taken care of. Food: Again, I don't believe they were trying to be authentic in their food's but as close as they can be. However, I don't think they reached it.  We ordered the Cajun popcorn for an appetizer, and two Jambalaya Pasta's. The presentation was good, but the food was bland and some what a bit off in seasonings. For dessert we had the New Orleans Beignets and the Dark Chocolate Soufflé. I enjoyed the Soufflé's more than the Beignets. Nevertheless, they were both good. This restaurant has potential, and I look forward to the progress that can be made.",3 star rating,Melanie B.
2/5/2020,"Northridge, CA","Outstanding! You want Cajun, you get Cajun! Warm service. ...actually , legendary!!!! The flavors at re all there and they do  not come short.  Huge quantity in my stAndards. Live the  surprise mini muffins served wH Hime waiting. I loved the banana walnut! Definitely coming back!",5 star rating,Roger G.
3/13/2021,"Arroyo Grande, CA","This place is amazing! Experienced the most amazing service. Great folks with hard working team. I would highly recommend this place. Our server Fern was amazing, and Louis was great too thank you. Check this place out and try the great food worth the fun and lovely atmosphere!",5 star rating,Christy T.
2/21/2021,"Goleta, CA",This place is fantastic. The food was great but the staff really shined. Luis and Louis are great. Both provided excellent service. My wife and I will definitely come back.,5 star rating,Joe O.
2/19/2021,"Laguna Beach, CA","Make a reservation & an excellent meal with all the trimmings awaits you - attentive friendly staff all work in one accord to ensure you are well taken care of.  We love Louisiana Cajun & Creole and southern food and southern hospitality as we grew up in the south - exceeded our expectations.  And - ""the alley"" outdoor dining set-up transports you to similar brick & mortar settings New Orleans is known for - we'd request this experience if the indoors were open - nice job creating !",5 star rating,LindaGG K.
5/30/2019,"Burbank, CA","Surprised to find pretty hood soul food in Santa Barbara. It's not New Orleans Gumbo that you will find but it is the same style. The decor will take you out of the polished state street area and will make it feel like a dressed down occasion. The prices are a little higher as to be expected in the area. The drinks are sweet which is good for many but it's not exactly my cup of tea. We started out with drinks and I had my rum with the gumbo. It was pretty good and definitely scratched the itch. I'm not too big on pasta but made an exception for my girlfriend's birthday. The glowing recommendation from the nice staff also helped sway me into buying the jambalaya which didn't disappoint. There was nothing miraculous or anything that stood out. Okay service, good food and a decent price and atmosphere.",4 star rating,Alfredo S.
1/22/2019,"Santa Margarita, CA","I have been eating here for twenty years--in good ways, it never changes. The popcorn crawfish and yaya gumbo are all I would ever order and are on my death row meal menu! Thankfully, I go here sometimes with others and try their food too. My son got the filet mignon from the kids' menu--perfectly cooked! So yes, they have a 12 dollar portion of the child menu--but succulent and worth every bite. The wife's crawfish pasta was creamy, heavy, perfectly spiced, almost like a Cajun alfredo.And the Cajun martini, with pepper infused vodka, made the rest of the afternoon hazy!",5 star rating,Brett S.
12/22/2019,"Santa Barbara, CA","I love this place!  I have been a couple times over the years and, when we went last week for a company Christmas dinner, I was reminded of how much I love it! We had 10 people for dinner so I called ahead of time to make a reservation & it was made with no problem.  We went on a Wednesday night so it was easy to get a reservation, but I would definitely call way in advance for large groups on the weekends as it's always packed when I walk by.  The breakdown:Waitstaff: Large groups are always hard, but the waitstaff handled our group like the pros that they are! They were very attentive, kind, and efficient. Everyone's orders were correct & there is a part of the evening where they pass out song sheets & you all sing What A Wonderful World together.  Food: Come hungry! We started with the coconut shrimp & Cajun Popcorn (crawfish) for appetizers & they also give you mini muffins (the kind varies from night to night). Both appetizers were fried & delicious! The Cajun Popcorn is what they're known for so this is definitely a must!  I got the jambalaya over dirty rice & I am still thinking about how good it was! I ended up taking half of it home & it was still just as good the next day. I would recommend going with one of their tried & true Cajun dishes. People at the table who did not get one of these traditional dishes were not as big of fans of their meal. We ended dinner with the bread pudding (another Palace specialty) & it was also SO good! Definitely a great place to go with a group (small or large) so you can share!Ambiance: The place is decorated with a Mardi Gras theme & it has a very Louisiana feel.  For those not easily offended, make sure to check out the art in the bathroom.   For those who are easily offended, you've been warned. Enjoy!",4 star rating,Jaime A.
2/22/2020,"Isla Vista, CA","The Palace Grill is a must if you're in Santa Barbara. The Louisiana inspired decor and menu are a delight. As you're waiting for your food you can snack on the assorted cornbread that they'll place on your table. I came here with a group of 14 people and the service was excellent, the food was delicious, and reasonably priced. I had the shrimp po'boy, ask for extra sauce. The shrimp tasted very fresh. I only wish there was more shrimp in the sandwhich.",5 star rating,Amber M.
10/31/2018,"San Jose, CA","So I know there's a lot of great reviews, and my friend raved about this place which is why we went, so I suppose that's why it was such a let down. Went on a Sunday for dinner so it was a bit quieter, there was none of the singing that my friend mentioned goes on at dinner. Maybe that's Saturday's only? We were seated by the wall near the front window and there were all sorts of flies hanging out on the wall. So that's lovely...The starter muffin basket was good, we ate all of them lol, and I actually really liked the plain buttermilk one. I ordered some oysters Rockefeller which I enjoyed, and then we split the giant jambalaya pasta and preordered the chocolate soufflé. We should have ordered the normal sized pasta bc it really was way too much food. And something really must not have agreed with me in the pasta bc my stomach was killing me and I was fine earlier. Kind of ruined the rest of my night :/ Soufflé was pretty good but I couldn't really enjoy it at that point. Anyways, not the best experience. 2 stars bc I got sick, and that's a pretty big deterrent for me. I want to enjoy eating my food! There are lots of other restaurants in SB so I most likely won't be coming back.",2 star rating,Amanda I.
8/10/2019,"Oxnard, CA","This unique Louisiana / Santa Barbara charmer is the GEM of the Nile. You can't go wrong eating at The Palace Grill.  We highly recommend scheduling a reservation online or via telephone, it assures you a table without waiting.  We've been going here for about 15 years now and not once have we ever been disappointed.  We always dress nicely for dinner.  There are approximately 20 tables.  We have never experienced an empty or slow restaurant. It is always jumping.The atmosphere is lively. quaint, comfy and friendly.  The food is to die for.  Usually after drink orders, the bus boy brings you the most SCRUMPTIOUS & DIVINE, melt in your mouth, mini muffins.  Pay close attention to the flavors because they are HEAVENLY.  The rosemary ones are our favorite muffins, followed by the jalapeño muffins.  The meals are absolutely delicious and they do not disappoint.  Our all time favorite meals are the DIVERS SCALLOPS & the FILET MIGNON (pictures attached).  Both meals were accompanied with fresh, local and seasonal vegetables.  The Diver Scallops came with rice pilaf with artichokes, caramelized onions and mushrooms.  It was magic in my mouth, simply divine.  The Filet Mignon came with garlic mashed potatoes & was delicious.  After we finished our meals, our Chocolate Soufflé arrived.  This was hands down the BEST Soufflé we've ever eaten.  This elegant restaurant is meant to be enjoyed.  Don't go there and be in a hurry.  We had a concert at the Bowl to get to, so if you are in a hurry, just let your server know and they will take terrific care of you.  THIS PLACE ROCKS!  Share it with someone special!  We also had my daughters 21st birthday celebration here, it was an ABSOLUTE HIT!  It is accommodating to both the young and the old alike.  SIMPLY FABULOUS! .",5 star rating,Wendy H.
10/21/2020,"San Diego, CA","I'll come back after COVID, as it probably puts them off their game. The staff is nice and helpful, but the food needs work:1. Cornbread is bland and needs a touch of sugar 2. Etoufee looks great but needs more spices and seasoning3. Crabcakes need crab and heft (keep them thick - not splayed out - it's too easy to overcook when flattened like a pancake)4. Popcorn crawfish is a little too heavy on the batter - it absorbs the oil and makes this dish heavier than it should be5. Veggies - were either undercooked or overcooked",4 star rating,CHi C.
2/20/2020,"South Pasadena, CA","We were in Santa Barbara for the weekend from LA for my boyfriend's birthday and I wanted to find a restaurant with good bread pudding. I was recommended this place by a few people so I wanted to give it a try. We had crawlfish popcorn for appetizer which was quite tasty. I wish it came with lemon as it was a bit salty for my taste. My boyfriend had blackened filet mignon which he enjoyed but I thought was just okay. I had Palace Etouffee which was quite tasty but the side vegetables were overcooked. The bread pudding was very mushy inside because of the custard they added right after they baked it. I wish it wasn't so mushy. The ice cream and the whip cream that were on the side were okay. Our server was very friendly and they put the dessert on a plate that said ""Happy Birthday"" which was really nicely presented. The most fun part was when we were handed the lyrics for ""What a Wonderful World"" and everyone in the restaurant started singing together. While the food was mostly okay and the bread pudding was not what we expected, the experience there was still pleasant. I would recommend it for a fun Cajun food night in Santa Barbara.",4 star rating,Yuki K.
7/27/2018,"Santa Barbara, CA","We had a wonderful experience at The Palace Grill.The food is great. Drinks are strong. Portion is generous. Service is awesome. The atmosphere is fun and lively.We had Diver Scallop, so fresh and delicious, and filet mignon pasta, so yummy and perfectly seasoned. For dessert we had their special soufflé which you need to order ahead of time (30' to 40' to prepare) Moreover they are quite flexible on substitutes and special requests. For instance, we add vegetables on the steak pasta free of chargeHowever there is not much options for side orders We definitely would recommend the Palace Grill to our friends and family",5 star rating,Lola N.
7/27/2018,"Irvine, CA","Some good, some okay, imo but I was a little disappointed with the brokenly high levels of sodium in the food!!!Let me start with the service and the food positives. Service is fantastic here. Got our food and drinks quickly and promptly. Loved getting refills at a good pace while chatting with friends. It was excellent. Some of the food was good. I enjoyed the desserts the most here, especially the whiskey cream sauce that came with the soufflé. The Complimentary Bread was sweet but not overwhelming too. Drinks were solid and fair. The atmosphere is good too seeing art and cards scattered on the roof. There's a lot of interesting stuff to talk with your peers here.I got to try a little bit of the Veal and Popcorn Crawfish from my friends and thought it was okay but oh man it was Salty with a big S. By itself I wasn't too impressed but with the sauce it was somewhat better. I think the Jambalaya Pasta is okay, wasn't spicy like I thought it'd be but again, it was the sauce that helped an otherwise okay dish. Maybe it's because I haven't had Cajun food in awhile but unfortunately I'm not a fan of everything that wasn't a sauce here. The crab itself that I had was pretty chock full of sodium and the vegetables were of poor quality with the texture being borderline wet cardboard in my opinion. Overall, good place to hangout for drinks and dessert. Still, an interesting place to hang out and chill if you got a sizable party.",3 star rating,George L.
11/11/2020,"Chino, CA","Highly recommended this place. It's a good spot for creole, gumbo and jambalaya food. Pasta was great. I love their food",5 star rating,Jane R.
3/11/2020,"San Diego, CA","Location is good, and atmosphere is nice - looks like it would be a lot of fun when it's busy. Service was great, the food was decent but did not blow us away. Cocktail specials are good but are $15 - $16 each. Would return for an event or a fun night with a crowd.",4 star rating,Michael H.
6/4/2018,"San Mateo, CA","I see baskets of muffins and bowls of gumboPaintings on the wall, artists nicely draw, And I think to myself what a wonderful world!The moment I walk into the Palace Grill, I'm instantly transported to the city of New Orleans. I had the opportunity to visit New Orleans a few years ago and must say the environment is quite similar to New Orleans. The decorations, especially the lamp pole with beaded necklaces hanging off of it, are exceptional and give off the New Orleans vibes. The dim lighting and red neon lights give off a nice glow to set the mood for the hourly sing-alongs. The only thing they're missing are beignets as a starter (which is listed under the desserts section), and are substituted for complimentary cornbread muffins. I'm not complaining because those muffins are delicious! I have a bit of a sweet tooth so my favorites are the apricot and the banana nut muffins. I started off with a bowl of SEAFOOD GUMBO, which is a classic in Lousiana. They offer two different kinds of gumbos, including the gumbo ya ya and seafood gumbo. The difference is that the gumbo ya ya has chicken and andouille sausage, and the seafood gumbo contains seafood. I was craving seafood that day so I ordered the seafood gumbo. The soup was exactly what I expected: rich, thick, and creamy. Yum! For the main dish, I ordered one of their most popular pasta dishes, the JAMBALAYA PASTA. The pasta dish included bits of chicken, shrimp, and andouille sausage all mixed in with a tomato creole sauce and topped with a sprinkle of spice and green onions. I enjoyed the flavors and spices of this dish since it contained penne pasta and not rice, which is traditional. I also ordered the blackened FILET MIGNON. There's an option to choose if you want the steak blackened or grilled. The steak was tender, but it was a bit overcooked since I enjoy my steak medium rare. Other than that, the food was quite tasty! Furthermore, the service was great! The server was patient and took the time to explain and point out what was inside each muffin. The most unique concept of the restaurant are the hourly sing-alongs! The servers pass out a songbook to each table, walk around with a glass, clink glasses with each other and other customers, and we all have a jolly good time!",4 star rating,Michelle F.
7/18/2020,"Santa Barbara, CA",I'm bummed to find this place not open because of Covid ! It was so my favorite!!! Try the oysters they are amazing !n,5 star rating,Mer S.
