ID,Name,Categories,ReviewsNum,Rating,Zip,lat,long,Address
6EizP0XyqITuGZ8GZMI9Lw,Toma Restaurant & Bar,"Bars, Italian",991,4.5,93101,34.408633,-119.693496,"324 West Cabrillo Blvd Santa Barbara, CA 93101"
0qu0fNTOsSmuREYVIMPuIQ,Cold Spring Tavern,"American (Traditional), Bars",966,4.5,93105,34.52021,-119.84087,"5995 Stagecoach Rd Santa Barbara, CA 93105"
U2hkeMI-q4cS35QolJYN0A,Arigato Sushi,"Japanese, Sushi Bars",950,4,93101,34.42380142,-119.7054825,"1225 State St Santa Barbara, CA 93101"
NIQWO-Q_F598XlAvZnFVCA,Eureka!,American (Traditional),935,3.5,93101,34.41862762,-119.7001508,"601 Paseo Nuevo Santa Barbara, CA 93101"
CoZ2mpsMBP8HUG1ymKoZTg,Opal Restaurant & Bar,"Bars, Seafood, Steakhouses",904,4,93101,34.42472458,-119.7067642,"1325 State St Santa Barbara, CA 93101"
8Vo6LN9gqULhXzoxj5k6kQ,The Black Sheep,"American (New), Asian Fusion, Cocktail Bars",896,4.5,93101,34.41945,-119.697,"26 E Ortega St Santa Barbara, CA 93101"
EZc2myE2mYk2h9JK9qu8gw,Finney's Crafthouse,"Gastropubs, Cocktail Bars, American (New)",882,4.5,93101,34.41263,-119.69044,"35 State St Ste A Santa Barbara, CA 93101"
IGIcjQm4jCLid8T0NSFr3g,Olsen's Danish Village Bakery,"Bakeries, Coffee & Tea",844,4,93463,34.5963,-120.14424,"1529 Mission Dr Solvang, CA 93463"
nYPzsOjvida-ne7swSPHpA,Santo Mezcal,"Mexican, Latin American",841,4.5,93101,34.413456,-119.691322,"119 State St Santa Barbara, CA 93101"
thlyktt2c7v1DyOpSVSibw,Scarlett Begonia,"Breakfast & Brunch, Beer, Wine & Spirits, American (Traditional)",829,4,93101,34.4235,-119.706233,"21 W Victoria St Santa Barbara, CA 93101"
1FURjeGJi_LBXcJQg8eskw,Padaro Beach Grill,"American (Traditional), Juice Bars & Smoothies, Seafood",815,4.5,93013,34.40659,-119.54835,"3765 Santa Claus Ln Carpinteria, CA 93013"
69DCgWH6E6yg7dBjaY_wGA,Los Olivos Wine Merchant & Cafe,"Wine Bars, American (New), Wine Tasting Room",798,4,93441,34.664948,-120.115265,"2879 Grand Ave Los Olivos, CA 93441"
5vObJIHLO-QOMrw_MvC4rA,The Worker Bee Cafe,"Breakfast & Brunch, American (Traditional)",777,4,93013,34.3987694,-119.5187957,"973 Linden Ave Carpinteria, CA 93013"
KSYONgGtrK0nKXfroB-bwg,Loquita,"Spanish, Tapas Bars, Seafood",773,4.5,93101,34.41420411,-119.6916436,"202 State St Santa Barbara, CA 93101"
vj6AetpADpHOYtMRZsXX3g,Los Agaves,"Mexican, American (New)",762,4,93105,34.43742,-119.72744,"2911 De La Vina St Santa Barbara, CA 93105"
f3eve2cxUIzyanWnHdMtFQ,Corazon Cocina,Mexican,757,4.5,93101,34.42354,-119.70681,"38 W Victoria Unit 122 Santa Barbara, CA 93101"
MbzgGsMQpGyVrUJXi_Jw0Q,Dawn Patrol,"Breakfast & Brunch, Coffee & Tea, American (New)",750,4,93101,34.4156808,-119.6937421,"324 State St Santa Barbara, CA 93101"
DqEkVEMmEhEUzm22yZbGJQ,AJ Spurs - Buellton,"Steakhouses, Bars, Music Venues",736,4,93427,34.6091469,-120.1834038,"350 E Hwy 246 Buellton, CA 93427"
m4kvY0viCwxqRtgOycnKVQ,Mony's Mexican Food,Mexican,736,4.5,93101,34.41549044,-119.6911167,"217 E Anacapa St Santa Barbara, CA 93101"
6CvGrXTNIps_YOklbEmcJg,Firestone Walker Brewing- Buellton,"American (New), Brewpubs",734,4,93427,34.62014,-120.18769,"620 McMurray Rd Buellton, CA 93427"
iBBV8vesQ8fo2IQA7an1JA,Jane,"American (New), Venues & Event Spaces",725,4,93101,34.42441,-119.70635,"1311 State St Santa Barbara, CA 93101"
01NhSfZexEhlxWNx82fk8w,Thai Boat,"Thai, Seafood, Soup",710,4.5,93401,35.26065,-120.64887,"3212 Broad St Ste 140 San Luis Obispo, CA 93401"
CkENBnSJFfPA1hY0qrqfCg,Carlitos Cafe Y Cantina,Mexican,702,3.5,93101,34.42523,-119.7062,"1324 State St Ste A Santa Barbara, CA 93101"
27zlxlmlQu9KBr5Vj4MGeg,Pickles & Swiss,"Sandwiches, Delis",699,4.5,93117,34.43113451,-119.8742894,"7060 Hollister Ave Ste 102 Goleta, CA 93117"
bUfOheQ94KHXXCw27RFumQ,Rice By Mama,Thai,674,4,93001,34.281082,-119.294358,"419 E Main St Ste A Ventura, CA 93001"
i5C6RVgr03HSrgCl8oa1Fg,Patxi's Pizza,"Pizza, Salad, Sandwiches",662,4,93101,34.417115,-119.696243,"515 State St Santa Barbara, CA 93101"
zbrIMldF_O1ZQ0vpUaaa8A,Bluewater Grill - Santa Barbara,Seafood,654,4,93101,34.412758,-119.688965,"15 East Cabrillo Blvd Santa Barbara, CA 93101"
bPVPZeqMuYtU_yGCb4P-jg,Empty Bowl Gourmet Noodle Bar,"Thai, Noodles",653,4.5,93101,34.42357707,-119.7070424,"38 W Victoria St Ste 109 Santa Barbara, CA 93101"
XrPa9QLeYscIsIhXoDdW4A,Rancho Nipomo Deli & BBQ,"Barbeque, Tex-Mex, Mexican",649,4.5,93444,34.99627,-120.43626,"108 Cuyama Ln Nipomo, CA 93444"
o4IiNbNybcy-L4vzTSoDJw,Ca' Dario,"Wine Bars, Seafood, Tuscan",647,4,93101,34.42539135,-119.7048108,"37 E Victoria St Santa Barbara, CA 93101"
34Eqv8jXgxg_EEwcsNgeeg,Backyard Bowls,"Juice Bars & Smoothies, Breakfast & Brunch",642,4.5,93101,34.4150398,-119.6943479,"331 Motor Way Santa Barbara, CA 93101"
YKbeWG_i7GNuzheFIhui0A,Mortensen's Danish Bakery,"Bakeries, Desserts, Cupcakes",642,4,93463,34.59582733,-120.1420037,"1588 Mission Dr Solvang, CA 93463"
WnC2Zxx4HuZH1o4yC8Xnfw,Fitzpatrick's Tavern,"Irish, Pubs",640,4,93463,34.5956912,-120.1391955,"490 1st St Ste A Solvang, CA 93463"
1-9nkxw9G3eK_fQ4dExj-w,Trattoria Grappolo,"Pizza, Italian, Wine Bars",635,4,93460,34.61322,-120.07721,"3687 Sagunto St Santa Ynez, CA 93460"
FdoqtMadj4ybDAL7S-yUBQ,Summerland Beach Cafe,"American (Traditional), Breakfast & Brunch",626,4,93067,34.42194,-119.60019,"2294 Lillie Ave Summerland, CA 93067"
iMTjejk6apJKzCukZnDw5A,Jeannine's Bakery & Restaurant,"Bakeries, Coffee & Tea, Breakfast & Brunch",621,4.5,93108,34.421043,-119.64219,"1253 Coast Village Rd Montecito, CA 93108"
JjmmSW_QQh2Db4fuIEMATA,Persona Pizzeria,"Pizza, Salad, Sandwiches",619,4,93101,34.42060882,-119.7009534,"905 State St Santa Barbara, CA 93101"
QFh-h_OZ5Io-mBk32HN28A,Kyle's Kitchen,"Salad, Burgers, Chicken Shop",613,4,93101,34.4182599,-119.70049,"791 Chapala St Santa Barbara, CA 93101"
4D7QDfPOsSPfKxBi3gs_qQ,Olio Pizzeria,"Pizza, Bars",608,4,93101,34.4238417,-119.7060091,"11 W Victoria St Ste 21 Santa Barbara, CA 93101"
fzgdv7WGFf2ZVYRl0eY-Hg,Bob's Well Bread,"Bakeries, Cafes, Sandwiches",608,4.5,93440,34.7438905,-120.2768312,"550 Bell St Los Alamos, CA 93440"
DOfiulOub9hVPBCtiDl9Fw,Lucky Penny,"Pizza, Salad, Wine Bars",592,4,93101,34.414643,-119.690235,"127 Anacapa St Santa Barbara, CA 93101"
LtPsgth-ul09lO9r9bwMkA,Hadsten House,Hotels,592,4,93463,34.595277,-120.146178,"1450 Mission Dr Solvang, CA 93463"
u7pgiDeaj-hQyH0Z1LgltA,S Y Kitchen,"Italian, Cocktail Bars",590,4.5,93460,34.61322,-120.07981,"1110 Faraday St Santa Ynez, CA 93460"
GhFkKZjy3axfTy5BpZpqNw,Kay's Orcutt Country Kitchen,"Breakfast & Brunch, American (Traditional), Cafes",581,4.5,93455,34.86529272,-120.446411,"135 E Clark Ave Orcutt, CA 93455"
OM5beWRkxZSu1TShUC3EDw,The Drunken Crab,"Cajun/Creole, Seafood",567,4,93101,34.4165,-119.6944,"416 State St Santa Barbara, CA 93101"
2sLwp0qngTzTSsytT0aI0w,Ellen's Danish Pancake House,"Breakfast & Brunch, Diners",556,4,93427,34.612956,-120.193632,"272 Avenue of Flags Buellton, CA 93427"
BErYojCJSO959vzaz9JclQ,Savoy Cafe & Deli,"Delis, Gluten-Free, Breakfast & Brunch",555,4.5,93101,34.4219321,-119.7040745,"24 W Figueroa St Santa Barbara, CA 93101"
lu2UpRHLBZfvLG_caNEHKQ,The Natural Cafe,"Sandwiches, Juice Bars & Smoothies, Burgers",545,4,93101,34.417184,-119.69578,"508 State St Santa Barbara, CA 93101"
uGo0TCVNOcDQxMArUU0Jrw,Cajun Kitchen Cafe,"Cajun/Creole, Breakfast & Brunch",539,4,93117,34.42999961,-119.8671487,"6831 Hollister Ave Ste A Goleta, CA 93117"
54oLdsGU9B8HxFTqCCqV-A,Via Maestra 42,"Delis, Italian",537,4.5,93105,34.44007621,-119.7363232,"3343 State St Santa Barbara, CA 93105"
HlrsViObfu6riz0P1op7tQ,Birkholm's Bakery & Cafe,"Bakeries, Sandwiches, Coffee & Tea",536,4,93463,34.59483,-120.13802,"460 Alisal Rd Solvang, CA 93463"
06pNHtxgPhGhZpM0Z2uzNw,Hollister Brewing Company,"American (Traditional), Brewpubs",528,3.5,93117,34.42949848,-119.8711373,"6980 Marketplace Dr Goleta, CA 93117"
CRblzsruA0EdPk7LBIDXgw,Cecco Ristorante,Italian,524,3.5,93463,34.59541,-120.13991,"475 1st St Solvang, CA 93463"
zT2JvGJsn0u84bGaQU9_Xg,Divine Thai,Thai,522,4,93433,35.12197,-120.62486,"501 W Grand Ave Grover Beach, CA 93433"
y-QIelVO_r25r2ibMzjS2w,Shaw's Steakhouse & Tavern,Steakhouses,522,4,93454,34.94534,-120.43545,"714 S Broadway Santa Maria, CA 93454"
bWv4DbFBAiPyYjiU_8V-OA,The Garden Mediterranean,Mediterranean,517,5,93454,34.947024,-120.4346378,"122 E Boone St Santa Maria, CA 93454"
#NAME?,Benchmark Eatery,"American (New), Seafood, Bars",515,4,93101,34.42333,-119.7048,"1201 State St Santa Barbara, CA 93101"
r2IhvKZQ_wLR5mLBnPOilg,The Honor Bar,"Bars, American (New), Sandwiches",515,4.5,93108,34.42123,-119.64174,"1255 Coast Village Rd Ste 101 Santa Barbara, CA 93108"
szoFgFWtIc3Nkgm-0ytkfQ,Rice Thai Cuisine,"Thai, Desserts, Soup",512,4,93001,34.2809549,-119.2949313,"387 E Main St Ventura, CA 93001"
r926yelr_EJAKQCjdD6AWA,State & Fig,"Cafes, American (New), Tapas/Small Plates",508,4,93101,34.423044,-119.703208,"1114 State St Ste 18 Santa Barbara, CA 93101"
2xxkaRy7rP5EUyjFt2J5kA,Nikka Ramen,Ramen,507,4.5,93117,34.44088528,-119.8235229,"5701 Calle Real Goleta, CA 93117"
GmS4WcmyvI-zQ2Oi2mK_9g,"Chomp Burgers, Fries, and Shakes","American (New), Salad, Burgers",504,3.5,93463,34.5964013,-120.1379633,"1693 Mission Dr Solvang, CA 93463"
LlGIlNJE2Nv_PXkH7l4Wmg,Lilly's Tacos,Mexican,499,4.5,93117,34.42849452,-119.8690859,"290 Storke Rd Ste D Goleta, CA 93117"
VAIOtbsxdNmuhUKkQZFRlA,Renaud's Patisserie & Bistro,"Bakeries, Cafes, Breakfast & Brunch",495,4.5,93105,34.4402551,-119.73526,"3315 State St Santa Barbara, CA 93105"
7wSnkgOORRCqVDa_n8Upxg,Garrett's Old Fashioned Restaurant,"American (Traditional), Breakfast & Brunch, Sandwiches",487,4,93105,34.4307865,-119.7149284,"2001 State St Santa Barbara, CA 93105"
TVX2a4bVuCE2VUIkiLdZrQ,Flavor of India,"Indian, Vegan, Buffets",486,4,93105,34.4406128,-119.729371,"3026 State St Santa Barbara, CA 93105"
cAbdvzqtFLaAAMFIyPf2AA,Holdren's Steaks & Seafood,"Steakhouses, Seafood, Burgers",483,4,93101,34.4171144,-119.6958556,"512 State St Santa Barbara, CA 93101"
bp482wqF6v80AltDNlPDfw,The Blue Owl,"Asian Fusion, Sandwiches, American (New)",482,4.5,93101,34.420002,-119.700559,"5 W Canon Perdido Santa Barbara, CA 93101"
V3T-5yWvjju-gWAI3VPTMw,Kibo Sushi,"Japanese, Sushi Bars",482,4,93003,34.272699,-119.260406,"2695 E Thompson Blvd Ventura, CA 93003"
vhWlxyLEWAbNOMtQ42yzFg,Norton's Pastrami & Deli,"Sandwiches, Delis, American (Traditional)",480,4.5,93101,34.4218534,-119.7039624,"18 W Figueroa St Santa Barbara, CA 93101"
3sqd_oO74qGLEsJL7bFoYg,Cafe Dolce,"Juice Bars & Smoothies, Coffee & Tea, Breakfast & Brunch",478,4,93463,34.595339,-120.139903,"475 1st St Solvang, CA 93463"
y4x_wAQvUxvTR8iV-JP4Jg,On The Alley,"Breakfast & Brunch, American (Traditional)",474,4,93109,34.4033884,-119.6936515,"117 Harbor Way Santa Barbara, CA 93109"
0ezIIc7kVFo2M6gNwbpeRw,Mother Hubbard's Restaurant,"Breakfast & Brunch, American (Traditional), Burgers",469,4,93427,34.614264,-120.193598,"373 Ave of the Flags Ste A Buellton, CA 93427"
L6nIOUwcTGgQKExGHmvTzQ,Noodle City,"Vietnamese, Noodles",466,3.5,93117,34.43581,-119.8282923,"5869 Hollister Ave Goleta, CA 93117"
I2F9mC332W0maXh4uhu7cg,SizzlinGogi,"Korean, Wine Bars",465,4,93454,34.92685,-120.43665,"1841 S Broadway Santa Maria, CA 93454"
YxWiv24PHCseiVvGlqKFrQ,Woodstock's Pizza Isla Vista,"Pizza, Gluten-Free, Vegetarian",464,4,93117,34.41233106,-119.8552291,"928 Embarcadero Del Norte Isla Vista, CA 93117"
ol6ATB97MdIuhm6yAGOeMQ,Lucky Llama Coffee,"Acai Bowls, Bakeries, Coffee Roasteries",459,4.5,93013,34.3980825,-119.5168743,"5100 Carpinteria Ave Carpinteria, CA 93013"
0RxU5OglQyPVtLKC1LPgsA,Bree'osh,"Coffee & Tea, Breakfast & Brunch, Bakeries",456,4.5,93108,34.42161,-119.64629,"1150 Coast Village Rd Ste E Santa Barbara, CA 93108"
hVkmM4ODpmHFJi5bgzn3gw,Dos Carlitos,"Mexican, Bars",455,4,93460,34.61248779,-120.0820847,"3544 Sagunto St Santa Ynez, CA 93460"
4FHgJsQ8ryrEMQvhRY_VWw,Sister Kitchen Thai Food,Thai,454,4,93433,35.12218473,-120.6280998,"245 W Grand Ave Grover Beach, CA 93433"
z6I4QVP1M1HXETgwD92XHg,Olio E Limone Ristorante,Italian,454,4,93101,34.42299711,-119.7045224,"11 W Victoria St Ste 17 Santa Barbara, CA 93101"
sjM9_bYsXR2xp0jERp5rzQ,The Belgian Cafe,Breakfast & Brunch,451,4,93463,34.59513,-120.13923,"1671 Copenhagen Dr Solvang, CA 93463"
EPkF-beh6gg_s3HtlAdfiw,Goleta Sushi House,"Sushi Bars, Japanese",451,4,93117,34.43591732,-119.8248438,"5744 Hollister Ave Goleta, CA 93117"
igoRjkcZMc5GgVcp_1yw4g,North China Restaurant,Chinese,450,4,93454,34.953801,-120.436036,"113 N Broadway Santa Maria, CA 93454"
94e8Z_B4lFD9K5RlhpzO8A,Black Bear Diner,"Diners, Breakfast & Brunch, American (Traditional)",441,3.5,93454,34.9227,-120.431799,"335 East Betteravia Santa Maria, CA 93454"
EwS7GARoLyetjGEMN1VKFw,Yanagi Sushi & Grill,"Sushi Bars, Teppanyaki",441,3.5,93448,35.137055,-120.622418,"555 James Way Pismo Beach, CA 93448"
18eWJFJbXyR9j_5xfcRLYA,Siam Elephant,Thai,435,4.5,93013,34.39659,-119.52169,"509 Linden Ave Carpinteria, CA 93013"
PNVbv2kyUIHeJTDPis2gRg,Los Agaves,"Mexican, Bars",432,4,93117,34.42953283,-119.8722388,"7024 Market Pl Dr Goleta, CA 93117"
R5d_uTX0ljeGi7zu-o5GUw,AL PHO,"Vietnamese, Barbeque, Fast Food",431,4.5,93454,34.95326,-120.41598,"1201 E Main St Ste B Santa Maria, CA 93454"
wupvqueqdEZXQxv14sa9vw,Rincon Brewery,Breweries,429,4,93013,34.398372,-119.518002,"5065 Carpinteria Ave Carpinteria, CA 93013"
VYKV4j_lZJxs_1MHopCyqA,Kanpai Sushi,"Japanese, Sushi Bars",429,4,93449,35.16281544,-120.686473,"2665 Shell Beach Rd Pismo Beach, CA 93449"
MwJsk91FJ73YzzmpVaJihQ,Los Arroyos Mexican Restaurant & Take Out,"Mexican, Salad, Bars",428,4,93101,34.4220042,-119.7038208,"14 W Figueroa St Santa Barbara, CA 93101"
LKM0wL3GMsi8NwEdz-_n8w,Kyle's Kitchen,"Salad, Burgers, Chicken Shop",426,4,93117,34.440834,-119.823876,"5723 Calle Real Goleta, CA 93117"
4Lvcr9KOB6waMiQixDQc7Q,Pho Oxnard,Vietnamese,426,4,93030,34.2094107,-119.1945151,"722 N Ventura Rd Oxnard, CA 93030"
QLHgjBHBoeIUoEvIPvjHnw,Mesa Burger - Santa Barbara,"Burgers, American (Traditional)",422,4,93109,34.4007984,-119.7226708,"315 Meigs Rd Ste F Santa Barbara, CA 93109"
LuPK46HMxRYEVTXVbBCR1g,Sama Sama Kitchen,"Cocktail Bars, Asian Fusion",420,4,93101,34.42382,-119.70453,"1208 State St Santa Barbara, CA 93101"
O2lFAWD2WXXx5EKkzPutWQ,Your Place Thai Restaurant,Thai,412,4,93103,34.422246,-119.679611,"22 N Milpas St Ste A Santa Barbara, CA 93103"
uO39--k_hrCFgZh-Bl8m8A,Taqueria Cuernavaca,Tacos,401,4.5,93101,34.418932,-119.704239,"201 W Carrillo St Santa Barbara, CA 93101"
Drsd00XSU346YlU_qWCtPQ,Zoe's Hawaiian BBQ,Hawaiian,399,4.5,93455,34.90769196,-120.4322357,"2880 Santa Maria Way Ste A-2 Santa Maria, CA 93455"
#NAME?,Edomasa,"Japanese, Sushi Bars",397,3.5,93105,34.43602,-119.72527,"2710 De La Vina St Santa Barbara, CA 93105"
jLN91zYtBU9aIxOH1l0AxQ,Moxie Cafe,"Cafes, American (New), Music Venues",395,4,93455,34.9164325,-120.4599872,"1317 West Mccoy Ln Santa Maria, CA 93455"
UnwNdPIwryHBRXz7ooWDPQ,Santa Maria Inn,"Hotels, Venues & Event Spaces",388,3.5,93454,34.9438,-120.43674,"801 S Broadway Santa Maria, CA 93454"
bem_6rw8DbEPUdFktNN4Jg,Thousand Wok,"Sushi Bars, Chinese, Vietnamese",387,3.5,91360,34.1845481,-118.8750812,"450 N Moorpark Rd Thousand Oaks, CA 91360"
Qkg16mN-8QR66gjzg6gMyw,Convivo Restaurant and Bar,"Bars, Italian, Venues & Event Spaces",384,4,93103,34.417321,-119.672226,"901 E Cabrillo Blvd Santa Barbara, CA 93103"
lOhUxi7Jm6LYkDtnRglwHQ,Sura,"Korean, Barbeque",383,4.5,93035,34.18903521,-119.2226327,"1213 S Victoria Ave Seabridge Marketplace Oxnard, CA 93035"
LLHwUmMjHE4F9RBaa0iqTQ,Mad & Vin,"American (New), Wine Bars, Cocktail Bars",382,4,93463,34.59575272,-120.1425095,"1576 Mission Dr Solvang, CA 93463"
6HTGlttrzCMsuGBHO1ZGiw,Barbareño,"American (New), Barbeque, Wine Bars",380,4.5,93101,34.41806,-119.70293,"205 W Canon Perdido St Santa Barbara, CA 93101"
9dbsbM7uKW7rXvzZkrXf8g,Far Western Tavern,"American (Traditional), Cocktail Bars, Wine Bars",377,3.5,93455,34.864804,-120.444466,"300 E Clark Ave Orcutt, CA 93455"
FpNhzu3w0XgyedhOLDuK8g,Teddy's By The Sea,"Seafood, Burgers, Bars",374,4.5,93013,34.3982,-119.51704,"5096 Carpinteria Ave Carpinteria, CA 93013"
G0rJD85hUDQ0Omz0rOFeOQ,Nikka Fish Market and Grill,"Seafood, American (Traditional)",374,4,93117,34.44173414,-119.8243779,"5722 Calle Real Goleta, CA 93117"
Ip3fwcBiUnG9JuS21cLPMQ,The Bit O'Denmark,"Scandinavian, Modern European",373,3.5,93463,34.59529,-120.13863,"473 Alisal Rd Solvang, CA 93463"
mNGCW3weQF18ZoYRekeGmw,Hitching Post,"Barbeque, Steakhouses",373,4.5,93429,34.838204,-120.530416,"3325 Point Sal Rd Casmalia, CA 93429"
8kD7WYIe9FQj3xjCn3dzdA,Leonardo's Ristorante & Pizzeria,"Wine Bars, Italian, Beer Bar",370,4.5,93463,34.600224,-120.128248,"632 Alamo Pintado Rd Solvang, CA 93463"
onLwomlGswMhhmOEAeAVEg,The Spot,"American (Traditional), Burgers, Mexican",367,3.5,93013,34.39573,-119.52299,"389 Linden Ave Carpinteria, CA 93013"
wFES5bGDiPANW13hNHnXOQ,Sakana Sushi Bar & Japanese,"Sushi Bars, Japanese",365,4,93108,34.422264,-119.650288,"1046 Coast Village Rd Ste K Santa Barbara, CA 93108"
BoNTXfqVYEdbPZ5ads83ug,Kao Ramen By Mama,Ramen,364,4,93001,34.2809549,-119.2920514,"573 EMain St Ventura, CA 93001"
4mB0iehAzsoDMEVfyM_i-w,Blossom Tea House,"Bubble Tea, Thai, Filipino",363,4,93030,34.209862,-119.193889,"814 N Ventura Rd Oxnard, CA 93030"
